GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
MED11	YMR112C	YMR112C	YMR112C	855139
VAM7	YGL212W	YGL212W	YGL212W	852660
TIM10	YHR005C-A	YHR005C-A	YHR005C-A	856395
YHL009W-A	YHL009W-A	YHL009W-A	YHL009W-A	856379
LCB3	YJL134W	YJL134W	YJL134W	853307
FMP27	YLR454W	YLR454W	YLR454W	851175
YJL127C-B	YJL127C-B	YJL127C-B	YJL127C-B	1466466
VPS41	YDR080W	YDR080W	YDR080W	851653
MNR2	YKL064W	YKL064W	YKL064W	853801
SNF12	YNR023W	YNR023W	YNR023W	855757
VIK1	YPL253C	YPL253C	YPL253C	855822
YBR096W	YBR096W	YBR096W	YBR096W	852393
NUP85	YJR042W	YJR042W	YJR042W	853499
CCM1	YGR150C	YGR150C	YGR150C	853053
YDR089W	YDR089W	YDR089W	YDR089W	851663
SMD1	YGR074W	YGR074W	YGR074W	852964
CCW14	YLR390W-A	YLR390W-A	YLR390W-A	851107
ATG1	YGL180W	YGL180W	YGL180W	852695
DOG2	YHR043C	YHR043C	YHR043C	856439
SNT309	YPR101W	YPR101W	YPR101W	856216
MRPS9	YBR146W	YBR146W	YBR146W	852443
KCS1	YDR017C	YDR017C	YDR017C	851580
AFR1	YDR085C	YDR085C	YDR085C	851658
DIA4	YHR011W	YHR011W	YHR011W	856402
NOP4	YPL043W	YPL043W	YPL043W	856063
YPD1	YDL235C	YDL235C	YDL235C	851363
YLR278C	YLR278C	YLR278C	YLR278C	850984
RCK1	YGL158W	YGL158W	YGL158W	852719
DIC1	YLR348C	YLR348C	YLR348C	851063
TFG1	YGR186W	YGR186W	YGR186W	853098
FRT2	YAL028W	YAL028W	YAL028W	851205
NHP10	YDL002C	YDL002C	YDL002C	851562
BMH2	YDR099W	YDR099W	YDR099W	851676
YJL213W	YJL213W	YJL213W	YJL213W	853217
CAF120	YNL278W	YNL278W	YNL278W	855443
MDG1	YNL173C	YNL173C	YNL173C	855548
SPH1	YLR313C	YLR313C	YLR313C	851023
SKY1	YMR216C	YMR216C	YMR216C	855256
YER039C-A	YER039C-A	YER039C-A	YER039C-A	856762
PWP1	YLR196W	YLR196W	YLR196W	850893
FKS3	YMR306W	YMR306W	YMR306W	855353
YBR085C-A	YBR085C-A	YBR085C-A	YBR085C-A	852381
RAD59	YDL059C	YDL059C	YDL059C	851500
SCD5	YOR329C	YOR329C	YOR329C	854507
VMR1	YHL035C	YHL035C	YHL035C	856350
MRP4	YHL004W	YHL004W	YHL004W	856384
TDA4	YJR116W	YJR116W	YJR116W	853580
RDH54	YBR073W	YBR073W	YBR073W	852365
UTP6	YDR449C	YDR449C	YDR449C	852060
ASM4	YDL088C	YDL088C	YDL088C	851470
HPC2	YBR215W	YBR215W	YBR215W	852516
PPM1	YDR435C	YDR435C	YDR435C	852045
CBK1	YNL161W	YNL161W	YNL161W	855561
SLC1	YDL052C	YDL052C	YDL052C	851508
THI5	YFL058W	YFL058W	YFL058W	850486
COS6	YGR295C	YGR295C	YGR295C	853212
SMC2	YFR031C	YFR031C	YFR031C	850589
YMR144W	YMR144W	YMR144W	YMR144W	855175
RPL19A	YBR084C-A	YBR084C-A	YBR084C-A	852379
RPL19A	YBR084C-A	YBR084C-A	YBR084C-A	852254
YDR161W	YDR161W	YDR161W	YDR161W	851739
GPP2	YER062C	YER062C	YER062C	856791
ATG15	YCR068W	YCR068W	YCR068W	850432
MAK3	YPR051W	YPR051W	YPR051W	856163
CDC50	YCR094W	YCR094W	YCR094W	850456
MCP2	YLR253W	YLR253W	YLR253W	850955
RDL1	YOR285W	YOR285W	YOR285W	854459
PRE3	YJL001W	YJL001W	YJL001W	853456
HIF1	YLL022C	YLL022C	YLL022C	850638
HAP2	YGL237C	YGL237C	YGL237C	852614
HTD2	YHR067W	YHR067W	YHR067W	856464
PNT1	YOR266W	YOR266W	YOR266W	854440
TCM62	YBR044C	YBR044C	YBR044C	852332
TRM1	YDR120C	YDR120C	YDR120C	851698
RGR1	YLR071C	YLR071C	YLR071C	850760
VTC4	YJL012C	YJL012C	YJL012C	853441
NSA2	YER126C	YER126C	YER126C	856863
FAA4	YMR246W	YMR246W	YMR246W	855288
COQ9	YLR201C	YLR201C	YLR201C	850898
PHO85	YPL031C	YPL031C	YPL031C	856076
SAP185	YJL098W	YJL098W	YJL098W	853347
AKL1	YBR059C	YBR059C	YBR059C	852351
VMA7	YGR020C	YGR020C	YGR020C	852903
MSR1	YHR091C	YHR091C	YHR091C	856491
YPS6	YIR039C	YIR039C	YIR039C	854857
SMA2	YML066C	YML066C	YML066C	854936
PLM2	YDR501W	YDR501W	YDR501W	852112
TOP2	YNL088W	YNL088W	YNL088W	855636
SHB17	YKR043C	YKR043C	YKR043C	853917
MSG5	YNL053W	YNL053W	YNL053W	855674
RGP1	YDR137W	YDR137W	YDR137W	851714
URH1	YDR400W	YDR400W	YDR400W	852009
SWC5	YBR231C	YBR231C	YBR231C	852532
YFH1	YDL120W	YDL120W	YDL120W	851437
UTP7	YER082C	YER082C	YER082C	856815
ECM34	YHL043W	YHL043W	YHL043W	856342
PCD1	YLR151C	YLR151C	YLR151C	850844
ATG18	YFR021W	YFR021W	YFR021W	850577
GTR1	YML121W	YML121W	YML121W	854918
YNL033W	YNL033W	YNL033W	YNL033W	855698
CDC25	YLR310C	YLR310C	YLR310C	851019
PDC6	YGR087C	YGR087C	YGR087C	852978
LSC2	YGR244C	YGR244C	YGR244C	853159
ZRT1	YGL255W	YGL255W	YGL255W	852637
NCE103	YNL036W	YNL036W	YNL036W	855692
INM1	YHR046C	YHR046C	YHR046C	856442
DRE2	YKR071C	YKR071C	YKR071C	853945
ERP4	YOR016C	YOR016C	YOR016C	854181
SPT4	YGR063C	YGR063C	YGR063C	852955
ORC1	YML065W	YML065W	YML065W	854937
HAL1	YPR005C	YPR005C	YPR005C	856113
SWD1	YAR003W	YAR003W	YAR003W	851265
HSV2	YGR223C	YGR223C	YGR223C	853138
ECM12	YHR021W-A	YHR021W-A	YHR021W-A	856416
COS4	YFL062W	YFL062W	YFL062W	850482
PPA2	YMR267W	YMR267W	YMR267W	855309
NOG1	YPL093W	YPL093W	YPL093W	856012
PET191	YJR034W	YJR034W	YJR034W	853491
APJ1	YNL077W	YNL077W	YNL077W	855647
CDC60	YPL160W	YPL160W	YPL160W	855943
YGL185C	YGL185C	YGL185C	YGL185C	852690
NHX1	YDR456W	YDR456W	YDR456W	852066
ZRT3	YKL175W	YKL175W	YKL175W	853679
CDC55	YGL190C	YGL190C	YGL190C	852685
YMR262W	YMR262W	YMR262W	YMR262W	855304
RAS1	YOR101W	YOR101W	YOR101W	854268
COG7	YGL005C	YGL005C	YGL005C	852879
ESBP6	YNL125C	YNL125C	YNL125C	855598
APN2	YBL019W	YBL019W	YBL019W	852262
QDR3	YBR043C	YBR043C	YBR043C	852331
BRE4	YDL231C	YDL231C	YDL231C	851367
CUE4	YML101C	YML101C	YML101C	854871
AIM26	YKL037W	YKL037W	YKL037W	853829
RFC4	YOL094C	YOL094C	YOL094C	854059
VPS20	YMR077C	YMR077C	YMR077C	855101
REC8	YPR007C	YPR007C	YPR007C	856115
YIL067C	YIL067C	YIL067C	YIL067C	854743
ILV2	YMR108W	YMR108W	YMR108W	855135
HCA4	YJL033W	YJL033W	YJL033W	853419
COY1	YKL179C	YKL179C	YKL179C	853675
NAN1	YPL126W	YPL126W	YPL126W	855977
YEF1	YEL041W	YEL041W	YEL041W	856670
SIP2	YGL208W	YGL208W	YGL208W	852664
PRP19	YLL036C	YLL036C	YLL036C	850623
RPC19	YNL113W	YNL113W	YNL113W	855609
BAS1	YKR099W	YKR099W	YKR099W	853974
PGD1	YGL025C	YGL025C	YGL025C	852860
SEC66	YBR171W	YBR171W	YBR171W	852469
MED2	YDL005C	YDL005C	YDL005C	851559
HHT2	YNL031C	YNL031C	YNL031C	855700
HHT2	YNL031C	YNL031C	YNL031C	852295
MBP1	YDL056W	YDL056W	YDL056W	851503
NDI1	YML120C	YML120C	YML120C	854919
FRE5	YOR384W	YOR384W	YOR384W	854566
SPA2	YLL021W	YLL021W	YLL021W	850639
UFD1	YGR048W	YGR048W	YGR048W	852939
DCP1	YOL149W	YOL149W	YOL149W	854016
COX14	YML129C	YML129C	YML129C	854910
YBR220C	YBR220C	YBR220C	YBR220C	852521
PDR12	YPL058C	YPL058C	YPL058C	856049
ZPS1	YOL154W	YOL154W	YOL154W	854011
MCX1	YBR227C	YBR227C	YBR227C	852528
PAB1	YER165W	YER165W	YER165W	856912
BIO5	YNR056C	YNR056C	YNR056C	855793
EGT2	YNL327W	YNL327W	YNL327W	855389
ORT1	YOR130C	YOR130C	YOR130C	854297
YJL181W	YJL181W	YJL181W	YJL181W	853257
PRM7	YDL039C	YDL039C	YDL039C	851522
BIM1	YER016W	YER016W	YER016W	856736
INA17	YPL099C	YPL099C	YPL099C	856005
ATG2	YNL242W	YNL242W	YNL242W	855479
YDR365W-B	YDR365W-B	YDR365W-B	YDR365W-B	851971
MIM2	YLR099W-A	YLR099W-A	YLR099W-A	850789
FET3	YMR058W	YMR058W	YMR058W	855080
MON2	YNL297C	YNL297C	YNL297C	855420
LDS1	YAL018C	YAL018C	YAL018C	851215
AVO1	YOL078W	YOL078W	YOL078W	854076
WBP1	YEL002C	YEL002C	YEL002C	856716
SSY5	YJL156C	YJL156C	YJL156C	853285
STE50	YCL032W	YCL032W	YCL032W	850325
YMR166C	YMR166C	YMR166C	YMR166C	855202
YNL146C-A	YNL146C-A	YNL146C-A	YNL146C-A	1466510
YDR034C-A	YDR034C-A	YDR034C-A	YDR034C-A	851602
MNN9	YPL050C	YPL050C	YPL050C	856057
SMT3	YDR510W	YDR510W	YDR510W	852122
TMA10	YLR327C	YLR327C	YLR327C	851037
YPL277C	YPL277C	YPL277C	YPL277C	855852
PUT1	YLR142W	YLR142W	YLR142W	850833
YPL257W	YPL257W	YPL257W	YPL257W	855818
LCL2	YLR104W	YLR104W	YLR104W	850794
SSU72	YNL222W	YNL222W	YNL222W	855499
YKR051W	YKR051W	YKR051W	YKR051W	853925
GCD7	YLR291C	YLR291C	YLR291C	850998
VBA2	YBR293W	YBR293W	YBR293W	852596
BER1	YLR412W	YLR412W	YLR412W	851130
SAP155	YFR040W	YFR040W	YFR040W	850601
DSE4	YNR067C	YNR067C	YNR067C	855804
MLF3	YNL074C	YNL074C	YNL074C	855650
FUR4	YBR021W	YBR021W	YBR021W	852309
UNG1	YML021C	YML021C	YML021C	854987
KRE29	YER038C	YER038C	YER038C	856760
YIP3	YNL044W	YNL044W	YNL044W	855683
YHR007C-A	YHR007C-A	YHR007C-A	YHR007C-A	1466526
FCY22	YER060W-A	YER060W-A	YER060W-A	856789
RAD24	YER173W	YER173W	YER173W	856920
SPR1	YOR190W	YOR190W	YOR190W	854362
GSF2	YML048W	YML048W	YML048W	854957
SHE3	YBR130C	YBR130C	YBR130C	852427
NOT5	YPR072W	YPR072W	YPR072W	856186
YFR012W-A	YFR012W-A	YFR012W-A	YFR012W-A	850566
YHK8	YHR048W	YHR048W	YHR048W	856444
SHU1	YHL006C	YHL006C	YHL006C	856383
SBP1	YHL034C	YHL034C	YHL034C	856351
RPL12B	YDR418W	YDR418W	YDR418W	856656
RPL12B	YDR418W	YDR418W	YDR418W	852026
TOS4	YLR183C	YLR183C	YLR183C	850880
INA22	YIR024C	YIR024C	YIR024C	854842
BUD5	YCR038C	YCR038C	YCR038C	850405
HPF1	YOL155C	YOL155C	YOL155C	854010
EST3	YIL009C-A	YIL009C-A	YIL009C-A	854806
GEF1	YJR040W	YJR040W	YJR040W	853497
IRC18	YJL037W	YJL037W	YJL037W	853414
LPL1	YOR059C	YOR059C	YOR059C	854225
PAU19	YMR325W	YMR325W	YMR325W	855375
SLH1	YGR271W	YGR271W	YGR271W	853187
RBG2	YGR173W	YGR173W	YGR173W	853083
ATO2	YNR002C	YNR002C	YNR002C	855736
AIM20	YIL158W	YIL158W	YIL158W	854648
IST2	YBR086C	YBR086C	YBR086C	852382
YLR361C-A	YLR361C-A	YLR361C-A	YLR361C-A	1466422
STI1	YOR027W	YOR027W	YOR027W	854192
ISD11	YER048W-A	YER048W-A	YER048W-A	856774
YDR210W-B	YDR210W-B	YDR210W-B	YDR210W-B	851793
DNA2	YHR164C	YHR164C	YHR164C	856569
CWC22	YGR278W	YGR278W	YGR278W	853195
ATP6	Q0085	Q0085	Q0085	854601
EAP1	YKL204W	YKL204W	YKL204W	853631
MRPL28	YDR462W	YDR462W	YDR462W	852073
ZDS1	YMR273C	YMR273C	YMR273C	855316
JJJ2	YJL162C	YJL162C	YJL162C	853277
YMR175W-A	YMR175W-A	YMR175W-A	YMR175W-A	1466501
YLL054C	YLL054C	YLL054C	YLL054C	850672
PSA1	YDL055C	YDL055C	YDL055C	851504
TEF1	YPR080W	YPR080W	YPR080W	856195
TEF1	YPR080W	YPR080W	YPR080W	852415
SMX2	YFL017W-A	YFL017W-A	YFL017W-A	850528
YOL019W	YOL019W	YOL019W	YOL019W	854141
SOH1	YGL127C	YGL127C	YGL127C	852750
PDR8	YLR266C	YLR266C	YLR266C	850971
HUA1	YGR268C	YGR268C	YGR268C	853185
RPL8A	YHL033C	YHL033C	YHL033C	856352
ECM4	YKR076W	YKR076W	YKR076W	853951
STR2	YJR130C	YJR130C	YJR130C	853594
MIT1	YEL007W	YEL007W	YEL007W	856711
NGL2	YMR285C	YMR285C	YMR285C	855329
YMC2	YBR104W	YBR104W	YBR104W	852401
KEL3	YPL263C	YPL263C	YPL263C	855865
SHC1	YER096W	YER096W	YER096W	856832
MET18	YIL128W	YIL128W	YIL128W	854678
TFB1	YDR311W	YDR311W	YDR311W	851906
CAB3	YKL088W	YKL088W	YKL088W	853774
AIM22	YJL046W	YJL046W	YJL046W	853401
ECM22	YLR228C	YLR228C	YLR228C	850928
YER053C-A	YER053C-A	YER053C-A	YER053C-A	856780
TMA19	YKL056C	YKL056C	YKL056C	853809
EGD1	YPL037C	YPL037C	YPL037C	856070
PFA5	YDR459C	YDR459C	YDR459C	852070
SNX3	YOR357C	YOR357C	YOR357C	854539
SWM2	YNR004W	YNR004W	YNR004W	855738
CHS1	YNL192W	YNL192W	YNL192W	855529
MNP1	YGL068W	YGL068W	YGL068W	852811
YKL096C-B	YKL096C-B	YKL096C-B	YKL096C-B	1500486
YDL157C	YDL157C	YDL157C	YDL157C	851398
SGT2	YOR007C	YOR007C	YOR007C	854168
VPS53	YJL029C	YJL029C	YJL029C	853423
VID24	YBR105C	YBR105C	YBR105C	852402
SLX5	YDL013W	YDL013W	YDL013W	851549
RAD7	YJR052W	YJR052W	YJR052W	853512
EMP24	YGL200C	YGL200C	YGL200C	852675
YNL194C	YNL194C	YNL194C	YNL194C	855527
SWM1	YDR260C	YDR260C	YDR260C	851847
RRP12	YPL012W	YPL012W	YPL012W	856095
EDE1	YBL047C	YBL047C	YBL047C	852233
VPS1	YKR001C	YKR001C	YKR001C	853870
HXT17	YNR072W	YNR072W	YNR072W	855809
YLR157W-E	YLR157W-E	YLR157W-E	YLR157W-E	1466413
RPB5	YBR154C	YBR154C	YBR154C	852451
PRM4	YPL156C	YPL156C	YPL156C	855947
ELM1	YKL048C	YKL048C	YKL048C	853818
BBC1	YJL020C	YJL020C	YJL020C	853433
SYH1	YPL105C	YPL105C	YPL105C	855999
SYM1	YLR251W	YLR251W	YLR251W	850953
DAM1	YGR113W	YGR113W	YGR113W	853010
PMA1	YGL008C	YGL008C	YGL008C	852876
SRB6	YBR253W	YBR253W	YBR253W	852555
TUB4	YLR212C	YLR212C	YLR212C	850909
PET18	YCR020C	YCR020C	YCR020C	850382
YJR141W	YJR141W	YJR141W	YJR141W	853606
VMA22	YHR060W	YHR060W	YHR060W	856457
BCP1	YDR361C	YDR361C	YDR361C	851963
TAE2	YPL009C	YPL009C	YPL009C	856098
CRZ1	YNL027W	YNL027W	YNL027W	855704
AQR1	YNL065W	YNL065W	YNL065W	855660
YNL211C	YNL211C	YNL211C	YNL211C	855510
CBP2	YHL038C	YHL038C	YHL038C	856347
MUK1	YPL070W	YPL070W	YPL070W	856035
MDY2	YOL111C	YOL111C	YOL111C	854038
PPH3	YDR075W	YDR075W	YDR075W	851647
NTF2	YER009W	YER009W	YER009W	856727
ESC1	YMR219W	YMR219W	YMR219W	855259
MOB2	YFL034C-B	YFL034C-B	YFL034C-B	850508
STS1	YIR011C	YIR011C	YIR011C	854828
PRC1	YMR297W	YMR297W	YMR297W	855343
REV7	YIL139C	YIL139C	YIL139C	854667
REC107	YJR021C	YJR021C	YJR021C	853478
CHL4	YDR254W	YDR254W	YDR254W	851841
RPL18B	YNL301C	YNL301C	YNL301C	855415
RPL18B	YNL301C	YNL301C	YNL301C	854029
AEP3	YPL005W	YPL005W	YPL005W	856102
ARC1	YGL105W	YGL105W	YGL105W	852773
YBR255C-A	YBR255C-A	YBR255C-A	YBR255C-A	852558
WHI4	YDL224C	YDL224C	YDL224C	851302
PXA2	YKL188C	YKL188C	YKL188C	853647
UTP22	YGR090W	YGR090W	YGR090W	852982
MSN4	YKL062W	YKL062W	YKL062W	853803
ERG28	YER044C	YER044C	YER044C	856767
ATP11	YNL315C	YNL315C	YNL315C	855401
LDB18	YLL049W	YLL049W	YLL049W	850677
URA1	YKL216W	YKL216W	YKL216W	853664
CIS3	YJL158C	YJL158C	YJL158C	853282
NBP2	YDR162C	YDR162C	YDR162C	851740
YCR024C-B	YCR024C-B	YCR024C-B	YCR024C-B	1466398
YIH1	YCR059C	YCR059C	YCR059C	850423
YDL183C	YDL183C	YDL183C	YDL183C	851345
PET10	YKR046C	YKR046C	YKR046C	853920
GID7	YCL039W	YCL039W	YCL039W	850318
EMP65	YER140W	YER140W	YER140W	856883
BTS1	YPL069C	YPL069C	YPL069C	856036
PHR1	YOR386W	YOR386W	YOR386W	854568
PRP46	YPL151C	YPL151C	YPL151C	855952
BOP3	YNL042W	YNL042W	YNL042W	855686
SET5	YHR207C	YHR207C	YHR207C	856614
HSP42	YDR171W	YDR171W	YDR171W	851751
TGS1	YPL157W	YPL157W	YPL157W	855946
YLR227W-A	YLR227W-A	YLR227W-A	YLR227W-A	854968
YLR227W-A	YLR227W-A	YLR227W-A	YLR227W-A	853483
YLR227W-A	YLR227W-A	YLR227W-A	YLR227W-A	850926
PEX29	YDR479C	YDR479C	YDR479C	852090
MTW1	YAL034W-A	YAL034W-A	YAL034W-A	851197
YBR013C	YBR013C	YBR013C	YBR013C	852300
HNT3	YOR258W	YOR258W	YOR258W	854432
BIO4	YNR057C	YNR057C	YNR057C	855794
YJL113W	YJL113W	YJL113W	YJL113W	853330
BAR1	YIL015W	YIL015W	YIL015W	854797
YGR161W-C	YGR161W-C	YGR161W-C	YGR161W-C	3077355
YHR127W	YHR127W	YHR127W	YHR127W	856528
LPD1	YFL018C	YFL018C	YFL018C	850527
MDJ2	YNL328C	YNL328C	YNL328C	855388
YCL049C	YCL049C	YCL049C	YCL049C	850308
YLR072W	YLR072W	YLR072W	YLR072W	850761
UBA4	YHR111W	YHR111W	YHR111W	856511
OLE1	YGL055W	YGL055W	YGL055W	852825
APM3	YBR288C	YBR288C	YBR288C	852591
THI20	YOL055C	YOL055C	YOL055C	854099
PYK2	YOR347C	YOR347C	YOR347C	854529
ALG2	YGL065C	YGL065C	YGL065C	852815
ARD1	YHR013C	YHR013C	YHR013C	856404
SLY41	YOR307C	YOR307C	YOR307C	854484
YNL144C	YNL144C	YNL144C	YNL144C	855578
GTT1	YIR038C	YIR038C	YIR038C	854856
AIM1	YAL046C	YAL046C	YAL046C	851251
RSA1	YPL193W	YPL193W	YPL193W	855908
YJL045W	YJL045W	YJL045W	YJL045W	853405
SER2	YGR208W	YGR208W	YGR208W	853122
MRP1	YDR347W	YDR347W	YDR347W	851948
YER190C-B	YER190C-B	YER190C-B	YER190C-B	4594642
YKR078W	YKR078W	YKR078W	YKR078W	853953
SPC19	YDR201W	YDR201W	YDR201W	851782
AAT2	YLR027C	YLR027C	YLR027C	850714
RIM20	YOR275C	YOR275C	YOR275C	854449
BET5	YML077W	YML077W	YML077W	854898
GUS1	YGL245W	YGL245W	YGL245W	852606
MED6	YHR058C	YHR058C	YHR058C	856455
SEC23	YPR181C	YPR181C	YPR181C	856311
YRF1-2	YER190W	YER190W	YER190W	856940
PHO88	YBR106W	YBR106W	YBR106W	852403
ARG4	YHR018C	YHR018C	YHR018C	856411
NPL4	YBR170C	YBR170C	YBR170C	852468
UBP15	YMR304W	YMR304W	YMR304W	855350
YDL211C	YDL211C	YDL211C	YDL211C	851315
ATP4	YPL078C	YPL078C	YPL078C	856027
DON1	YDR273W	YDR273W	YDR273W	851866
CSI2	YOL007C	YOL007C	YOL007C	854155
HPT1	YDR399W	YDR399W	YDR399W	852008
PER33	YLR064W	YLR064W	YLR064W	850753
PRS1	YKL181W	YKL181W	YKL181W	853654
TDH3	YGR192C	YGR192C	YGR192C	853106
RIM8	YGL045W	YGL045W	YGL045W	852837
MDH3	YDL078C	YDL078C	YDL078C	851481
NOP12	YOL041C	YOL041C	YOL041C	854116
YMR226C	YMR226C	YMR226C	YMR226C	855266
RPN10	YHR200W	YHR200W	YHR200W	856607
AGE1	YDR524C	YDR524C	YDR524C	852136
YBR219C	YBR219C	YBR219C	YBR219C	852520
YTA7	YGR270W	YGR270W	YGR270W	853186
YLH47	YPR125W	YPR125W	YPR125W	856243
GLY1	YEL046C	YEL046C	YEL046C	856665
RPR2	YIR015W	YIR015W	YIR015W	854832
LSB1	YGR136W	YGR136W	YGR136W	853037
RPL20A	YMR242C	YMR242C	YMR242C	855283
RPL20A	YMR242C	YMR242C	YMR242C	854489
COQ4	YDR204W	YDR204W	YDR204W	851785
BEM4	YPL161C	YPL161C	YPL161C	855942
NDE1	YMR145C	YMR145C	YMR145C	855176
GPI13	YLL031C	YLL031C	YLL031C	850628
PRO1	YDR300C	YDR300C	YDR300C	851894
CDC42	YLR229C	YLR229C	YLR229C	850930
RPN13	YLR421C	YLR421C	YLR421C	851140
DAN4	YJR151C	YJR151C	YJR151C	853616
PNG1	YPL096W	YPL096W	YPL096W	856009
YMD8	YML038C	YML038C	YML038C	854970
IML2	YJL082W	YJL082W	YJL082W	853363
YIA6	YIL006W	YIL006W	YIL006W	854811
ART10	YLR392C	YLR392C	YLR392C	851108
PRP38	YGR075C	YGR075C	YGR075C	852966
MRPL37	YBR268W	YBR268W	YBR268W	852571
OMS1	YDR316W	YDR316W	YDR316W	851911
PDR18	YNR070W	YNR070W	YNR070W	855807
VPS51	YKR020W	YKR020W	YKR020W	853890
YOL164W-A	YOL164W-A	YOL164W-A	YOL164W-A	1466473
MFA2	YNL145W	YNL145W	YNL145W	855577
DYS1	YHR068W	YHR068W	YHR068W	856465
AIM14	YGL160W	YGL160W	YGL160W	852716
YGR042W	YGR042W	YGR042W	YGR042W	852933
CYM1	YDR430C	YDR430C	YDR430C	852041
GPH1	YPR160W	YPR160W	YPR160W	856289
PAC2	YER007W	YER007W	YER007W	856724
RRP46	YGR095C	YGR095C	YGR095C	852987
RIM15	YFL033C	YFL033C	YFL033C	850511
NUR1	YDL089W	YDL089W	YDL089W	851469
SPS2	YDR522C	YDR522C	YDR522C	852134
NPR2	YEL062W	YEL062W	YEL062W	856647
ETR1	YBR026C	YBR026C	YBR026C	852314
DPH6	YLR143W	YLR143W	YLR143W	850835
STO1	YMR125W	YMR125W	YMR125W	855155
YLR126C	YLR126C	YLR126C	YLR126C	850817
MAD1	YGL086W	YGL086W	YGL086W	852794
NRK1	YNL129W	YNL129W	YNL129W	855594
RPT6	YGL048C	YGL048C	YGL048C	852834
MAM1	YER106W	YER106W	YER106W	856843
TEC1	YBR083W	YBR083W	YBR083W	852377
YJR012C	YJR012C	YJR012C	YJR012C	853469
PUS6	YGR169C	YGR169C	YGR169C	853079
YMR074C	YMR074C	YMR074C	YMR074C	855096
YDR341C	YDR341C	YDR341C	YDR341C	851942
TMA23	YMR269W	YMR269W	YMR269W	855311
YJR112W-A	YJR112W-A	YJR112W-A	YJR112W-A	1466470
YHR138C	YHR138C	YHR138C	YHR138C	856540
GAT1	YFL021W	YFL021W	YFL021W	850523
POC4	YPL144W	YPL144W	YPL144W	855959
RPS18B	YML026C	YML026C	YML026C	854982
RPS18B	YML026C	YML026C	YML026C	852061
MAK10	YEL053C	YEL053C	YEL053C	856657
OPI1	YHL020C	YHL020C	YHL020C	856366
VOA1	YGR106C	YGR106C	YGR106C	852998
CMC4	YMR194C-B	YMR194C-B	YMR194C-B	1466503
SST2	YLR452C	YLR452C	YLR452C	851173
TAF4	YMR005W	YMR005W	YMR005W	855017
NMD4	YLR363C	YLR363C	YLR363C	851077
YKE4	YIL023C	YIL023C	YIL023C	854789
SNF4	YGL115W	YGL115W	YGL115W	852763
MRPL31	YKL138C	YKL138C	YKL138C	853720
ZEO1	YOL109W	YOL109W	YOL109W	854040
ERP6	YGL002W	YGL002W	YGL002W	852882
RPL20B	YOR312C	YOR312C	YOR312C	855283
RPL20B	YOR312C	YOR312C	YOR312C	854489
YLR179C	YLR179C	YLR179C	YLR179C	850876
ELA1	YNL230C	YNL230C	YNL230C	855491
WSC4	YHL028W	YHL028W	YHL028W	856357
YCR015C	YCR015C	YCR015C	YCR015C	850373
ARR1	YPR199C	YPR199C	YPR199C	856329
TGL3	YMR313C	YMR313C	YMR313C	855361
DCR2	YLR361C	YLR361C	YLR361C	851075
SLM4	YBR077C	YBR077C	YBR077C	852369
MUM3	YOR298W	YOR298W	YOR298W	854473
ARO10	YDR380W	YDR380W	YDR380W	851987
OST5	YGL226C-A	YGL226C-A	YGL226C-A	852625
YDL177C	YDL177C	YDL177C	YDL177C	851377
PHM7	YOL084W	YOL084W	YOL084W	854070
MEF1	YLR069C	YLR069C	YLR069C	850758
MAK21	YDR060W	YDR060W	YDR060W	851632
YGR149W	YGR149W	YGR149W	YGR149W	853052
LEA1	YPL213W	YPL213W	YPL213W	855888
TPK2	YPL203W	YPL203W	YPL203W	855898
SDH2	YLL041C	YLL041C	YLL041C	850685
YGL258W-A	YGL258W-A	YGL258W-A	YGL258W-A	852633
LSM2	YBL026W	YBL026W	YBL026W	852255
YNR021W	YNR021W	YNR021W	YNR021W	855755
TWF1	YGR080W	YGR080W	YGR080W	852971
YBL055C	YBL055C	YBL055C	YBL055C	852225
MSI1	YBR195C	YBR195C	YBR195C	852494
HMRA2	YCR096C	YCR096C	YCR096C	850458
IMA3	YIL172C	YIL172C	YIL172C	854635
IMA3	YIL172C	YIL172C	YIL172C	853235
YPL191C	YPL191C	YPL191C	YPL191C	855910
SEC59	YMR013C	YMR013C	YMR013C	855026
PPT2	YPL148C	YPL148C	YPL148C	855955
YPT1	YFL038C	YFL038C	YFL038C	850505
YPL088W	YPL088W	YPL088W	YPL088W	856017
HSP82	YPL240C	YPL240C	YPL240C	855836
PRM2	YIL037C	YIL037C	YIL037C	854774
TIP20	YGL145W	YGL145W	YGL145W	852732
HRB1	YNL004W	YNL004W	YNL004W	855728
ARO7	YPR060C	YPR060C	YPR060C	856173
EAF5	YEL018W	YEL018W	YEL018W	856696
YEL043W	YEL043W	YEL043W	YEL043W	856668
RRP4	YHR069C	YHR069C	YHR069C	856466
CWC24	YLR323C	YLR323C	YLR323C	851033
NUP49	YGL172W	YGL172W	YGL172W	852703
KTR6	YPL053C	YPL053C	YPL053C	856054
LIA1	YJR070C	YJR070C	YJR070C	853534
YRF1-7	YPL283C	YPL283C	YPL283C	855846
YRF1-7	YPL283C	YPL283C	YPL283C	853213
CCT4	YDL143W	YDL143W	YDL143W	851412
RKM4	YDR257C	YDR257C	YDR257C	851844
YKL162C	YKL162C	YKL162C	YKL162C	853695
