GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
CG3348	FBgn0040609	FBtr0085172	FBpp0084542	50082
CG32117	FBgn0052117	FBtr0075905	FBpp0075637	317864
CG12121	FBgn0030109	FBtr0071334	FBpp0071269	31866
CG15629	FBgn0031630	FBtr0077383	FBpp0077075	33679
CG10183	FBgn0039093	FBtr0273191	FBpp0271699	42782
PNR	FBgn0003117	FBtr0335427	FBpp0307409	44849
PNR	FBgn0003117	FBtr0083221	FBpp0082675	44849
PNR	FBgn0003117	FBtr0335426	FBpp0307408	44849
PNR	FBgn0003117	FBtr0083220	FBpp0082674	44849
ARP6	FBgn0011741	FBtr0074203	FBpp0073983	32514
CHT4	FBgn0022700	FBtr0071543	FBpp0071472	49815
CG12054	FBgn0039831	FBtr0335409	FBpp0307392	43694
CG12054	FBgn0039831	FBtr0335408	FBpp0307391	43694
CG12054	FBgn0039831	FBtr0113312	FBpp0112224	43694
CG12054	FBgn0039831	FBtr0085758	FBpp0085120	43694
SOX100B	FBgn0024288	FBtr0085735	FBpp0085097	45039
CG9609	FBgn0030787	FBtr0074356	FBpp0074130	32663
TMS1	FBgn0028399	FBtr0331174	FBpp0303601	39827
TMS1	FBgn0028399	FBtr0310551	FBpp0302688	39827
TMS1	FBgn0028399	FBtr0310550	FBpp0302687	39827
TMS1	FBgn0028399	FBtr0310552	FBpp0302689	39827
TMS1	FBgn0028399	FBtr0075389	FBpp0075147	39827
TMS1	FBgn0028399	FBtr0310553	FBpp0302690	39827
CG7785	FBgn0038564	FBtr0083539	FBpp0082963	42158
VM26AB	FBgn0003980	FBtr0345439	FBpp0311564	33827
VM26AB	FBgn0003980	FBtr0079171	FBpp0078802	33827
CG15459	FBgn0031108	FBtr0077329	FBpp0077021	33036
CYP9C1	FBgn0015040	FBtr0072321	FBpp0072228	37941
CG6439	FBgn0038922	FBtr0300788	FBpp0290012	42586
CG6439	FBgn0038922	FBtr0084190	FBpp0083588	42586
FK506-BP1	FBgn0013269	FBtr0083120	FBpp0082574	41860
STAU	FBgn0003520	FBtr0301614	FBpp0290829	37065
STAU	FBgn0003520	FBtr0086783	FBpp0085962	37065
STAU	FBgn0003520	FBtr0086784	FBpp0085963	37065
CG9592	FBgn0036426	FBtr0290282	FBpp0288721	39585
CG15570	FBgn0029697	FBtr0070645	FBpp0070613	31366
CG5780	FBgn0032446	FBtr0300273	FBpp0289501	34676
CG4610	FBgn0034735	FBtr0071834	FBpp0071745	37571
WUC	FBgn0033770	FBtr0087849	FBpp0086962	36401
WUC	FBgn0033770	FBtr0113076	FBpp0111989	36401
CG14631	FBgn0029552	FBtr0070172	FBpp0070167	31049
INAF-B	FBgn0259918	FBtr0300200	FBpp0289437	8674114
MLC-C	FBgn0004687	FBtr0070783	FBpp0070749	31474
MLC-C	FBgn0004687	FBtr0308579	FBpp0300803	31474
ILP4	FBgn0044049	FBtr0076372	FBpp0076101	39152
CG42265	FBgn0259150	FBtr0331167	FBpp0303594	7354434
CG42265	FBgn0259150	FBtr0331168	FBpp0303595	7354434
CG42265	FBgn0259150	FBtr0346834	FBpp0312397	7354434
TNKS	FBgn0027508	FBtr0330383	FBpp0303409	43095
TNKS	FBgn0027508	FBtr0084890	FBpp0084264	43095
CG16998	FBgn0035795	FBtr0076829	FBpp0076540	38847
MRPS2	FBgn0031639	FBtr0077408	FBpp0077099	33688
CG10510	FBgn0037059	FBtr0078310	FBpp0077966	40341
CG7968	FBgn0028532	FBtr0080551	FBpp0080128	34802
CG3446	FBgn0029868	FBtr0340026	FBpp0309040	31578
CG3446	FBgn0029868	FBtr0070924	FBpp0070885	31578
CG3446	FBgn0029868	FBtr0347282	FBpp0312526	31578
CG4467	FBgn0039064	FBtr0110801	FBpp0110098	42747
CG4467	FBgn0039064	FBtr0084390	FBpp0083782	42747
ART1	FBgn0037834	FBtr0082304	FBpp0081780	41295
CG44438	FBgn0265631	FBtr0340497	FBpp0309433	19834939
CG42727	FBgn0261680	FBtr0303075	FBpp0292194	10178870
