GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID
CG8419	FBgn0031999	FBtr0079589	FBpp0079210
CG6583	FBgn0032420	FBtr0080358	FBpp0079940
RPL21	FBgn0032987	FBtr0345541	FBpp0311640
RPL21	FBgn0032987	FBtr0331295	FBpp0303728
RPL21	FBgn0032987	FBtr0085961	FBpp0085314
HSP67BB	FBgn0001228	FBtr0100655	FBpp0100115
HSP67BB	FBgn0001228	FBtr0303473	FBpp0292525
HSP67BB	FBgn0001228	FBtr0303474	FBpp0292526
HSP67BB	FBgn0001228	FBtr0100653	FBpp0100114
CG31708	FBgn0051708	FBtr0303881	FBpp0292884
CG31708	FBgn0051708	FBtr0079777	FBpp0079378
CG31708	FBgn0051708	FBtr0079776	FBpp0079377
CG33129	FBgn0053129	FBtr0080172	FBpp0079761
CG33129	FBgn0053129	FBtr0080169	FBpp0079758
CG33129	FBgn0053129	FBtr0340550	FBpp0309448
CG33129	FBgn0053129	FBtr0340552	FBpp0309450
CG33129	FBgn0053129	FBtr0080170	FBpp0079759
CG33129	FBgn0053129	FBtr0340551	FBpp0309449
CG33129	FBgn0053129	FBtr0080171	FBpp0079760
CG3323	FBgn0029750	FBtr0070758	FBpp0070725
CG9485	FBgn0034618	FBtr0071600	FBpp0071526
CG9485	FBgn0034618	FBtr0300394	FBpp0289623
CG9485	FBgn0034618	FBtr0071599	FBpp0071525
CG9485	FBgn0034618	FBtr0310327	FBpp0302010
CG9485	FBgn0034618	FBtr0300395	FBpp0289624
CG9485	FBgn0034618	FBtr0071601	FBpp0071527
CPR47EG	FBgn0086519	FBtr0088183	FBpp0087279
CG4942	FBgn0035960	FBtr0076524	FBpp0076251
FUSL	FBgn0031702	FBtr0079078	FBpp0078712
FUSL	FBgn0031702	FBtr0307039	FBpp0297882
FUSL	FBgn0031702	FBtr0307037	FBpp0297880
FUSL	FBgn0031702	FBtr0343226	FBpp0309915
FUSL	FBgn0031702	FBtr0079079	FBpp0078713
FUSL	FBgn0031702	FBtr0307038	FBpp0297881
SOD3	FBgn0033631	FBtr0089939	FBpp0088878
SOD3	FBgn0033631	FBtr0110897	FBpp0110197
SOD3	FBgn0033631	FBtr0339489	FBpp0308571
SOD3	FBgn0033631	FBtr0089938	FBpp0088877
RAB9D	FBgn0067052	FBtr0071490	FBpp0071419
CG42263	FBgn0259148	FBtr0302430	FBpp0291622
CG11686	FBgn0040551	FBtr0335222	FBpp0307209
CG11686	FBgn0040551	FBtr0082735	FBpp0082203
BSK	FBgn0000229	FBtr0302378	FBpp0291573
BSK	FBgn0000229	FBtr0300982	FBpp0290204
BSK	FBgn0000229	FBtr0080087	FBpp0079676
CG13051	FBgn0040799	FBtr0112771	FBpp0111683
PGRP-SA	FBgn0030310	FBtr0340296	FBpp0309257
PGRP-SA	FBgn0030310	FBtr0073509	FBpp0073358
CG15011	FBgn0035518	FBtr0073244	FBpp0073100
RHOBTB	FBgn0036980	FBtr0330158	FBpp0303191
RHOBTB	FBgn0036980	FBtr0078185	FBpp0077843
RHOBTB	FBgn0036980	FBtr0330157	FBpp0303190
TUB	FBgn0003882	FBtr0302338	FBpp0291542
CG11865	FBgn0028947	FBtr0080753	FBpp0080312
CG30069	FBgn0050069	FBtr0087530	FBpp0086659
CG5948	FBgn0039386	FBtr0084939	FBpp0084313
CG5948	FBgn0039386	FBtr0309040	FBpp0301061
CG9879	FBgn0031444	FBtr0077700	FBpp0077384
CG1434	FBgn0030554	FBtr0339437	FBpp0308524
CG1434	FBgn0030554	FBtr0073903	FBpp0073720
CG15043	FBgn0030929	FBtr0343047	FBpp0309793
CG15043	FBgn0030929	FBtr0074626	FBpp0074397
ELAV	FBgn0260400	FBtr0100254	FBpp0099643
ELAV	FBgn0260400	FBtr0307173	FBpp0298002
ELAV	FBgn0260400	FBtr0114366	FBpp0112915
ELAV	FBgn0260400	FBtr0070091	FBpp0070086
CAM	FBgn0000253	FBtr0088002	FBpp0087110
CAM	FBgn0000253	FBtr0088001	FBpp0087109
CAM	FBgn0000253	FBtr0304963	FBpp0293502
CAM	FBgn0000253	FBtr0304964	FBpp0293503
CAM	FBgn0000253	FBtr0345018	FBpp0311269
CG7778	FBgn0032025	FBtr0079606	FBpp0079226
CG7778	FBgn0032025	FBtr0345779	FBpp0311775
UBC84D	FBgn0017456	FBtr0081552	FBpp0081076
CG3939	FBgn0040396	FBtr0343600	FBpp0310197
CG3939	FBgn0040396	FBtr0070508	FBpp0070484
RABX5	FBgn0035255	FBtr0301528	FBpp0290743
CG34150	FBgn0083986	FBtr0301004	FBpp0290226
MEI-P26	FBgn0026206	FBtr0333473	FBpp0305660
MEI-P26	FBgn0026206	FBtr0340341	FBpp0309300
MEI-P26	FBgn0026206	FBtr0333474	FBpp0305661
MEI-P26	FBgn0026206	FBtr0071303	FBpp0071238
MEI-P26	FBgn0026206	FBtr0333475	FBpp0305662
IR92A	FBgn0038789	FBtr0336963	FBpp0307906
CG12655	FBgn0031080	FBtr0070036	FBpp0070035
CG15073	FBgn0034379	FBtr0340389	FBpp0309335
CG15073	FBgn0034379	FBtr0086607	FBpp0085790
YELLOW-D2	FBgn0034856	FBtr0072012	FBpp0071921
CG34126	FBgn0083962	FBtr0329975	FBpp0303010
CG34126	FBgn0083962	FBtr0329977	FBpp0303012
CG34126	FBgn0083962	FBtr0290010	FBpp0288449
CG34126	FBgn0083962	FBtr0329974	FBpp0303009
CG34126	FBgn0083962	FBtr0329976	FBpp0303011
WMD	FBgn0034876	FBtr0072114	FBpp0072023
WMD	FBgn0034876	FBtr0113112	FBpp0112025
MEMBRIN	FBgn0260856	FBtr0077145	FBpp0076849
CG10132	FBgn0032798	FBtr0343771	FBpp0310329
CG10132	FBgn0032798	FBtr0081247	FBpp0080788
CCHA1	FBgn0038199	FBtr0113232	FBpp0112144
CG32219	FBgn0052219	FBtr0074914	FBpp0074683
CG33713	FBgn0064116	FBtr0077227	FBpp0076922
CG33713	FBgn0064116	FBtr0091702	FBpp0076924
NCD	FBgn0002924	FBtr0085534	FBpp0084900
NCD	FBgn0002924	FBtr0344976	FBpp0311231
CG7460	FBgn0036749	FBtr0333692	FBpp0305845
CG7460	FBgn0036749	FBtr0075187	FBpp0074952
CG1275	FBgn0035321	FBtr0072906	FBpp0072784
CG1275	FBgn0035321	FBtr0072908	FBpp0072786
CG1275	FBgn0035321	FBtr0072907	FBpp0072785
CG1275	FBgn0035321	FBtr0072905	FBpp0072783
CKIIBETA2	FBgn0026136	FBtr0086278	FBpp0085590
MUC26B	FBgn0040950	FBtr0079203	FBpp0078834
AOP	FBgn0000097	FBtr0330659	FBpp0303509
AOP	FBgn0000097	FBtr0077851	FBpp0077523
AOP	FBgn0000097	FBtr0077850	FBpp0077522
AOP	FBgn0000097	FBtr0330658	FBpp0303508
AOP	FBgn0000097	FBtr0330660	FBpp0303510
CG18764	FBgn0042205	FBtr0082417	FBpp0081893
CG5398	FBgn0034882	FBtr0072071	FBpp0071980
NAA60	FBgn0036039	FBtr0089410	FBpp0088430
NAA60	FBgn0036039	FBtr0114566	FBpp0113058
NAA60	FBgn0036039	FBtr0089411	FBpp0089006
PTC	FBgn0003892	FBtr0089427	FBpp0088443
A5	FBgn0011294	FBtr0077922	FBpp0077588
CG11788	FBgn0034495	FBtr0086277	FBpp0085589
CG31109	FBgn0051109	FBtr0334506	FBpp0306573
CG31109	FBgn0051109	FBtr0084791	FBpp0084166
CG11585	FBgn0030543	FBtr0114508	FBpp0113000
HIS1:CG33864	FBgn0053864	FBtr0091868	FBpp0091110
NACALPHA	FBgn0086904	FBtr0087859	FBpp0086972
NACALPHA	FBgn0086904	FBtr0087860	FBpp0086973
NACALPHA	FBgn0086904	FBtr0087858	FBpp0086971
NACALPHA	FBgn0086904	FBtr0345195	FBpp0311394
CG7786	FBgn0034096	FBtr0087190	FBpp0086334
EIG71EK	FBgn0014851	FBtr0075575	FBpp0075328
RUN	FBgn0003300	FBtr0077279	FBpp0076971
RUN	FBgn0003300	FBtr0304593	FBpp0293135
RUN	FBgn0003300	FBtr0345922	FBpp0311837
CG31337	FBgn0051337	FBtr0082790	FBpp0082258
CG32278	FBgn0052278	FBtr0073033	FBpp0072897
DLP	FBgn0041604	FBtr0333032	FBpp0305246
DLP	FBgn0041604	FBtr0075679	FBpp0075431
CG44426	FBgn0265608	FBtr0340430	FBpp0309376
E(SPL)M8-HLH	FBgn0000591	FBtr0084961	FBpp0084335
SDIC1	FBgn0067861	FBtr0089604	FBpp0088559
SDIC1	FBgn0067861	FBtr0310275	FBpp0301958
CG30002	FBgn0260474	FBtr0302050	FBpp0291260
CREG	FBgn0025456	FBtr0305991	FBpp0297133
CREG	FBgn0025456	FBtr0089896	FBpp0088835
CREG	FBgn0025456	FBtr0089895	FBpp0088834
CREG	FBgn0025456	FBtr0089897	FBpp0088836
UGP	FBgn0035978	FBtr0301698	FBpp0290912
UGP	FBgn0035978	FBtr0076501	FBpp0099884
UGP	FBgn0035978	FBtr0301699	FBpp0290913
UGP	FBgn0035978	FBtr0076500	FBpp0099885
CG34045	FBgn0054045	FBtr0302390	FBpp0291585
ALD	FBgn0000064	FBtr0085001	FBpp0089214
ALD	FBgn0000064	FBtr0310661	FBpp0302781
ALD	FBgn0000064	FBtr0306657	FBpp0297612
ALD	FBgn0000064	FBtr0084999	FBpp0084372
ALD	FBgn0000064	FBtr0084994	FBpp0084367
ALD	FBgn0000064	FBtr0114544	FBpp0113036
ALD	FBgn0000064	FBtr0085000	FBpp0084373
ALD	FBgn0000064	FBtr0310660	FBpp0302780
ALD	FBgn0000064	FBtr0339614	FBpp0308680
ALD	FBgn0000064	FBtr0084995	FBpp0084368
CG16825	FBgn0032503	FBtr0080463	FBpp0080042
CG16825	FBgn0032503	FBtr0329824	FBpp0302873
CG6790	FBgn0037915	FBtr0082460	FBpp0081936
CG34120	FBgn0083956	FBtr0110826	FBpp0110123
CG34120	FBgn0083956	FBtr0343018	FBpp0309770
CG34120	FBgn0083956	FBtr0299591	FBpp0288866
CG34120	FBgn0083956	FBtr0110827	FBpp0110124
EDEM1	FBgn0023511	FBtr0070354	FBpp0070339
EDEM1	FBgn0023511	FBtr0070352	FBpp0070337
EDEM1	FBgn0023511	FBtr0305583	FBpp0294034
EDEM1	FBgn0023511	FBtr0070353	FBpp0070338
EDEM1	FBgn0023511	FBtr0332580	FBpp0304832
CG42450	FBgn0259927	FBtr0300218	FBpp0289455
CG42450	FBgn0259927	FBtr0310343	FBpp0302026
CG31437	FBgn0051437	FBtr0084834	FBpp0084209
ETS96B	FBgn0039225	FBtr0084697	FBpp0089401
ETS96B	FBgn0039225	FBtr0339254	FBpp0308361
FWE	FBgn0261722	FBtr0075543	FBpp0075298
FWE	FBgn0261722	FBtr0075541	FBpp0075296
FWE	FBgn0261722	FBtr0075542	FBpp0075297
CG18641	FBgn0031426	FBtr0307079	FBpp0297922
CG6568	FBgn0034210	FBtr0340144	FBpp0309130
CG6568	FBgn0034210	FBtr0086964	FBpp0086119
CG12498	FBgn0040356	FBtr0070489	FBpp0070467
HSPC300	FBgn0061198	FBtr0072194	FBpp0072103
HSPC300	FBgn0061198	FBtr0343346	FBpp0310003
CG12688	FBgn0029707	FBtr0308918	FBpp0301044
CNC	FBgn0262975	FBtr0308227	FBpp0300547
CNC	FBgn0262975	FBtr0330372	FBpp0303398
CNC	FBgn0262975	FBtr0306754	FBpp0297677
CNC	FBgn0262975	FBtr0306750	FBpp0297673
CNC	FBgn0262975	FBtr0306744	FBpp0297667
CNC	FBgn0262975	FBtr0306745	FBpp0297668
CNC	FBgn0262975	FBtr0306751	FBpp0297674
CNC	FBgn0262975	FBtr0306752	FBpp0297675
CNC	FBgn0262975	FBtr0306755	FBpp0297678
CNC	FBgn0262975	FBtr0306746	FBpp0297669
CNC	FBgn0262975	FBtr0306749	FBpp0297672
CNC	FBgn0262975	FBtr0308226	FBpp0300546
CNC	FBgn0262975	FBtr0306748	FBpp0297671
CNC	FBgn0262975	FBtr0336455	FBpp0307561
CNC	FBgn0262975	FBtr0306747	FBpp0297670
CNC	FBgn0262975	FBtr0306753	FBpp0297676
DIC61B	FBgn0263988	FBtr0072538	FBpp0072437
DIC61B	FBgn0263988	FBtr0072539	FBpp0072438
TANGO10	FBgn0030330	FBtr0332955	FBpp0305171
TANGO10	FBgn0030330	FBtr0073552	FBpp0073397
TANGO10	FBgn0030330	FBtr0073553	FBpp0073398
CG12795	FBgn0031535	FBtr0113019	FBpp0111932
TAK1	FBgn0026323	FBtr0077319	FBpp0077011
TAK1	FBgn0026323	FBtr0340404	FBpp0309350
CAN	FBgn0011569	FBtr0076299	FBpp0076028
SU(R)	FBgn0086450	FBtr0071338	FBpp0071273
L(3)03670	FBgn0010808	FBtr0085745	FBpp0085107
TANGO11	FBgn0050404	FBtr0071746	FBpp0071660
TANGO11	FBgn0050404	FBtr0071747	FBpp0071661
TANGO11	FBgn0050404	FBtr0342965	FBpp0309735
CG3306	FBgn0036016	FBtr0076380	FBpp0076109
RPP30	FBgn0022246	FBtr0336990	FBpp0307924
RPP30	FBgn0022246	FBtr0078143	FBpp0077802
QIN	FBgn0263974	FBtr0329922	FBpp0302955
LGR1	FBgn0016650	FBtr0083509	FBpp0082933
LGR1	FBgn0016650	FBtr0083510	FBpp0082934
CG7339	FBgn0036188	FBtr0331530	FBpp0303920
CG7339	FBgn0036188	FBtr0076107	FBpp0075838
CG17376	FBgn0042189	FBtr0344141	FBpp0310555
CG17376	FBgn0042189	FBtr0079379	FBpp0079007
CG17376	FBgn0042189	FBtr0079380	FBpp0079008
CG14331	FBgn0038510	FBtr0113244	FBpp0112156
WA-CUP	FBgn0037502	FBtr0301649	FBpp0290863
HIP14	FBgn0259824	FBtr0333577	FBpp0305754
HIP14	FBgn0259824	FBtr0330161	FBpp0303194
HIP14	FBgn0259824	FBtr0075518	FBpp0075273
NMDYN-D6	FBgn0030573	FBtr0073933	FBpp0073750
ZIP48C	FBgn0033665	FBtr0088038	FBpp0087144
CG17030	FBgn0035584	FBtr0073374	FBpp0073230
SGS1	FBgn0003372	FBtr0077393	FBpp0077084
TAF1B	FBgn0037792	FBtr0333824	FBpp0305958
TAF1B	FBgn0037792	FBtr0082185	FBpp0081663
TAF1B	FBgn0037792	FBtr0333825	FBpp0305959
CG13900	FBgn0035162	FBtr0331404	FBpp0303821
CG13900	FBgn0035162	FBtr0072597	FBpp0072494
OR2A	FBgn0023523	FBtr0070397	FBpp0070381
CHT7	FBgn0035398	FBtr0073124	FBpp0072985
CG34188	FBgn0085217	FBtr0112381	FBpp0111296
SPS2	FBgn0032224	FBtr0310115	FBpp0301800
SPS2	FBgn0032224	FBtr0079998	FBpp0079588
CG13151	FBgn0033750	FBtr0087939	FBpp0087050
WNT2	FBgn0004360	FBtr0339383	FBpp0308474
WNT2	FBgn0004360	FBtr0088512	FBpp0087596
CG17167	FBgn0039941	FBtr0300807	FBpp0290031
CG17167	FBgn0039941	FBtr0340047	FBpp0309054
CG17167	FBgn0039941	FBtr0340048	FBpp0309055
CG17167	FBgn0039941	FBtr0300806	FBpp0290030
DBP45A	FBgn0010220	FBtr0088564	FBpp0087645
VG	FBgn0003975	FBtr0087785	FBpp0086898
WNT10	FBgn0031903	FBtr0303207	FBpp0292305
SLIK	FBgn0035001	FBtr0290019	FBpp0288458
SLIK	FBgn0035001	FBtr0072364	FBpp0072271
SLIK	FBgn0035001	FBtr0332925	FBpp0305145
SLIK	FBgn0035001	FBtr0100470	FBpp0099900
SLIK	FBgn0035001	FBtr0072363	FBpp0072270
SLIK	FBgn0035001	FBtr0072366	FBpp0072273
FBW5	FBgn0031773	FBtr0079215	FBpp0078846
CG42300	FBgn0259196	FBtr0299680	FBpp0288958
CPR78CB	FBgn0037068	FBtr0078337	FBpp0077993
CPR78CB	FBgn0037068	FBtr0333394	FBpp0305586
CG4049	FBgn0034976	FBtr0072285	FBpp0072192
CG15107	FBgn0041702	FBtr0331978	FBpp0304303
CG15107	FBgn0041702	FBtr0086600	FBpp0085784
VICTORIA	FBgn0053117	FBtr0081309	FBpp0080844
CG3942	FBgn0038008	FBtr0082561	FBpp0082033
NCT	FBgn0039234	FBtr0084705	FBpp0084083
NCT	FBgn0039234	FBtr0334570	FBpp0306637
NCT	FBgn0039234	FBtr0301865	FBpp0291079
NCT	FBgn0039234	FBtr0306087	FBpp0297224
SLMB	FBgn0023423	FBtr0330049	FBpp0303082
SLMB	FBgn0023423	FBtr0084032	FBpp0083434
SLMB	FBgn0023423	FBtr0333931	FBpp0306059
TAL-2A	FBgn0259731	FBtr0299998	FBpp0289275
CG15706	FBgn0034093	FBtr0344079	FBpp0310506
CG15706	FBgn0034093	FBtr0344081	FBpp0310508
CG15706	FBgn0034093	FBtr0340024	FBpp0309038
CG15706	FBgn0034093	FBtr0344080	FBpp0310507
CG15706	FBgn0034093	FBtr0087191	FBpp0086335
CG45493	FBgn0267049	FBtr0346028	FBpp0311895
MRPL19	FBgn0037608	FBtr0081901	FBpp0081384
CG32079	FBgn0052079	FBtr0300188	FBpp0289425
CG43924	FBgn0264545	FBtr0333239	FBpp0305441
CG6073	FBgn0039417	FBtr0085003	FBpp0084375
CG6073	FBgn0039417	FBtr0307342	FBpp0298343
CG32181	FBgn0052181	FBtr0301018	FBpp0290240
CG30497	FBgn0050497	FBtr0088932	FBpp0088006
CG30497	FBgn0050497	FBtr0088933	FBpp0088007
CG30497	FBgn0050497	FBtr0331966	FBpp0304297
CG30497	FBgn0050497	FBtr0088934	FBpp0088008
CG30412	FBgn0050412	FBtr0343206	FBpp0309894
CG30412	FBgn0050412	FBtr0072043	FBpp0071952
CG30412	FBgn0050412	FBtr0072044	FBpp0071953
CG30284	FBgn0050284	FBtr0071685	FBpp0071602
CG30284	FBgn0050284	FBtr0071684	FBpp0071601
CG33919	FBgn0053919	FBtr0091923	FBpp0091159
LDS	FBgn0002542	FBtr0081758	FBpp0081255
CG4705	FBgn0032339	FBtr0343622	FBpp0310217
CG4705	FBgn0032339	FBtr0080196	FBpp0079785
CG12279	FBgn0038080	FBtr0082656	FBpp0082125
AP-1SIGMA	FBgn0039132	FBtr0305040	FBpp0293577
AP-1SIGMA	FBgn0039132	FBtr0305039	FBpp0293576
AP-1SIGMA	FBgn0039132	FBtr0335244	FBpp0307231
AP-1SIGMA	FBgn0039132	FBtr0084496	FBpp0083884
HAF	FBgn0261509	FBtr0344146	FBpp0310559
HAF	FBgn0261509	FBtr0310017	FBpp0301720
HAF	FBgn0261509	FBtr0310019	FBpp0301722
HAF	FBgn0261509	FBtr0310020	FBpp0301723
HAF	FBgn0261509	FBtr0310018	FBpp0301721
CG9903	FBgn0030756	FBtr0074297	FBpp0074072
BETANACTES1	FBgn0030538	FBtr0089267	FBpp0088324
DIP-B	FBgn0000454	FBtr0345229	FBpp0311421
DIP-B	FBgn0000454	FBtr0082832	FBpp0082300
DIP-B	FBgn0000454	FBtr0082833	FBpp0082301
DIP-B	FBgn0000454	FBtr0082831	FBpp0082299
RBP6	FBgn0260943	FBtr0113427	FBpp0112339
RBP6	FBgn0260943	FBtr0310005	FBpp0301711
RBP6	FBgn0260943	FBtr0310006	FBpp0301712
RBP6	FBgn0260943	FBtr0075285	FBpp0075045
RBP6	FBgn0260943	FBtr0113428	FBpp0112340
RBP6	FBgn0260943	FBtr0290066	FBpp0288505
RBP6	FBgn0260943	FBtr0333861	FBpp0305994
CG12609	FBgn0030952	FBtr0074605	FBpp0074376
CG12605	FBgn0035481	FBtr0073167	FBpp0073024
CG12605	FBgn0035481	FBtr0333138	FBpp0305344
CG12605	FBgn0035481	FBtr0073168	FBpp0073025
CG12605	FBgn0035481	FBtr0073166	FBpp0073023
CG12605	FBgn0035481	FBtr0333137	FBpp0305343
GS2	FBgn0001145	FBtr0343562	FBpp0310163
GS2	FBgn0001145	FBtr0073496	FBpp0089332
GS2	FBgn0001145	FBtr0343563	FBpp0310164
GS2	FBgn0001145	FBtr0073495	FBpp0073345
GS2	FBgn0001145	FBtr0343561	FBpp0310162
GS2	FBgn0001145	FBtr0073494	FBpp0073344
SFP24BB	FBgn0259952	FBtr0300297	FBpp0289525
CG1894	FBgn0039585	FBtr0085290	FBpp0084659
CG15087	FBgn0034380	FBtr0086647	FBpp0085829
CG1126	FBgn0037280	FBtr0078872	FBpp0078512
BRCA2	FBgn0050169	FBtr0072302	FBpp0072209
SULF1	FBgn0040271	FBtr0334700	FBpp0306755
SULF1	FBgn0040271	FBtr0083273	FBpp0082725
SULF1	FBgn0040271	FBtr0334699	FBpp0306754
MOS	FBgn0033773	FBtr0087865	FBpp0086978
DHC98D	FBgn0013813	FBtr0301302	FBpp0290517
DHC98D	FBgn0013813	FBtr0337034	FBpp0307963
DHC98D	FBgn0013813	FBtr0301303	FBpp0290518
CG1638	FBgn0039855	FBtr0113315	FBpp0112227
CG32767	FBgn0052767	FBtr0300994	FBpp0290216
CG32767	FBgn0052767	FBtr0331757	FBpp0304145
CG32767	FBgn0052767	FBtr0302118	FBpp0291328
CG32767	FBgn0052767	FBtr0302119	FBpp0291329
CG32767	FBgn0052767	FBtr0300995	FBpp0290217
CG32767	FBgn0052767	FBtr0331758	FBpp0304146
TSU	FBgn0033378	FBtr0088567	FBpp0087648
CG11964	FBgn0037644	FBtr0082015	FBpp0081493
RBCN-3A	FBgn0023458	FBtr0303341	FBpp0292404
CG9269	FBgn0038161	FBtr0082794	FBpp0082262
CG5010	FBgn0260747	FBtr0074387	FBpp0074161
CG5010	FBgn0260747	FBtr0343291	FBpp0309956
CG17669	FBgn0034352	FBtr0086722	FBpp0085901
CG42847	FBgn0262036	FBtr0303932	FBpp0292931
CG3347	FBgn0031513	FBtr0340587	FBpp0309469
CG3347	FBgn0031513	FBtr0301033	FBpp0290255
CG13654	FBgn0039290	FBtr0084805	FBpp0084180
CG13654	FBgn0039290	FBtr0339256	FBpp0308363
CG13654	FBgn0039290	FBtr0339257	FBpp0308364
CG3513	FBgn0031559	FBtr0077549	FBpp0077238
CHEB53A	FBgn0261292	FBtr0091520	FBpp0090972
DYSC	FBgn0264006	FBtr0330419	FBpp0303445
DYSC	FBgn0264006	FBtr0330417	FBpp0303443
DYSC	FBgn0264006	FBtr0330414	FBpp0303440
DYSC	FBgn0264006	FBtr0333021	FBpp0305235
DYSC	FBgn0264006	FBtr0330418	FBpp0303444
DYSC	FBgn0264006	FBtr0330416	FBpp0303442
DYSC	FBgn0264006	FBtr0330420	FBpp0303446
PKAAP	FBgn0040079	FBtr0080826	FBpp0080384
FAS2	FBgn0000635	FBtr0343523	FBpp0310127
FAS2	FBgn0000635	FBtr0343524	FBpp0310128
FAS2	FBgn0000635	FBtr0070667	FBpp0070635
FAS2	FBgn0000635	FBtr0336882	FBpp0307830
FAS2	FBgn0000635	FBtr0336884	FBpp0307832
FAS2	FBgn0000635	FBtr0070666	FBpp0070634
FAS2	FBgn0000635	FBtr0070665	FBpp0070633
RPN12R	FBgn0036465	FBtr0075669	FBpp0075422
L(3)72DR	FBgn0263608	FBtr0075460	FBpp0075215
TEX	FBgn0037569	FBtr0081861	FBpp0081350
CG43112	FBgn0262572	FBtr0304907	FBpp0293446
MES2	FBgn0037207	FBtr0078563	FBpp0078214
MES2	FBgn0037207	FBtr0078561	FBpp0078212
HIS2A:CG33847	FBgn0053847	FBtr0091851	FBpp0091093
CG1545	FBgn0030259	FBtr0299600	FBpp0288875
CG1671	FBgn0033454	FBtr0088373	FBpp0087461
CG30403	FBgn0050403	FBtr0114523	FBpp0113015
KEK4	FBgn0032484	FBtr0334757	FBpp0306798
KEK4	FBgn0032484	FBtr0334756	FBpp0306797
KEK4	FBgn0032484	FBtr0080485	FBpp0080064
CG31195	FBgn0051195	FBtr0302188	FBpp0291398
CG16965	FBgn0032387	FBtr0310149	FBpp0301834
SUG	FBgn0033782	FBtr0087789	FBpp0086902
SUG	FBgn0033782	FBtr0331985	FBpp0304310
CG4073	FBgn0037827	FBtr0082269	FBpp0081746
CG31626	FBgn0051626	FBtr0081485	FBpp0081014
CG31626	FBgn0051626	FBtr0081486	FBpp0081015
SDK	FBgn0021764	FBtr0340197	FBpp0309172
SDK	FBgn0021764	FBtr0070130	FBpp0070125
SDK	FBgn0021764	FBtr0070133	FBpp0070128
SDK	FBgn0021764	FBtr0070131	FBpp0070126
SDK	FBgn0021764	FBtr0302259	FBpp0291468
SDK	FBgn0021764	FBtr0302260	FBpp0291469
SDK	FBgn0021764	FBtr0340195	FBpp0309170
SDK	FBgn0021764	FBtr0070132	FBpp0070127
SDK	FBgn0021764	FBtr0340196	FBpp0309171
PPH13	FBgn0023489	FBtr0078070	FBpp0077730
JHEH3	FBgn0034406	FBtr0086622	FBpp0085804
CG12620	FBgn0032626	FBtr0332225	FBpp0304527
CG12620	FBgn0032626	FBtr0080953	FBpp0080506
CG30043	FBgn0050043	FBtr0087907	FBpp0087018
CG10195	FBgn0032787	FBtr0302930	FBpp0292056
CG10195	FBgn0032787	FBtr0332318	FBpp0304597
FD59A	FBgn0004896	FBtr0071898	FBpp0071809
CG7906	FBgn0036417	FBtr0075741	FBpp0075483
CG7906	FBgn0036417	FBtr0321257	FBpp0302809
CG42337	FBgn0259239	FBtr0305981	FBpp0297123
CG42337	FBgn0259239	FBtr0299857	FBpp0289135
NACHRBETA2	FBgn0004118	FBtr0084681	FBpp0084061
NACHRBETA2	FBgn0004118	FBtr0084682	FBpp0084062
CG12115	FBgn0030097	FBtr0071341	FBpp0071276
CG2641	FBgn0037518	FBtr0081745	FBpp0081242
CG5151	FBgn0036576	FBtr0346525	FBpp0312143
CG5151	FBgn0036576	FBtr0307519	FBpp0300174
CG5151	FBgn0036576	FBtr0307521	FBpp0300176
CG5151	FBgn0036576	FBtr0307520	FBpp0300175
CG33226	FBgn0069056	FBtr0308585	FBpp0300809
CG32797	FBgn0052797	FBtr0070461	FBpp0070445
CG14720	FBgn0037940	FBtr0082428	FBpp0081904
CG8108	FBgn0027567	FBtr0076340	FBpp0076069
CG8108	FBgn0027567	FBtr0076339	FBpp0076068
CG30349	FBgn0050349	FBtr0088650	FBpp0087731
SHI	FBgn0003392	FBtr0074118	FBpp0073928
SHI	FBgn0003392	FBtr0301594	FBpp0290809
SHI	FBgn0003392	FBtr0111037	FBpp0110336
SHI	FBgn0003392	FBtr0074121	FBpp0089278
SHI	FBgn0003392	FBtr0333717	FBpp0305866
SHI	FBgn0003392	FBtr0074123	FBpp0089280
SHI	FBgn0003392	FBtr0074122	FBpp0089279
SHI	FBgn0003392	FBtr0301595	FBpp0290810
SHI	FBgn0003392	FBtr0074124	FBpp0089277
SHI	FBgn0003392	FBtr0340413	FBpp0309359
SHI	FBgn0003392	FBtr0333718	FBpp0305867
SHI	FBgn0003392	FBtr0111036	FBpp0110335
SHI	FBgn0003392	FBtr0301597	FBpp0290812
SHI	FBgn0003392	FBtr0074119	FBpp0073929
SHI	FBgn0003392	FBtr0301596	FBpp0290811
BAF	FBgn0031977	FBtr0333095	FBpp0305308
BAF	FBgn0031977	FBtr0079535	FBpp0079157
RAB2	FBgn0014009	FBtr0086124	FBpp0085458
RAB2	FBgn0014009	FBtr0336658	FBpp0307641
STUMPS	FBgn0020299	FBtr0334957	FBpp0306972
STUMPS	FBgn0020299	FBtr0082959	FBpp0082418
STUMPS	FBgn0020299	FBtr0334955	FBpp0306970
STUMPS	FBgn0020299	FBtr0334956	FBpp0306971
STUMPS	FBgn0020299	FBtr0112893	FBpp0111806
RPL13A	FBgn0037351	FBtr0335214	FBpp0307201
RPL13A	FBgn0037351	FBtr0078705	FBpp0078354
CG15912	FBgn0029712	FBtr0070677	FBpp0070645
IR67A	FBgn0036010	FBtr0336953	FBpp0307896
TOC	FBgn0015600	FBtr0335388	FBpp0307372
