GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID
TAP	FBgn0015550	FBtr0075216	FBpp0074978
IF	FBgn0001250	FBtr0301354	FBpp0290568
IF	FBgn0001250	FBtr0074357	FBpp0074131
IF	FBgn0001250	FBtr0301353	FBpp0290567
IF	FBgn0001250	FBtr0301352	FBpp0290566
RPS27	FBgn0039300	FBtr0084868	FBpp0084242
RPS27	FBgn0039300	FBtr0304693	FBpp0293236
SMC5	FBgn0052438	FBtr0333456	FBpp0305647
SMC5	FBgn0052438	FBtr0301600	FBpp0290815
SMC5	FBgn0052438	FBtr0333455	FBpp0305646
SMC5	FBgn0052438	FBtr0301601	FBpp0290816
MRPL4	FBgn0001995	FBtr0080843	FBpp0080401
VHA55	FBgn0005671	FBtr0082670	FBpp0082139
VHA55	FBgn0005671	FBtr0301661	FBpp0290875
VHA55	FBgn0005671	FBtr0082671	FBpp0082140
CG33469	FBgn0053469	FBtr0339979	FBpp0309000
CG33469	FBgn0053469	FBtr0087504	FBpp0086633
CG17333	FBgn0030239	FBtr0073379	FBpp0073235
CG43134	FBgn0262608	FBtr0305282	FBpp0293825
CG43134	FBgn0262608	FBtr0307049	FBpp0297892
KL-2	FBgn0001313	FBtr0346722	FBpp0312333
CG33062	FBgn0053062	FBtr0302886	FBpp0292017
CG33062	FBgn0053062	FBtr0302887	FBpp0292018
CP309	FBgn0086690	FBtr0305979	FBpp0297121
CP309	FBgn0086690	FBtr0333946	FBpp0306071
CP309	FBgn0086690	FBtr0333940	FBpp0306065
CP309	FBgn0086690	FBtr0099993	FBpp0099787
CP309	FBgn0086690	FBtr0333943	FBpp0306068
CP309	FBgn0086690	FBtr0333941	FBpp0306066
CP309	FBgn0086690	FBtr0333947	FBpp0306072
CP309	FBgn0086690	FBtr0333942	FBpp0306067
CP309	FBgn0086690	FBtr0333939	FBpp0306064
CP309	FBgn0086690	FBtr0333945	FBpp0306070
CP309	FBgn0086690	FBtr0305977	FBpp0297119
CP309	FBgn0086690	FBtr0333944	FBpp0306069
CYP4D2	FBgn0011576	FBtr0345609	FBpp0311678
CYP4D2	FBgn0011576	FBtr0070387	FBpp0070371
CG15617	FBgn0034151	FBtr0087083	FBpp0086231
CG31809	FBgn0051809	FBtr0344852	FBpp0311167
CG31809	FBgn0051809	FBtr0113414	FBpp0112326
CG15440	FBgn0031607	FBtr0077454	FBpp0077144
CHEB42C	FBgn0066292	FBtr0332945	FBpp0305163
PRAT	FBgn0004901	FBtr0304705	FBpp0293248
PRAT	FBgn0004901	FBtr0081764	FBpp0081261
PUF	FBgn0039214	FBtr0084667	FBpp0084047
PUF	FBgn0039214	FBtr0306172	FBpp0297302
PUF	FBgn0039214	FBtr0084668	FBpp0084048
PUF	FBgn0039214	FBtr0330309	FBpp0303341
PUF	FBgn0039214	FBtr0330308	FBpp0303340
PUF	FBgn0039214	FBtr0339135	FBpp0308280
CG16894	FBgn0034483	FBtr0086324	FBpp0085632
CG2144	FBgn0033187	FBtr0088904	FBpp0087978
JHEDUP	FBgn0034076	FBtr0087222	FBpp0086361
PROSALPHA2	FBgn0086134	FBtr0082590	FBpp0082062
KAH	FBgn0035144	FBtr0072563	FBpp0072462
CG14990	FBgn0035496	FBtr0073208	FBpp0073064
CG8065	FBgn0036075	FBtr0345693	FBpp0311742
CG8065	FBgn0036075	FBtr0301227	FBpp0290445
CG42685	FBgn0261571	FBtr0302857	FBpp0291997
CG13001	FBgn0030806	FBtr0074417	FBpp0074191
PYD3	FBgn0037513	FBtr0081780	FBpp0081276
CG42714	FBgn0261631	FBtr0302996	FBpp0292121
GCLC	FBgn0040319	FBtr0340139	FBpp0309125
GCLC	FBgn0040319	FBtr0071108	FBpp0089361
GCLC	FBgn0040319	FBtr0071107	FBpp0071063
GCLC	FBgn0040319	FBtr0340138	FBpp0309124
CG14280	FBgn0038695	FBtr0083738	FBpp0083152
CG14280	FBgn0038695	FBtr0346143	FBpp0311971
CG18131	FBgn0031343	FBtr0077936	FBpp0077601
CG18131	FBgn0031343	FBtr0077939	FBpp0077604
CG18131	FBgn0031343	FBtr0077938	FBpp0077603
CG18131	FBgn0031343	FBtr0334822	FBpp0306856
CG18131	FBgn0031343	FBtr0334821	FBpp0306855
CG18131	FBgn0031343	FBtr0077937	FBpp0077602
CG14422	FBgn0029645	FBtr0070555	FBpp0070530
MER	FBgn0086384	FBtr0074754	FBpp0074523
MER	FBgn0086384	FBtr0345992	FBpp0311877
CG3645	FBgn0031238	FBtr0078140	FBpp0077799
CG3645	FBgn0031238	FBtr0336989	FBpp0307923
CG3645	FBgn0031238	FBtr0078141	FBpp0077800
CG44006	FBgn0264748	FBtr0334132	FBpp0306249
SELR	FBgn0267376	FBtr0306641	FBpp0297596
SELR	FBgn0267376	FBtr0273347	FBpp0271855
SELR	FBgn0267376	FBtr0082292	FBpp0081769
SELR	FBgn0267376	FBtr0082291	FBpp0081768
SELR	FBgn0267376	FBtr0273346	FBpp0271854
SELR	FBgn0267376	FBtr0273345	FBpp0271853
SELR	FBgn0267376	FBtr0082295	FBpp0081772
SELR	FBgn0267376	FBtr0082294	FBpp0081771
CG33474	FBgn0053474	FBtr0345937	FBpp0311851
CG33474	FBgn0053474	FBtr0088260	FBpp0087355
CG11180	FBgn0034528	FBtr0086254	FBpp0085566
CG11180	FBgn0034528	FBtr0342722	FBpp0309594
L(2)41AB	FBgn0262123	FBtr0114030	FBpp0112753
L(2)41AB	FBgn0262123	FBtr0114029	FBpp0112752
CG13901	FBgn0035164	FBtr0331403	FBpp0303820
CG13901	FBgn0035164	FBtr0072596	FBpp0072493
HEP	FBgn0010303	FBtr0073748	FBpp0073579
HEP	FBgn0010303	FBtr0330396	FBpp0303422
HEP	FBgn0010303	FBtr0073747	FBpp0073578
HEP	FBgn0010303	FBtr0330397	FBpp0303423
HEP	FBgn0010303	FBtr0340303	FBpp0309264
CG15270	FBgn0028879	FBtr0344791	FBpp0311119
CG15270	FBgn0028879	FBtr0080703	FBpp0089099
CG15270	FBgn0028879	FBtr0344792	FBpp0311120
CG15270	FBgn0028879	FBtr0307486	FBpp0298821
CG15270	FBgn0028879	FBtr0332180	FBpp0304489
CG15270	FBgn0028879	FBtr0080702	FBpp0080263
CG9988	FBgn0039591	FBtr0085305	FBpp0084674
CG9636	FBgn0037556	FBtr0306301	FBpp0297404
CG9636	FBgn0037556	FBtr0081806	FBpp0081302
CG14154	FBgn0036093	FBtr0076258	FBpp0075987
CG14154	FBgn0036093	FBtr0076257	FBpp0075986
CG43218	FBgn0262854	FBtr0306159	FBpp0297289
CG17360	FBgn0037949	FBtr0333819	FBpp0305953
CG17360	FBgn0037949	FBtr0082531	FBpp0082005
CG13685	FBgn0035816	FBtr0331171	FBpp0303598
CG13685	FBgn0035816	FBtr0346865	FBpp0312405
CG13685	FBgn0035816	FBtr0076809	FBpp0076521
CG13685	FBgn0035816	FBtr0334644	FBpp0306706
CG14805	FBgn0023514	FBtr0070312	FBpp0070299
CG6499	FBgn0038309	FBtr0113238	FBpp0112150
CG33309	FBgn0053309	FBtr0080674	FBpp0080236
SSP2	FBgn0036389	FBtr0075759	FBpp0075501
SSP2	FBgn0036389	FBtr0346645	FBpp0312225
CG5815	FBgn0027574	FBtr0339262	FBpp0308369
CG5815	FBgn0027574	FBtr0085106	FBpp0084476
CG43220	FBgn0262856	FBtr0310202	FBpp0301886
SLX1	FBgn0037263	FBtr0301296	FBpp0290511
CG43074	FBgn0262484	FBtr0304829	FBpp0293369
OBP19C	FBgn0031111	FBtr0340362	FBpp0309320
OBP19C	FBgn0031111	FBtr0077326	FBpp0077018
CG10035	FBgn0038028	FBtr0344387	FBpp0310760
CG10035	FBgn0038028	FBtr0082606	FBpp0082076
TIM9A	FBgn0030480	FBtr0073775	FBpp0073606
TIM9A	FBgn0030480	FBtr0343147	FBpp0309846
CG13309	FBgn0035933	FBtr0076582	FBpp0076309
CG30441	FBgn0050441	FBtr0299872	FBpp0289150
CG42673	FBgn0261555	FBtr0302709	FBpp0291849
CG42673	FBgn0261555	FBtr0302710	FBpp0291850
CG42673	FBgn0261555	FBtr0302711	FBpp0291851
CG10841	FBgn0038163	FBtr0082795	FBpp0082263
CG10841	FBgn0038163	FBtr0309093	FBpp0301101
CYP49A1	FBgn0033524	FBtr0304592	FBpp0293134
CYP49A1	FBgn0033524	FBtr0088313	FBpp0089308
CYP49A1	FBgn0033524	FBtr0088312	FBpp0087404
CYP49A1	FBgn0033524	FBtr0088311	FBpp0087403
CG34236	FBgn0085265	FBtr0301011	FBpp0290233
CG34236	FBgn0085265	FBtr0345938	FBpp0311852
CG4546	FBgn0038373	FBtr0083184	FBpp0082638
HIS1:CG33828	FBgn0053828	FBtr0091832	FBpp0091074
SEMA-2A	FBgn0011260	FBtr0345339	FBpp0311494
SEMA-2A	FBgn0011260	FBtr0087090	FBpp0086238
SEMA-2A	FBgn0011260	FBtr0087089	FBpp0086237
SEMA-2A	FBgn0011260	FBtr0087088	FBpp0086236
CG17264	FBgn0031490	FBtr0331628	FBpp0304018
CG17264	FBgn0031490	FBtr0077647	FBpp0077332
CG45545	FBgn0267105	FBtr0346199	FBpp0312016
CA-ALPHA1D	FBgn0001991	FBtr0332023	FBpp0304339
CA-ALPHA1D	FBgn0001991	FBtr0332020	FBpp0304336
CA-ALPHA1D	FBgn0001991	FBtr0090003	FBpp0089046
CA-ALPHA1D	FBgn0001991	FBtr0090005	FBpp0089048
CA-ALPHA1D	FBgn0001991	FBtr0332024	FBpp0304340
CA-ALPHA1D	FBgn0001991	FBtr0090006	FBpp0089049
CA-ALPHA1D	FBgn0001991	FBtr0332021	FBpp0304337
CA-ALPHA1D	FBgn0001991	FBtr0332025	FBpp0304341
CA-ALPHA1D	FBgn0001991	FBtr0090004	FBpp0089047
CA-ALPHA1D	FBgn0001991	FBtr0332022	FBpp0304338
CG13699	FBgn0036781	FBtr0075134	FBpp0074900
LECTIN-GALC1	FBgn0016675	FBtr0302360	FBpp0291556
LECTIN-GALC1	FBgn0016675	FBtr0081201	FBpp0080742
AVEN	FBgn0030410	FBtr0073709	FBpp0073542
AVEN	FBgn0030410	FBtr0346122	FBpp0311951
CG15728	FBgn0030409	FBtr0307897	FBpp0300331
CG15728	FBgn0030409	FBtr0073674	FBpp0073507
CG42456	FBgn0259933	FBtr0300240	FBpp0289473
CG1746	FBgn0039830	FBtr0085772	FBpp0085134
CG1746	FBgn0039830	FBtr0085773	FBpp0085135
CG1746	FBgn0039830	FBtr0306237	FBpp0297347
CG1746	FBgn0039830	FBtr0305121	FBpp0293652
CG1746	FBgn0039830	FBtr0085774	FBpp0085136
CG1746	FBgn0039830	FBtr0305122	FBpp0293653
MUB	FBgn0262737	FBtr0333222	FBpp0305424
MUB	FBgn0262737	FBtr0304984	FBpp0293521
MUB	FBgn0262737	FBtr0332736	FBpp0304982
MUB	FBgn0262737	FBtr0111017	FBpp0110316
MUB	FBgn0262737	FBtr0301364	FBpp0290578
MUB	FBgn0262737	FBtr0078470	FBpp0089422
MUB	FBgn0262737	FBtr0304980	FBpp0293517
MUB	FBgn0262737	FBtr0346820	FBpp0312395
MUB	FBgn0262737	FBtr0078468	FBpp0078122
MUB	FBgn0262737	FBtr0304982	FBpp0293519
MUB	FBgn0262737	FBtr0304983	FBpp0293520
MUB	FBgn0262737	FBtr0304981	FBpp0293518
CG17097	FBgn0265264	FBtr0080101	FBpp0290352
CG17197	FBgn0039367	FBtr0290204	FBpp0288643
KLU	FBgn0013469	FBtr0076247	FBpp0075976
KLU	FBgn0013469	FBtr0345346	FBpp0311501
KLU	FBgn0013469	FBtr0333361	FBpp0305553
KLU	FBgn0013469	FBtr0330080	FBpp0303113
CG31813	FBgn0051813	FBtr0080531	FBpp0080108
CG31813	FBgn0051813	FBtr0343656	FBpp0310251
CAD87A	FBgn0037963	FBtr0082513	FBpp0081987
CIB	FBgn0026084	FBtr0307206	FBpp0298035
CIB	FBgn0026084	FBtr0070640	FBpp0070608
CIB	FBgn0026084	FBtr0070641	FBpp0070609
CIB	FBgn0026084	FBtr0343425	FBpp0310070
CIB	FBgn0026084	FBtr0070639	FBpp0070607
CG14882	FBgn0038429	FBtr0337015	FBpp0307944
CG14882	FBgn0038429	FBtr0083289	FBpp0082740
JAFRAC1	FBgn0040309	FBtr0345161	FBpp0311371
JAFRAC1	FBgn0040309	FBtr0339699	FBpp0308756
JAFRAC1	FBgn0040309	FBtr0073763	FBpp0073594
JAFRAC1	FBgn0040309	FBtr0073764	FBpp0073595
JAFRAC1	FBgn0040309	FBtr0339700	FBpp0308757
PMP70	FBgn0031069	FBtr0335155	FBpp0307154
PMP70	FBgn0031069	FBtr0335157	FBpp0307156
PMP70	FBgn0031069	FBtr0074795	FBpp0074564
PMP70	FBgn0031069	FBtr0335156	FBpp0307155
SFP24BA	FBgn0259951	FBtr0300296	FBpp0289524
L(2)K01209	FBgn0022029	FBtr0086915	FBpp0086071
L(2)K01209	FBgn0022029	FBtr0086913	FBpp0086069
L(2)K01209	FBgn0022029	FBtr0086912	FBpp0086068
L(2)K01209	FBgn0022029	FBtr0086914	FBpp0086070
NEJ	FBgn0261617	FBtr0071402	FBpp0071337
NEJ	FBgn0261617	FBtr0333521	FBpp0305701
NEJ	FBgn0261617	FBtr0302723	FBpp0291863
NEJ	FBgn0261617	FBtr0302722	FBpp0291862
BSG25A	FBgn0000227	FBtr0077423	FBpp0077114
NRG	FBgn0264975	FBtr0301763	FBpp0290977
NRG	FBgn0264975	FBtr0301762	FBpp0290976
NRG	FBgn0264975	FBtr0305914	FBpp0297081
NRG	FBgn0264975	FBtr0071208	FBpp0071155
NRG	FBgn0264975	FBtr0071209	FBpp0089326
NRG	FBgn0264975	FBtr0333523	FBpp0305703
NRG	FBgn0264975	FBtr0301764	FBpp0290978
NRG	FBgn0264975	FBtr0333522	FBpp0305702
NRG	FBgn0264975	FBtr0071207	FBpp0071154
TIM13	FBgn0036204	FBtr0076089	FBpp0075820
DIB	FBgn0000449	FBtr0073205	FBpp0073061
CG31976	FBgn0051976	FBtr0346127	FBpp0311956
CG31976	FBgn0051976	FBtr0302194	FBpp0291404
RPL10AA	FBgn0038281	FBtr0083024	FBpp0082483
MUR29B	FBgn0051901	FBtr0079607	FBpp0079227
CG11913	FBgn0039331	FBtr0273265	FBpp0271773
CG7208	FBgn0038575	FBtr0083618	FBpp0083038
CG7208	FBgn0038575	FBtr0083617	FBpp0083037
CG17780	FBgn0039197	FBtr0084621	FBpp0084005
CG17780	FBgn0039197	FBtr0084622	FBpp0084006
NUP205	FBgn0031078	FBtr0074798	FBpp0074567
NUP205	FBgn0031078	FBtr0074799	FBpp0074568
RESILIN	FBgn0034157	FBtr0087025	FBpp0086176
RESILIN	FBgn0034157	FBtr0087024	FBpp0086175
TWDLR	FBgn0051081	FBtr0085033	FBpp0084405
CG7567	FBgn0039670	FBtr0085472	FBpp0084838
PROSBETA4R2	FBgn0031443	FBtr0332513	FBpp0304788
PROSBETA4R2	FBgn0031443	FBtr0077699	FBpp0077383
CG8677	FBgn0026577	FBtr0346586	FBpp0312177
CG8677	FBgn0026577	FBtr0331677	FBpp0304067
PPK16	FBgn0065108	FBtr0100832	FBpp0100163
MAF-S	FBgn0034534	FBtr0342716	FBpp0309590
MAF-S	FBgn0034534	FBtr0086230	FBpp0085544
TFIIFBETA	FBgn0010421	FBtr0082310	FBpp0081786
CG31327	FBgn0051327	FBtr0082904	FBpp0082365
CG2104	FBgn0037365	FBtr0078726	FBpp0078375
CG2104	FBgn0037365	FBtr0334950	FBpp0306966
CG34362	FBgn0085391	FBtr0334896	FBpp0306917
CG34362	FBgn0085391	FBtr0344218	FBpp0310624
CG34362	FBgn0085391	FBtr0334897	FBpp0306918
CG34362	FBgn0085391	FBtr0112583	FBpp0111495
CG34362	FBgn0085391	FBtr0344217	FBpp0310623
CPR65EB	FBgn0035736	FBtr0076928	FBpp0076637
BARC	FBgn0037081	FBtr0078399	FBpp0078053
BARC	FBgn0037081	FBtr0078400	FBpp0078054
GRIP71	FBgn0032705	FBtr0081099	FBpp0080649
DOK	FBgn0029944	FBtr0071049	FBpp0071008
LIN-28	FBgn0035626	FBtr0077090	FBpp0076798
CG11927	FBgn0031638	FBtr0077386	FBpp0077078
CG9466	FBgn0032068	FBtr0079742	FBpp0079344
CG9466	FBgn0032068	FBtr0345752	FBpp0311773
SRPRBETA	FBgn0011509	FBtr0333891	FBpp0306023
SRPRBETA	FBgn0011509	FBtr0076598	FBpp0076325
CG11880	FBgn0039637	FBtr0085372	FBpp0084741
CG11880	FBgn0039637	FBtr0085371	FBpp0084740
CG11880	FBgn0039637	FBtr0085373	FBpp0084742
DNZ1	FBgn0027453	FBtr0080181	FBpp0079770
CG12682	FBgn0029729	FBtr0070716	FBpp0070684
SP555	FBgn0260470	FBtr0333534	FBpp0305714
SP555	FBgn0260470	FBtr0333535	FBpp0305715
SP555	FBgn0260470	FBtr0079005	FBpp0078644
SP555	FBgn0260470	FBtr0079004	FBpp0078643
CG11221	FBgn0031855	FBtr0339237	FBpp0308344
CG11221	FBgn0031855	FBtr0079303	FBpp0078933
OR42B	FBgn0033043	FBtr0086051	FBpp0085387
CG8319	FBgn0037722	FBtr0082077	FBpp0081555
CG33511	FBgn0053511	FBtr0346727	FBpp0312336
CG13321	FBgn0033787	FBtr0087792	FBpp0086905
CG13321	FBgn0033787	FBtr0345371	FBpp0311525
CG31108	FBgn0051108	FBtr0339247	FBpp0308354
CG31108	FBgn0051108	FBtr0084802	FBpp0084177
TOM	FBgn0026320	FBtr0075620	FBpp0075373
BTD	FBgn0000233	FBtr0071379	FBpp0071314
DCR-2	FBgn0034246	FBtr0340217	FBpp0309192
DCR-2	FBgn0034246	FBtr0086904	FBpp0086061
DUBAI	FBgn0033738	FBtr0087950	FBpp0087061
DUBAI	FBgn0033738	FBtr0087951	FBpp0087062
PEX2	FBgn0035876	FBtr0076602	FBpp0076329
CG7787	FBgn0032020	FBtr0079601	FBpp0079221
CG11555	FBgn0086856	FBtr0343777	FBpp0310342
CG11555	FBgn0086856	FBtr0078128	FBpp0077787
CG7194	FBgn0035868	FBtr0076714	FBpp0076437
MRPL13	FBgn0032720	FBtr0089318	FBpp0088360
CG6388	FBgn0032430	FBtr0080367	FBpp0079949
CG5096	FBgn0032235	FBtr0080006	FBpp0079596
BI-1	FBgn0035871	FBtr0076712	FBpp0076435
BI-1	FBgn0035871	FBtr0076711	FBpp0076434
CDEP	FBgn0265082	FBtr0336809	FBpp0307778
CDEP	FBgn0265082	FBtr0336811	FBpp0307780
CDEP	FBgn0265082	FBtr0336810	FBpp0307779
CDEP	FBgn0265082	FBtr0336812	FBpp0307781
CG15480	FBgn0032489	FBtr0080482	FBpp0080061
CG31690	FBgn0051690	FBtr0301682	FBpp0290896
CDK2	FBgn0004107	FBtr0300447	FBpp0289675
CDK2	FBgn0004107	FBtr0083922	FBpp0083330
CDK2	FBgn0004107	FBtr0083921	FBpp0083329
CG6628	FBgn0036072	FBtr0076311	FBpp0076040
BUB3	FBgn0025457	FBtr0085465	FBpp0084831
BUB3	FBgn0025457	FBtr0339148	FBpp0308293
CAMTA	FBgn0259234	FBtr0339382	FBpp0308473
CAMTA	FBgn0259234	FBtr0300527	FBpp0289754
CAMTA	FBgn0259234	FBtr0299847	FBpp0289125
CAMTA	FBgn0259234	FBtr0301766	FBpp0290980
CAMTA	FBgn0259234	FBtr0299845	FBpp0289123
CAMTA	FBgn0259234	FBtr0299846	FBpp0289124
CAMTA	FBgn0259234	FBtr0339381	FBpp0308472
CG31266	FBgn0051266	FBtr0300060	FBpp0289337
ATG12	FBgn0036255	FBtr0300011	FBpp0289288
YELLOW-F	FBgn0041710	FBtr0331427	FBpp0303844
YELLOW-F	FBgn0041710	FBtr0331426	FBpp0303843
YELLOW-F	FBgn0041710	FBtr0082723	FBpp0082191
HK	FBgn0263220	FBtr0307876	FBpp0300310
HK	FBgn0263220	FBtr0307878	FBpp0300312
HK	FBgn0263220	FBtr0307877	FBpp0300311
HK	FBgn0263220	FBtr0331336	FBpp0303754
HK	FBgn0263220	FBtr0307879	FBpp0300313
HK	FBgn0263220	FBtr0331338	FBpp0303756
HK	FBgn0263220	FBtr0307881	FBpp0300315
HK	FBgn0263220	FBtr0331337	FBpp0303755
HK	FBgn0263220	FBtr0307880	FBpp0300314
CG31030	FBgn0051030	FBtr0085579	FBpp0084945
CG31030	FBgn0051030	FBtr0110834	FBpp0110131
CG11842	FBgn0039629	FBtr0085362	FBpp0084731
CG9722	FBgn0038209	FBtr0082906	FBpp0082367
CG41378	FBgn0085638	FBtr0334937	FBpp0306956
CG41378	FBgn0085638	FBtr0301792	FBpp0291006
CG41378	FBgn0085638	FBtr0301791	FBpp0291005
CG41378	FBgn0085638	FBtr0301790	FBpp0291004
CG10953	FBgn0034204	FBtr0329878	FBpp0302913
CG10953	FBgn0034204	FBtr0086997	FBpp0086149
CG18193	FBgn0037579	FBtr0081839	FBpp0081329
CG11982	FBgn0037653	FBtr0081965	FBpp0081445
EGR	FBgn0033483	FBtr0088406	FBpp0087494
EGR	FBgn0033483	FBtr0088405	FBpp0087493
ANXB9	FBgn0000083	FBtr0336798	FBpp0307770
ANXB9	FBgn0000083	FBtr0336797	FBpp0307769
ANXB9	FBgn0000083	FBtr0089517	FBpp0088505
ANXB9	FBgn0000083	FBtr0089519	FBpp0088986
ANXB9	FBgn0000083	FBtr0089520	FBpp0088985
ANXB9	FBgn0000083	FBtr0089518	FBpp0088506
FUCTC	FBgn0044872	FBtr0299926	FBpp0289204
ATG7	FBgn0034366	FBtr0086711	FBpp0085890
ATG7	FBgn0034366	FBtr0086712	FBpp0085891
CG14125	FBgn0036232	FBtr0076044	FBpp0075776
CG14125	FBgn0036232	FBtr0310535	FBpp0302672
TEP5	FBgn0264845	FBtr0331331	FBpp0303749
RABEX-5	FBgn0262937	FBtr0072663	FBpp0072557
CG9902	FBgn0030757	FBtr0334035	FBpp0306151
CG9902	FBgn0030757	FBtr0074296	FBpp0074071
SPRED	FBgn0020767	FBtr0329880	FBpp0302915
SPRED	FBgn0020767	FBtr0087468	FBpp0086597
SPRED	FBgn0020767	FBtr0329879	FBpp0302914
CG13868	FBgn0034501	FBtr0301209	FBpp0290427
CG13868	FBgn0034501	FBtr0086298	FBpp0085610
CG15019	FBgn0035541	FBtr0073335	FBpp0073191
CG15019	FBgn0035541	FBtr0113139	FBpp0112052
CG7011	FBgn0036489	FBtr0075645	FBpp0075398
AATS-TYR	FBgn0027080	FBtr0075410	FBpp0075168
PRE-MOD(MDG4)-H	FBgn0267649	FBtr0347110	FBpp0312471
PSR	FBgn0038948	FBtr0084239	FBpp0083632
PSR	FBgn0038948	FBtr0330378	FBpp0303404
S	FBgn0003310	FBtr0077994	FBpp0077659
S	FBgn0003310	FBtr0077993	FBpp0077658
YETI	FBgn0267398	FBtr0290310	FBpp0288749
YETI	FBgn0267398	FBtr0344755	FBpp0311087
CG7653	FBgn0028935	FBtr0306681	FBpp0297620
CG31955	FBgn0051955	FBtr0303782	FBpp0292794
CG31955	FBgn0051955	FBtr0345639	FBpp0311703
CG31955	FBgn0051955	FBtr0345543	FBpp0311642
CG31955	FBgn0051955	FBtr0077540	FBpp0077229
CG15615	FBgn0034159	FBtr0300552	FBpp0289779
TOTF	FBgn0044811	FBtr0081310	FBpp0080845
MKP3	FBgn0036844	FBtr0333220	FBpp0305422
MKP3	FBgn0036844	FBtr0075035	FBpp0074802
MKP3	FBgn0036844	FBtr0075036	FBpp0074803
MKP3	FBgn0036844	FBtr0330089	FBpp0303122
CG43668	FBgn0263743	FBtr0310388	FBpp0302539
CG31800	FBgn0051800	FBtr0081179	FBpp0080721
CG13127	FBgn0032176	FBtr0079933	FBpp0079523
H15	FBgn0016660	FBtr0079076	FBpp0078710
H15	FBgn0016660	FBtr0343225	FBpp0309914
CG31204	FBgn0051204	FBtr0085814	FBpp0085175
CG32237	FBgn0052237	FBtr0073356	FBpp0073212
CG14492	FBgn0034283	FBtr0086818	FBpp0085997
CG8757	FBgn0036380	FBtr0306683	FBpp0297622
CG10444	FBgn0034494	FBtr0086305	FBpp0085617
CG11529	FBgn0036264	FBtr0076005	FBpp0075737
NAPI-T	FBgn0016684	FBtr0087463	FBpp0086593
NAPI-T	FBgn0016684	FBtr0329884	FBpp0302919
UBQN	FBgn0031057	FBtr0074750	FBpp0074519
UBQN	FBgn0031057	FBtr0340612	FBpp0309477
CG31414	FBgn0051414	FBtr0334767	FBpp0306807
CG31414	FBgn0051414	FBtr0113405	FBpp0112317
RCD-1R	FBgn0032089	FBtr0079779	FBpp0079380
BTHD	FBgn0030501	FBtr0073806	FBpp0073637
CG31275	FBgn0063261	FBtr0083346	FBpp0082792
CG15431	FBgn0031602	FBtr0331436	FBpp0303853
CG15431	FBgn0031602	FBtr0077459	FBpp0077148
BETACOP	FBgn0008635	FBtr0074576	FBpp0074348
CG6144	FBgn0032259	FBtr0100565	FBpp0100020
CG6144	FBgn0032259	FBtr0304137	FBpp0293077
DIP2	FBgn0040466	FBtr0078893	FBpp0078533
CG4318	FBgn0030455	FBtr0301690	FBpp0290904
CG10353	FBgn0030349	FBtr0114451	FBpp0112943
CG10353	FBgn0030349	FBtr0344702	FBpp0311035
CG10353	FBgn0030349	FBtr0331591	FBpp0303981
CG10353	FBgn0030349	FBtr0308070	FBpp0300413
CG10353	FBgn0030349	FBtr0344703	FBpp0311036
CG10353	FBgn0030349	FBtr0331594	FBpp0303984
CG10353	FBgn0030349	FBtr0114452	FBpp0112944
CG32212	FBgn0052212	FBtr0074932	FBpp0074701
CG12885	FBgn0039523	FBtr0085185	FBpp0084555
CG12885	FBgn0039523	FBtr0321256	FBpp0302808
PYGO	FBgn0043900	FBtr0085806	FBpp0085167
CG10320	FBgn0034645	FBtr0113101	FBpp0112014
CG10320	FBgn0034645	FBtr0300680	FBpp0289904
CG10320	FBgn0034645	FBtr0300679	FBpp0289903
CG10320	FBgn0034645	FBtr0071663	FBpp0071580
CG10320	FBgn0034645	FBtr0113102	FBpp0112015
RAB9E	FBgn0052673	FBtr0071505	FBpp0071434
PROSBETA2R2	FBgn0037296	FBtr0078831	FBpp0078473
SFP26AC	FBgn0259959	FBtr0300305	FBpp0289533
CG6696	FBgn0030947	FBtr0074611	FBpp0074382
CG42681	FBgn0261567	FBtr0302803	FBpp0291943
REMPA	FBgn0260933	FBtr0078078	FBpp0077738
REMPA	FBgn0260933	FBtr0303763	FBpp0292775
CG31200	FBgn0051200	FBtr0083929	FBpp0083337
NSE1	FBgn0031848	FBtr0079319	FBpp0078948
NSE1	FBgn0031848	FBtr0333349	FBpp0305541
PPO3	FBgn0261363	FBtr0302290	FBpp0291496
JARID2	FBgn0036004	FBtr0076468	FBpp0076196
CG13138	FBgn0032211	FBtr0345746	FBpp0311767
CG13138	FBgn0032211	FBtr0080066	FBpp0079655
BEAF-32	FBgn0015602	FBtr0087442	FBpp0086572
BEAF-32	FBgn0015602	FBtr0087441	FBpp0086571
BEAF-32	FBgn0015602	FBtr0305588	FBpp0294039
CG43237	FBgn0262882	FBtr0306290	FBpp0297400
FZY	FBgn0001086	FBtr0080833	FBpp0080391
PEN	FBgn0015527	FBtr0077223	FBpp0076918
CYP4G1	FBgn0010019	FBtr0070099	FBpp0070094
CG13850	FBgn0038961	FBtr0337046	FBpp0307975
CG13850	FBgn0038961	FBtr0084231	FBpp0083626
CG31051	FBgn0051051	FBtr0337035	FBpp0307964
CG31051	FBgn0051051	FBtr0085296	FBpp0084665
CG1602	FBgn0033186	FBtr0088960	FBpp0088034
CG3014	FBgn0037519	FBtr0344624	FBpp0310945
CG3014	FBgn0037519	FBtr0081773	FBpp0081270
WDS	FBgn0040066	FBtr0308566	FBpp0300790
