GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
STR-154	WBGene00006200	Y45G12C.12	Y45G12C.12	192017
STR-155	WBGene00006201	Y9C9A.10	Y9C9A.10	189415
STR-156	WBGene00006202	Y9C9A.11	Y9C9A.11	189416
STR-158	WBGene00006203	Y9C9A.9	Y9C9A.9	189414
STR-159	WBGene00006204	Y9C9A.18	Y9C9A.18	189423
STR-160	WBGene00006205	ZK697.10	ZK697.10	192018
STR-161	WBGene00006206	T08B6.3	T08B6.3	192019
STR-162	WBGene00006207	E03H12.1	E03H12.1	192020
STR-163	WBGene00006208	Y9C9A.3	Y9C9A.3	189409
STR-164	WBGene00006209	Y9C9A.2	Y9C9A.2	189408
STR-165	WBGene00006210	F55B12.6	F55B12.6	186282
STR-166	WBGene00006211	T08B6.6	T08B6.6	192021
STR-168	WBGene00006212	Y9C9A.6	Y9C9A.6	189412
STR-169	WBGene00006213	Y9C9A.4	Y9C9A.4	189410
STR-170	WBGene00006214	T08B6.7	T08B6.7	192022
STR-171	WBGene00006215	T01G5.5	T01G5.5	187958
STR-172	WBGene00006216	Y17G9A.5	Y17G9A.5	189462
STR-173	WBGene00006217	Y17G9A.1	Y17G9A.1	189459
STR-174	WBGene00006218	Y17G9A.7a	Y17G9A.7a	189464
STR-174	WBGene00006218	Y17G9A.7b	Y17G9A.7b	189464
STR-175	WBGene00006219	Y17G9A.6	Y17G9A.6	189463
STR-176	WBGene00006220	T01B11.5a	T01B11.5a	13197055
STR-176	WBGene00006220	T01B11.5b	T01B11.5b	13197055
STR-177	WBGene00006221	T18H9.4	T18H9.4	192023
STR-178	WBGene00006222	R11D1.5	R11D1.5	187806
STR-180	WBGene00006224	T10H9.6a	T10H9.6a	192024
STR-180	WBGene00006224	T10H9.6b	T10H9.6b	192024
STR-181	WBGene00006225	R11D1.6	R11D1.6	187807
STR-182	WBGene00006226	C12D8.12	C12D8.12	182544
STR-183	WBGene00006227	T13F3.1	T13F3.1	188478
STR-185	WBGene00006228	R08C7.7	R08C7.7	192025
STR-187	WBGene00006229	F26D10.8	F26D10.8	184970
STR-188	WBGene00006230	F40F9.4	F40F9.4	185543
STR-190	WBGene00006231	C18B10.7	C18B10.7	192026
STR-193	WBGene00006232	C50C10.6	C50C10.6	183649
STR-196	WBGene00006233	T01G6.3	T01G6.3	192027
STR-198	WBGene00006234	ZK285.1	ZK285.1	191280
STR-199	WBGene00006235	Y68A4A.3	Y68A4A.3	190524
STR-200	WBGene00006236	F20E11.4	F20E11.4	184732
STR-204	WBGene00006237	F10D2.1	F10D2.1	179102
STR-205	WBGene00006238	C02E7.9	C02E7.9	192028
STR-206	WBGene00006239	W06H8.7	W06H8.7	192029
STR-207	WBGene00006240	F26G5.4	F26G5.4	184997
STR-208	WBGene00006241	F26G5.2	F26G5.2	184996
STR-209	WBGene00006242	F26G5.5	F26G5.5	184998
STR-211	WBGene00006244	C02E7.13	C02E7.13	192030
STR-214	WBGene00006247	C31A11.9	C31A11.9	183075
STR-217	WBGene00006249	Y102A5C.28	Y102A5C.28	190851
STR-220	WBGene00006251	C42D4.9	C42D4.9	192031
STR-221	WBGene00006252	Y46H3D.2	Y46H3D.2	192032
STR-222	WBGene00006253	Y46H3D.3	Y46H3D.3	192033
STR-223	WBGene00006254	F49C5.6	F49C5.6	186017
STR-224	WBGene00006255	K10C9.8a	K10C9.8a	192034
STR-224	WBGene00006255	K10C9.8b.1	K10C9.8b.1	192034
STR-224	WBGene00006255	K10C9.8b.2	K10C9.8b.2	192034
STR-224	WBGene00006255	K10C9.8c	K10C9.8c	192034
STR-225	WBGene00006256	C07G3.6	C07G3.6	192035
STR-226	WBGene00006257	C07G3.4	C07G3.4	192036
STR-227	WBGene00006258	C07G3.3	C07G3.3	192037
STR-228	WBGene00006259	C07G3.5	C07G3.5	192038
STR-229	WBGene00006260	C17E7.11	C17E7.11	192039
STR-230	WBGene00006261	T16A9.2	T16A9.2	188548
STR-231	WBGene00006262	C06C6.3	C06C6.3	182308
STR-232	WBGene00006263	T10C6.1	T10C6.1	188372
STR-233	WBGene00006264	C06C6.2	C06C6.2	182307
STR-236	WBGene00006265	K02H11.3	K02H11.3	192040
STR-238	WBGene00006266	R09E12.4	R09E12.4	192041
STR-240	WBGene00006268	K02H11.2	K02H11.2	192042
STR-243	WBGene00006270	K02H11.7	K02H11.7	192043
STR-244	WBGene00006271	C50H11.9	C50H11.9	192044
STR-245	WBGene00006272	F32A7.7	F32A7.7	185187
STR-246	WBGene00006273	W09D6.3	W09D6.3	189316
STR-247	WBGene00006274	B0213.9	B0213.9	181846
STR-248	WBGene00006275	C55A1.3	C55A1.3	183824
STR-249	WBGene00006276	C42D4.12	C42D4.12	13196560
STR-250	WBGene00006277	C06B3.10	C06B3.10	182295
STR-252	WBGene00006278	C06B3.9	C06B3.9	182294
STR-253	WBGene00006279	F41B5.8	F41B5.8	185592
STR-254	WBGene00006280	F10A3.9	F10A3.9	184279
STR-255	WBGene00006281	C45H4.15	C45H4.15	183495
STR-256	WBGene00006282	T01G6.9	T01G6.9	192045
STR-257	WBGene00006283	C01B4.1	C01B4.1	182052
STR-257	WBGene00006283	C01B4.1	C01B4.1	189480
STR-258	WBGene00006284	C01B4.3	C01B4.3	182054
STR-258	WBGene00006284	C01B4.3	C01B4.3	189481
STR-260	WBGene00006286	T24A6.6	T24A6.6	192046
STR-261	WBGene00006287	W09D6.2	W09D6.2	189315
STR-262	WBGene00006288	C05E4.13a	C05E4.13a	192047
STR-262	WBGene00006288	C05E4.13b	C05E4.13b	192047
STR-263	WBGene00006289	B0391.12	B0391.12	181949
SUE-1	WBGene00006306	F07A5.5	F07A5.5	184108
SUF-1	WBGene00006307	F28C6.6.1	F28C6.6.1	174380
SUF-1	WBGene00006307	F28C6.6.2	F28C6.6.2	174380
SUL-1	WBGene00006308	K09C4.8	K09C4.8	180619
SUL-2	WBGene00006309	D1014.1	D1014.1	179194
SUL-3	WBGene00006310	C54D2.4a	C54D2.4a	183778
SUL-3	WBGene00006310	C54D2.4b.1	C54D2.4b.1	183778
SUL-3	WBGene00006310	C54D2.4b.2	C54D2.4b.2	183778
SUN-1	WBGene00006311	F57B1.2	F57B1.2	179802
SUP-9	WBGene00006318	F34D6.3	F34D6.3	173613
SUP-10	WBGene00006319	R09G11.1	R09G11.1	181784
SUP-12	WBGene00006321	T22B2.4a	T22B2.4a	180674
SUP-12	WBGene00006321	T22B2.4b	T22B2.4b	180674
SUP-17	WBGene00006324	DY3.7	DY3.7	172689
SUP-26	WBGene00006331	R10E4.2a.1	R10E4.2a.1	175551
SUP-26	WBGene00006331	R10E4.2a.2	R10E4.2a.2	175551
SUP-26	WBGene00006331	R10E4.2a.3	R10E4.2a.3	175551
SUP-26	WBGene00006331	R10E4.2a.4	R10E4.2a.4	175551
SUP-26	WBGene00006331	R10E4.2b.1	R10E4.2b.1	175551
SUP-26	WBGene00006331	R10E4.2b.2	R10E4.2b.2	175551
SUP-26	WBGene00006331	R10E4.2c	R10E4.2c	175551
SUP-26	WBGene00006331	R10E4.2d	R10E4.2d	175551
SUP-26	WBGene00006331	R10E4.2e	R10E4.2e	175551
SUP-26	WBGene00006331	R10E4.2f.1	R10E4.2f.1	175551
SUP-26	WBGene00006331	R10E4.2f.2	R10E4.2f.2	175551
SUP-26	WBGene00006331	R10E4.2f.3	R10E4.2f.3	175551
SUP-26	WBGene00006331	R10E4.2f.4	R10E4.2f.4	175551
SUP-26	WBGene00006331	R10E4.2g.1	R10E4.2g.1	175551
SUP-26	WBGene00006331	R10E4.2g.2	R10E4.2g.2	175551
SUP-26	WBGene00006331	R10E4.2i.1	R10E4.2i.1	175551
SUP-26	WBGene00006331	R10E4.2i.2	R10E4.2i.2	175551
SUP-26	WBGene00006331	R10E4.2j	R10E4.2j	175551
SUP-26	WBGene00006331	R10E4.2k	R10E4.2k	175551
SUP-26	WBGene00006331	R10E4.2l.1	R10E4.2l.1	175551
SUP-26	WBGene00006331	R10E4.2l.2	R10E4.2l.2	175551
SUP-26	WBGene00006331	R10E4.2m.1	R10E4.2m.1	175551
SUP-26	WBGene00006331	R10E4.2m.2	R10E4.2m.2	175551
SUP-26	WBGene00006331	R10E4.2n.1	R10E4.2n.1	175551
SUP-26	WBGene00006331	R10E4.2n.2	R10E4.2n.2	175551
SUP-26	WBGene00006331	R10E4.2n.3	R10E4.2n.3	175551
SUP-26	WBGene00006331	R10E4.2n.4	R10E4.2n.4	175551
SUP-26	WBGene00006331	R10E4.2o	R10E4.2o	175551
SUP-26	WBGene00006331	R10E4.2p.1	R10E4.2p.1	175551
SUP-26	WBGene00006331	R10E4.2p.2	R10E4.2p.2	175551
SUP-26	WBGene00006331	R10E4.2q	R10E4.2q	175551
SUP-26	WBGene00006331	R10E4.2r	R10E4.2r	175551
SUP-37	WBGene00006342	C01B7.1a.1	C01B7.1a.1	179257
SUP-37	WBGene00006342	C01B7.1a.2	C01B7.1a.2	179257
SUP-37	WBGene00006342	C01B7.1b.1	C01B7.1b.1	179257
SUP-37	WBGene00006342	C01B7.1b.2	C01B7.1b.2	179257
SUP-37	WBGene00006342	C01B7.1c.1	C01B7.1c.1	179257
SUP-37	WBGene00006342	C01B7.1c.2	C01B7.1c.2	179257
SUP-37	WBGene00006342	C01B7.1d.1	C01B7.1d.1	179257
SUP-37	WBGene00006342	C01B7.1d.2	C01B7.1d.2	179257
SUR-2	WBGene00006349	F39B2.4a	F39B2.4a	173345
SUR-2	WBGene00006349	F39B2.4b	F39B2.4b	173345
SUR-5	WBGene00006351	K03A1.5	K03A1.5	180992
SUR-6	WBGene00006352	F26E4.1	F26E4.1	172826
SUR-7	WBGene00006353	F01G12.2a	F01G12.2a	181707
SUR-7	WBGene00006353	F01G12.2b	F01G12.2b	181707
SUR-7	WBGene00006353	F01G12.2c		181707
SWP-1	WBGene00006359	B0336.9a	B0336.9a	175795
SWP-1	WBGene00006359	B0336.9b	B0336.9b	175795
SWP-1	WBGene00006359	B0336.9c	B0336.9c	175795
SWP-1	WBGene00006359	B0336.9d	B0336.9d	175795
SWP-1	WBGene00006359	B0336.9e	B0336.9e	175795
SYD-1	WBGene00006363	F35D2.5a	F35D2.5a	174230
SYD-1	WBGene00006363	F35D2.5b	F35D2.5b	174230
SYD-1	WBGene00006363	F35D2.5c	F35D2.5c	174230
SYD-2	WBGene00006364	F59F5.6	F59F5.6	181255
SYG-1	WBGene00006365	K02E10.8a	K02E10.8a	180555
SYG-1	WBGene00006365	K02E10.8b	K02E10.8b	180555
SYM-1	WBGene00006366	C44H4.3	C44H4.3	181555
SYM-2	WBGene00006367	ZK1067.6a	ZK1067.6a	174461
SYM-2	WBGene00006367	ZK1067.6b.1	ZK1067.6b.1	174461
SYM-2	WBGene00006367	ZK1067.6b.2	ZK1067.6b.2	174461
SYM-3	WBGene00006368	C54H2.1a	C54H2.1a	183819
SYM-3	WBGene00006368	C54H2.1b	C54H2.1b	183819
SYM-4	WBGene00006369	R03E1.1.1	R03E1.1.1	181527
SYM-4	WBGene00006369	R03E1.1.2	R03E1.1.2	181527
SYX-3	WBGene00006371	F35C8.4	F35C8.4	3565871
SYX-2	WBGene00006372	F48F7.2.1	F48F7.2.1	181505
SYX-2	WBGene00006372	F48F7.2.2	F48F7.2.2	181505
SYX-5	WBGene00006373	F55A11.2	F55A11.2	179611
SYX-4	WBGene00006374	T01B11.3	T01B11.3	177647
SYP-1	WBGene00006375	F26D2.2	F26D2.2	180102
SYP-2	WBGene00006376	C24G6.1	C24G6.1	178938
SYP-3	WBGene00006377	F39H2.4	F39H2.4	172667
SYS-1	WBGene00006379	T23D8.9a	T23D8.9a	172859
SYS-1	WBGene00006379	T23D8.9b	T23D8.9b	172859
SYS-1	WBGene00006379	T23D8.9c	T23D8.9c	172859
TAB-1	WBGene00006380	F31E8.3	F31E8.3	185156
TAC-1	WBGene00006381	Y54E2A.3	Y54E2A.3	175133
TAF-1	WBGene00006382	W04A8.7	W04A8.7	173257
TAF-2	WBGene00006383	Y37E11B.4	Y37E11B.4	192051
TAF-3	WBGene00006384	C11G6.1a	C11G6.1a	181704
TAF-3	WBGene00006384	C11G6.1b	C11G6.1b	181704
TAF-3	WBGene00006384	C11G6.1c	C11G6.1c	181704
TAF-4	WBGene00006385	R119.6	R119.6	171630
TAF-5	WBGene00006386	F30F8.8.1	F30F8.8.1	172552
TAF-5	WBGene00006386	F30F8.8.2	F30F8.8.2	172552
TAF-5	WBGene00006386	F30F8.8.3	F30F8.8.3	172552
TAF-6.1	WBGene00006387	W09B6.2	W09B6.2	173498
TAF-7.1	WBGene00006388	F54F7.1	F54F7.1	192053
TAF-7.2	WBGene00006389	Y111B2A.16	Y111B2A.16	176686
TAF-8	WBGene00006390	ZK1320.12a	ZK1320.12a	174524
TAF-8	WBGene00006390	ZK1320.12b	ZK1320.12b	174524
TAF-9	WBGene00006391	T12D8.7	T12D8.7	176798
TAF-10	WBGene00006392	K03B4.3a	K03B4.3a	3564983
TAF-10	WBGene00006392	K03B4.3b.1	K03B4.3b.1	3564983
TAF-10	WBGene00006392	K03B4.3b.2	K03B4.3b.2	3564983
TAF-11.1	WBGene00006393	F48D6.1.1	F48D6.1.1	180698
TAF-11.1	WBGene00006393	F48D6.1.2	F48D6.1.2	180698
TAF-11.2	WBGene00006394	K10D3.3	K10D3.3	172451
TAF-11.3	WBGene00006395	F43D9.5	F43D9.5	260198
TAF-12	WBGene00006396	Y56A3A.4a	Y56A3A.4a	176617
TAF-12	WBGene00006396	Y56A3A.4b.1	Y56A3A.4b.1	176617
TAF-12	WBGene00006396	Y56A3A.4b.2	Y56A3A.4b.2	176617
TAF-13	WBGene00006397	C14A4.10	C14A4.10	192052
TAG-4	WBGene00006399	ZK337.4	ZK337.4	191284
FUT-3	WBGene00006402	F59E12.13.1	F59E12.13.1	173958
FUT-3	WBGene00006402	F59E12.13.2	F59E12.13.2	173958
FUT-3	WBGene00006402	F59E12.13.3	F59E12.13.3	173958
TAG-10	WBGene00006404	C31C9.1a	C31C9.1a	175011
TAG-10	WBGene00006404	C31C9.1b	C31C9.1b	175011
ITSN-1	WBGene00006405	Y116A8C.36a.1	Y116A8C.36a.1	178491
ITSN-1	WBGene00006405	Y116A8C.36a.2	Y116A8C.36a.2	178491
ITSN-1	WBGene00006405	Y116A8C.36b.1	Y116A8C.36b.1	178491
ITSN-1	WBGene00006405	Y116A8C.36b.2	Y116A8C.36b.2	178491
ITSN-1	WBGene00006405	Y116A8C.36c.1	Y116A8C.36c.1	178491
ITSN-1	WBGene00006405	Y116A8C.36c.2	Y116A8C.36c.2	178491
ITSN-1	WBGene00006405	Y116A8C.36d.1	Y116A8C.36d.1	178491
ITSN-1	WBGene00006405	Y116A8C.36d.2	Y116A8C.36d.2	178491
ITSN-1	WBGene00006405	Y116A8C.36e.1	Y116A8C.36e.1	178491
ITSN-1	WBGene00006405	Y116A8C.36e.2	Y116A8C.36e.2	178491
ITSN-1	WBGene00006405	Y116A8C.36f.1	Y116A8C.36f.1	178491
ITSN-1	WBGene00006405	Y116A8C.36f.2	Y116A8C.36f.2	178491
SRGP-1	WBGene00006406	F12F6.5a	F12F6.5a	178079
SRGP-1	WBGene00006406	F12F6.5b	F12F6.5b	178079
SRGP-1	WBGene00006406	F12F6.5c	F12F6.5c	178079
SRGP-1	WBGene00006406	F12F6.5d	F12F6.5d	178079
LIM-9	WBGene00006407	F25H5.1a	F25H5.1a	3565712
LIM-9	WBGene00006407	F25H5.1b	F25H5.1b	3565712
LIM-9	WBGene00006407	F25H5.1c.1	F25H5.1c.1	3565712
LIM-9	WBGene00006407	F25H5.1c.2	F25H5.1c.2	3565712
LIM-9	WBGene00006407	F25H5.1d	F25H5.1d	3565712
LIM-9	WBGene00006407	F25H5.1e	F25H5.1e	3565712
LIM-9	WBGene00006407	F25H5.1f	F25H5.1f	3565712
LIM-9	WBGene00006407	F25H5.1g	F25H5.1g	3565712
LIM-9	WBGene00006407	F25H5.1h	F25H5.1h	3565712
LIM-9	WBGene00006407	F25H5.1i	F25H5.1i	3565712
TAG-18	WBGene00006408	T14G12.3	T14G12.3	180662
HDL-2	WBGene00006409	C09G9.4	C09G9.4	182464
NCK-1	WBGene00006410	ZK470.5a	ZK470.5a	180690
NCK-1	WBGene00006410	ZK470.5b.1	ZK470.5b.1	180690
NCK-1	WBGene00006410	ZK470.5b.2	ZK470.5b.2	180690
NCK-1	WBGene00006410	ZK470.5b.3	ZK470.5b.3	180690
OCTR-1	WBGene00006411	F14D12.6a	F14D12.6a	184469
OCTR-1	WBGene00006411	F14D12.6b	F14D12.6b	184469
NLG-1	WBGene00006412	C40C9.5a	C40C9.5a	181484
NLG-1	WBGene00006412	C40C9.5b	C40C9.5b	181484
NLG-1	WBGene00006412	C40C9.5c	C40C9.5c	181484
NLG-1	WBGene00006412	C40C9.5d	C40C9.5d	181484
NLG-1	WBGene00006412	C40C9.5e	C40C9.5e	181484
NLG-1	WBGene00006412	C40C9.5f	C40C9.5f	181484
NLG-1	WBGene00006412	C40C9.5g	C40C9.5g	181484
NLG-1	WBGene00006412	C40C9.5h	C40C9.5h	181484
NLG-1	WBGene00006412	C40C9.5i	C40C9.5i	181484
RAGA-1	WBGene00006414	T24F1.1	T24F1.1	174726
TAG-30	WBGene00006415	F38H4.7.1	F38H4.7.1	178116
TAG-30	WBGene00006415	F38H4.7.2	F38H4.7.2	178116
SAMS-5	WBGene00006416	T13A10.11a.1	T13A10.11a.1	177389
SAMS-5	WBGene00006416	T13A10.11a.2	T13A10.11a.2	177389
SAMS-5	WBGene00006416	T13A10.11b		177389
TAG-38	WBGene00006418	B0222.4	B0222.4	181859
OAC-39	WBGene00006419	R02C2.3a	R02C2.3a	178553
OAC-39	WBGene00006419	R02C2.3b	R02C2.3b	178553
OAC-39	WBGene00006419	R02C2.3c	R02C2.3c	178553
ASD-2	WBGene00006423	T21G5.5a	T21G5.5a	188703
ASD-2	WBGene00006423	T21G5.5b	T21G5.5b	188703
ASD-2	WBGene00006423	T21G5.5c	T21G5.5c	188703
ASD-2	WBGene00006423	T21G5.5d	T21G5.5d	188703
CTBP-1	WBGene00006424	F49E10.5a	F49E10.5a	180853
CTBP-1	WBGene00006424	F49E10.5b	F49E10.5b	180853
TKR-3	WBGene00006428	AC7.1a	AC7.1a	177285
TKR-3	WBGene00006428	AC7.1b	AC7.1b	177285
ARRD-3	WBGene00006429	M176.1a	M176.1a	187498
ARRD-3	WBGene00006429	M176.1b	M176.1b	187498
TAG-51	WBGene00006430	K02F3.1	K02F3.1	175245
TAG-52	WBGene00006431	C02F12.4	C02F12.4	180657
TAG-53	WBGene00006432	F33C8.1a	F33C8.1a	181566
TAG-53	WBGene00006432	F33C8.1b	F33C8.1b	181566
SDHB-1	WBGene00006433	F42A8.2.1	F42A8.2.1	174482
SDHB-1	WBGene00006433	F42A8.2.2	F42A8.2.2	174482
PRDX-2	WBGene00006434	F09E5.15a	F09E5.15a	266858
PRDX-2	WBGene00006434	F09E5.15b	F09E5.15b	266858
PRDX-2	WBGene00006434	F09E5.15c	F09E5.15c	266858
STDH-4	WBGene00006435	F25G6.5	F25G6.5	184934
TTN-1	WBGene00006436	W06H8.8a	W06H8.8a	266969
TTN-1	WBGene00006436	W06H8.8b	W06H8.8b	266969
TTN-1	WBGene00006436	W06H8.8c	W06H8.8c	266969
TTN-1	WBGene00006436	W06H8.8d	W06H8.8d	266969
TTN-1	WBGene00006436	W06H8.8e.1	W06H8.8e.1	266969
TTN-1	WBGene00006436	W06H8.8e.2	W06H8.8e.2	266969
TTN-1	WBGene00006436	W06H8.8f.1	W06H8.8f.1	266969
TTN-1	WBGene00006436	W06H8.8f.2	W06H8.8f.2	266969
TTN-1	WBGene00006436	W06H8.8g	W06H8.8g	266969
MRCK-1	WBGene00006437	K08B12.5a.1	K08B12.5a.1	179013
MRCK-1	WBGene00006437	K08B12.5a.2	K08B12.5a.2	179013
MRCK-1	WBGene00006437	K08B12.5b.1	K08B12.5b.1	179013
MRCK-1	WBGene00006437	K08B12.5b.2	K08B12.5b.2	179013
MRCK-1	WBGene00006437	K08B12.5c.1	K08B12.5c.1	179013
MRCK-1	WBGene00006437	K08B12.5c.2	K08B12.5c.2	179013
MRCK-1	WBGene00006437	K08B12.5d.1	K08B12.5d.1	179013
MRCK-1	WBGene00006437	K08B12.5d.2	K08B12.5d.2	179013
MRCK-1	WBGene00006437	K08B12.5e.1	K08B12.5e.1	179013
MRCK-1	WBGene00006437	K08B12.5e.2	K08B12.5e.2	179013
NRFL-1	WBGene00006438	C01F6.6a	C01F6.6a	177736
NRFL-1	WBGene00006438	C01F6.6b	C01F6.6b	177736
NRFL-1	WBGene00006438	C01F6.6c	C01F6.6c	177736
NRFL-1	WBGene00006438	C01F6.6d	C01F6.6d	177736
NRFL-1	WBGene00006438	C01F6.6e.1	C01F6.6e.1	177736
NRFL-1	WBGene00006438	C01F6.6e.2	C01F6.6e.2	177736
NRFL-1	WBGene00006438	C01F6.6e.3	C01F6.6e.3	177736
NRFL-1	WBGene00006438	C01F6.6f	C01F6.6f	177736
NRFL-1	WBGene00006438	C01F6.6g	C01F6.6g	177736
NRFL-1	WBGene00006438	C01F6.6h	C01F6.6h	177736
NRFL-1	WBGene00006438	C01F6.6i	C01F6.6i	177736
NRFL-1	WBGene00006438	C01F6.6j.1	C01F6.6j.1	177736
NRFL-1	WBGene00006438	C01F6.6j.2	C01F6.6j.2	177736
NRFL-1	WBGene00006438	C01F6.6j.3	C01F6.6j.3	177736
ANT-1.1	WBGene00006439	T27E9.1a.1	T27E9.1a.1	176773
ANT-1.1	WBGene00006439	T27E9.1a.2	T27E9.1a.2	176773
ANT-1.1	WBGene00006439	T27E9.1a.3	T27E9.1a.3	176773
ANT-1.1	WBGene00006439	T27E9.1b.1	T27E9.1b.1	176773
ANT-1.1	WBGene00006439	T27E9.1b.2	T27E9.1b.2	176773
ANT-1.1	WBGene00006439	T27E9.1b.3	T27E9.1b.3	176773
ANT-1.1	WBGene00006439	T27E9.1c.1	T27E9.1c.1	176773
ANT-1.1	WBGene00006439	T27E9.1c.2	T27E9.1c.2	176773
ANT-1.1	WBGene00006439	T27E9.1d.1	T27E9.1d.1	176773
ANT-1.1	WBGene00006439	T27E9.1d.10	T27E9.1d.10	176773
ANT-1.1	WBGene00006439	T27E9.1d.11	T27E9.1d.11	176773
ANT-1.1	WBGene00006439	T27E9.1d.12	T27E9.1d.12	176773
ANT-1.1	WBGene00006439	T27E9.1d.13	T27E9.1d.13	176773
ANT-1.1	WBGene00006439	T27E9.1d.14	T27E9.1d.14	176773
ANT-1.1	WBGene00006439	T27E9.1d.15	T27E9.1d.15	176773
ANT-1.1	WBGene00006439	T27E9.1d.16	T27E9.1d.16	176773
ANT-1.1	WBGene00006439	T27E9.1d.17	T27E9.1d.17	176773
ANT-1.1	WBGene00006439	T27E9.1d.18	T27E9.1d.18	176773
ANT-1.1	WBGene00006439	T27E9.1d.19	T27E9.1d.19	176773
ANT-1.1	WBGene00006439	T27E9.1d.2	T27E9.1d.2	176773
ANT-1.1	WBGene00006439	T27E9.1d.20	T27E9.1d.20	176773
ANT-1.1	WBGene00006439	T27E9.1d.21	T27E9.1d.21	176773
ANT-1.1	WBGene00006439	T27E9.1d.22	T27E9.1d.22	176773
ANT-1.1	WBGene00006439	T27E9.1d.23	T27E9.1d.23	176773
ANT-1.1	WBGene00006439	T27E9.1d.24	T27E9.1d.24	176773
ANT-1.1	WBGene00006439	T27E9.1d.25	T27E9.1d.25	176773
ANT-1.1	WBGene00006439	T27E9.1d.26	T27E9.1d.26	176773
ANT-1.1	WBGene00006439	T27E9.1d.27	T27E9.1d.27	176773
ANT-1.1	WBGene00006439	T27E9.1d.28	T27E9.1d.28	176773
ANT-1.1	WBGene00006439	T27E9.1d.29	T27E9.1d.29	176773
ANT-1.1	WBGene00006439	T27E9.1d.3	T27E9.1d.3	176773
ANT-1.1	WBGene00006439	T27E9.1d.30	T27E9.1d.30	176773
ANT-1.1	WBGene00006439	T27E9.1d.31	T27E9.1d.31	176773
ANT-1.1	WBGene00006439	T27E9.1d.32	T27E9.1d.32	176773
ANT-1.1	WBGene00006439	T27E9.1d.33	T27E9.1d.33	176773
ANT-1.1	WBGene00006439	T27E9.1d.34	T27E9.1d.34	176773
ANT-1.1	WBGene00006439	T27E9.1d.35	T27E9.1d.35	176773
ANT-1.1	WBGene00006439	T27E9.1d.36	T27E9.1d.36	176773
ANT-1.1	WBGene00006439	T27E9.1d.37	T27E9.1d.37	176773
ANT-1.1	WBGene00006439	T27E9.1d.38	T27E9.1d.38	176773
ANT-1.1	WBGene00006439	T27E9.1d.39	T27E9.1d.39	176773
ANT-1.1	WBGene00006439	T27E9.1d.4	T27E9.1d.4	176773
ANT-1.1	WBGene00006439	T27E9.1d.40	T27E9.1d.40	176773
ANT-1.1	WBGene00006439	T27E9.1d.41	T27E9.1d.41	176773
ANT-1.1	WBGene00006439	T27E9.1d.42	T27E9.1d.42	176773
ANT-1.1	WBGene00006439	T27E9.1d.43	T27E9.1d.43	176773
ANT-1.1	WBGene00006439	T27E9.1d.44	T27E9.1d.44	176773
ANT-1.1	WBGene00006439	T27E9.1d.45	T27E9.1d.45	176773
ANT-1.1	WBGene00006439	T27E9.1d.46	T27E9.1d.46	176773
ANT-1.1	WBGene00006439	T27E9.1d.47	T27E9.1d.47	176773
ANT-1.1	WBGene00006439	T27E9.1d.48	T27E9.1d.48	176773
ANT-1.1	WBGene00006439	T27E9.1d.49	T27E9.1d.49	176773
ANT-1.1	WBGene00006439	T27E9.1d.5	T27E9.1d.5	176773
ANT-1.1	WBGene00006439	T27E9.1d.6	T27E9.1d.6	176773
ANT-1.1	WBGene00006439	T27E9.1d.7	T27E9.1d.7	176773
ANT-1.1	WBGene00006439	T27E9.1d.8	T27E9.1d.8	176773
ANT-1.1	WBGene00006439	T27E9.1d.9	T27E9.1d.9	176773
TAG-63	WBGene00006440	Y47G6A.28	Y47G6A.28	171913
CPNA-4	WBGene00006441	Y73F8A.19	Y73F8A.19	190681
TAG-65	WBGene00006442	F58G11.5.1	F58G11.5.1	179857
TAG-65	WBGene00006442	F58G11.5.2	F58G11.5.2	179857
PAK-2	WBGene00006443	C45B11.1a	C45B11.1a	179527
PAK-2	WBGene00006443	C45B11.1b	C45B11.1b	179527
SHN-1	WBGene00006444	C33B4.3a	C33B4.3a	174739
SHN-1	WBGene00006444	C33B4.3b	C33B4.3b	174739
SHN-1	WBGene00006444	C33B4.3c	C33B4.3c	174739
TAG-68	WBGene00006445	F37D6.6	F37D6.6	172930
ATX-3	WBGene00006446	F28F8.6.1	F28F8.6.1	180049
ATX-3	WBGene00006446	F28F8.6.2	F28F8.6.2	180049
TAG-72	WBGene00006447	C25A1.3	C25A1.3	182875
GLOD-4	WBGene00006448	C16C10.10	C16C10.10	175530
ALG-4	WBGene00006449	ZK757.3a.1	ZK757.3a.1	176400
ALG-4	WBGene00006449	ZK757.3a.2	ZK757.3a.2	176400
ALG-4	WBGene00006449	ZK757.3b	ZK757.3b	176400
ALG-4	WBGene00006449	ZK757.3c	ZK757.3c	176400
TAG-77	WBGene00006450	C28C12.10a	C28C12.10a	177656
TAG-77	WBGene00006450	C28C12.10b	C28C12.10b	177656
TAG-77	WBGene00006450	C28C12.10c	C28C12.10c	177656
TAG-77	WBGene00006450	C28C12.10d	C28C12.10d	177656
TAG-77	WBGene00006450	C28C12.10e	C28C12.10e	177656
TAG-77	WBGene00006450	C28C12.10f	C28C12.10f	177656
HEH-1	WBGene00006452	R148.6	R148.6	175426
AEX-4	WBGene00006454	T14G12.2	T14G12.2	188509
TAG-89	WBGene00006459	H02I12.3	H02I12.3	178062
