GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
SET-25	WBGene00012802	Y43F4B.3	Y43F4B.3	3565129
Y43F4B.5	WBGene00012803	Y43F4B.5a	Y43F4B.5a	176749
Y43F4B.5	WBGene00012803	Y43F4B.5b	Y43F4B.5b	176749
Y43F4B.7	WBGene00012804	Y43F4B.7	Y43F4B.7	259544
Y43F4B.9	WBGene00012806	Y43F4B.9a.1	Y43F4B.9a.1	176753
Y43F4B.9	WBGene00012806	Y43F4B.9a.2	Y43F4B.9a.2	176753
Y43F4B.9	WBGene00012806	Y43F4B.9b.1	Y43F4B.9b.1	176753
Y43F4B.9	WBGene00012806	Y43F4B.9b.2	Y43F4B.9b.2	176753
Y43F4B.10	WBGene00012807	Y43F4B.10.1	Y43F4B.10.1	176752
Y43F4B.10	WBGene00012807	Y43F4B.10.2	Y43F4B.10.2	176752
Y43F8A.1	WBGene00012808	Y43F8A.1	Y43F8A.1	189865
Y43F8A.2	WBGene00012809	Y43F8A.2	Y43F8A.2	180269
NCEH-1	WBGene00012810	Y43F8A.3a	Y43F8A.3a	189866
NCEH-1	WBGene00012810	Y43F8A.3b	Y43F8A.3b	189866
Y43F8A.5	WBGene00012811	Y43F8A.5	Y43F8A.5	180270
Y43F8B.1	WBGene00012812	Y43F8B.1a	Y43F8B.1a	180279
Y43F8B.1	WBGene00012812	Y43F8B.1b	Y43F8B.1b	180279
Y43F8B.1	WBGene00012812	Y43F8B.1c	Y43F8B.1c	180279
Y43F8B.1	WBGene00012812	Y43F8B.1d	Y43F8B.1d	180279
Y43F8B.1	WBGene00012812	Y43F8B.1e	Y43F8B.1e	180279
Y43F8B.2	WBGene00012813	Y43F8B.2a	Y43F8B.2a	180278
Y43F8B.2	WBGene00012813	Y43F8B.2b	Y43F8B.2b	180278
Y43F8B.2	WBGene00012813	Y43F8B.2c.1	Y43F8B.2c.1	180278
Y43F8B.2	WBGene00012813	Y43F8B.2c.2	Y43F8B.2c.2	180278
Y43F8B.2	WBGene00012813	Y43F8B.2d	Y43F8B.2d	180278
Y43F8B.2	WBGene00012813	Y43F8B.2e.1	Y43F8B.2e.1	180278
Y43F8B.2	WBGene00012813	Y43F8B.2e.2	Y43F8B.2e.2	180278
Y43F8B.2	WBGene00012813	Y43F8B.2f.1	Y43F8B.2f.1	180278
Y43F8B.2	WBGene00012813	Y43F8B.2f.2	Y43F8B.2f.2	180278
Y43F8B.2	WBGene00012813	Y43F8B.2f.3	Y43F8B.2f.3	180278
Y43F8B.3	WBGene00012814	Y43F8B.3a	Y43F8B.3a	180277
Y43F8B.3	WBGene00012814	Y43F8B.3b	Y43F8B.3b	180277
Y43F8B.3	WBGene00012814	Y43F8B.3c	Y43F8B.3c	180277
Y43F8B.3	WBGene00012814	Y43F8B.3d	Y43F8B.3d	180277
Y43F8B.3	WBGene00012814	Y43F8B.3e	Y43F8B.3e	180277
Y43F8B.3	WBGene00012814	Y43F8B.3f	Y43F8B.3f	180277
Y43F8B.3	WBGene00012814	Y43F8B.3g	Y43F8B.3g	180277
Y43F8B.3	WBGene00012814	Y43F8B.3h	Y43F8B.3h	180277
PHY-4	WBGene00012815	Y43F8B.4a	Y43F8B.4a	189869
PHY-4	WBGene00012815	Y43F8B.4b	Y43F8B.4b	189869
SCL-21	WBGene00012816	Y43F8B.5	Y43F8B.5	189870
Y43F8B.7	WBGene00012818	Y43F8B.7	Y43F8B.7	189872
Y43F8B.9	WBGene00012819	Y43F8B.9	Y43F8B.9	180276
Y43F8B.10	WBGene00012820	Y43F8B.10	Y43F8B.10	189873
Y43F8B.11	WBGene00012821	Y43F8B.11	Y43F8B.11	189874
Y43F8B.12	WBGene00012822	Y43F8B.12	Y43F8B.12	189875
Y43F8B.13	WBGene00012823	Y43F8B.13	Y43F8B.13	180275
Y43F8B.14	WBGene00012824	Y43F8B.14	Y43F8B.14	189876
Y43F8C.3	WBGene00012825	Y43F8C.3	Y43F8C.3	180282
DYF-19	WBGene00012826	Y43F8C.4	Y43F8C.4	180283
Y43F8C.5	WBGene00012827	Y43F8C.5	Y43F8C.5	180284
Y43F8C.6	WBGene00012828	Y43F8C.6a	Y43F8C.6a	180285
Y43F8C.6	WBGene00012828	Y43F8C.6b	Y43F8C.6b	180285
Y43F8C.7	WBGene00012829	Y43F8C.7.1	Y43F8C.7.1	180286
Y43F8C.7	WBGene00012829	Y43F8C.7.2	Y43F8C.7.2	180286
MRPS-28	WBGene00012830	Y43F8C.8	Y43F8C.8	180287
Y43F8C.9	WBGene00012831	Y43F8C.9	Y43F8C.9	180288
DMD-3	WBGene00012832	Y43F8C.10a	Y43F8C.10a	189878
DMD-3	WBGene00012832	Y43F8C.10b	Y43F8C.10b	189878
Y43F8C.11	WBGene00012833	Y43F8C.11	Y43F8C.11	189879
Y43F8C.13	WBGene00012834	Y43F8C.13	Y43F8C.13	180290
ANI-3	WBGene00012835	Y43F8C.14	Y43F8C.14	180291
Y43F8C.15	WBGene00012836	Y43F8C.15	Y43F8C.15	180293
Y43F8C.16	WBGene00012837	Y43F8C.16	Y43F8C.16	180295
Y43F8C.17	WBGene00012838	Y43F8C.17	Y43F8C.17	189880
Y43F8C.18	WBGene00012839	Y43F8C.18	Y43F8C.18	180292
GRSP-1	WBGene00012840	Y43F8C.20	Y43F8C.20	259344
Y43F11A.1	WBGene00012841	Y43F11A.1	Y43F11A.1	174851
Y43F11A.1	WBGene00012841	Y43F11A.1	Y43F11A.1	174852
Y43F11A.4	WBGene00012844	Y43F11A.4	Y43F11A.4	174851
Y43F11A.4	WBGene00012844	Y43F11A.4	Y43F11A.4	174852
SET-24	WBGene00012845	Y43F11A.5	Y43F11A.5	3565594
SRXA-14	WBGene00012846	Y44A6B.1	Y44A6B.1	189894
SRXA-15	WBGene00012847	Y44A6B.2a	Y44A6B.2a	189895
SRXA-15	WBGene00012847	Y44A6B.2b	Y44A6B.2b	189895
Y44A6B.3	WBGene00012848	Y44A6B.3	Y44A6B.3	189896
TTR-13	WBGene00012849	Y44A6B.4	Y44A6B.4	189897
Y44A6C.1	WBGene00012850	Y44A6C.1	Y44A6C.1	189898
Y44A6C.2	WBGene00012851	Y44A6C.2	Y44A6C.2	180355
Y44A6D.1	WBGene00012852	Y44A6D.1	Y44A6D.1	189899
Y44A6D.2	WBGene00012853	Y44A6D.2	Y44A6D.2	180360
Y44A6D.3	WBGene00012854	Y44A6D.3a	Y44A6D.3a	189900
Y44A6D.3	WBGene00012854	Y44A6D.3b	Y44A6D.3b	189900
Y44A6D.3	WBGene00012854	Y44A6D.3c	Y44A6D.3c	189900
Y44A6D.5	WBGene00012855	Y44A6D.5	Y44A6D.5	180361
Y44A6D.6	WBGene00012856	Y44A6D.6	Y44A6D.6	189902
PBO-5	WBGene00012857	Y44A6E.1a	Y44A6E.1a	189903
PBO-5	WBGene00012857	Y44A6E.1b	Y44A6E.1b	189903
Y44F5A.1	WBGene00012858	Y44F5A.1	Y44F5A.1	175547
Y45F3A.1	WBGene00012859	Y45F3A.1	Y45F3A.1	176475
ACDH-11	WBGene00012860	Y45F3A.3a.1	Y45F3A.3a.1	176477
ACDH-11	WBGene00012860	Y45F3A.3a.2	Y45F3A.3a.2	176477
ACDH-11	WBGene00012860	Y45F3A.3b.1	Y45F3A.3b.1	176477
ACDH-11	WBGene00012860	Y45F3A.3b.2	Y45F3A.3b.2	176477
Y45F3A.4	WBGene00012861	Y45F3A.4	Y45F3A.4	189908
Y45F3A.5	WBGene00012862	Y45F3A.5	Y45F3A.5	189909
Y45F3A.8	WBGene00012863	Y45F3A.8	Y45F3A.8	189910
Y45F3A.9	WBGene00012864	Y45F3A.9	Y45F3A.9	3565184
Y45F10A.3	WBGene00012866	Y45F10A.3a	Y45F10A.3a	189911
Y45F10A.3	WBGene00012866	Y45F10A.3b	Y45F10A.3b	189911
Y45F10A.3	WBGene00012866	Y45F10A.3c	Y45F10A.3c	189911
SELD-1	WBGene00012867	Y45F10A.4	Y45F10A.4	189912
TBC-9	WBGene00012868	Y45F10A.6a	Y45F10A.6a	178316
TBC-9	WBGene00012868	Y45F10A.6b	Y45F10A.6b	178316
TBC-9	WBGene00012868	Y45F10A.6c	Y45F10A.6c	178316
TBC-9	WBGene00012868	Y45F10A.6d	Y45F10A.6d	178316
TBC-9	WBGene00012868	Y45F10A.6e	Y45F10A.6e	178316
TBC-9	WBGene00012868	Y45F10A.6f	Y45F10A.6f	178316
TBC-9	WBGene00012868	Y45F10A.6g	Y45F10A.6g	178316
Y45F10A.7	WBGene00012869	Y45F10A.7a	Y45F10A.7a	178318
Y45F10A.7	WBGene00012869	Y45F10A.7b	Y45F10A.7b	178318
Y45F10A.7	WBGene00012869	Y45F10A.7c	Y45F10A.7c	178318
Y45F10A.7	WBGene00012869	Y45F10A.7d	Y45F10A.7d	178318
Y45F10B.3	WBGene00012871	Y45F10B.3	Y45F10B.3	189914
Y45F10B.8	WBGene00012872	Y45F10B.8	Y45F10B.8	189918
Y45F10B.9	WBGene00012873	Y45F10B.9	Y45F10B.9	189919
Y45F10B.12	WBGene00012874	Y45F10B.12	Y45F10B.12	189921
Y45F10B.13	WBGene00012875	Y45F10B.13a	Y45F10B.13a	178325
Y45F10B.13	WBGene00012875	Y45F10B.13b	Y45F10B.13b	178325
Y45F10B.13	WBGene00012875	Y45F10B.13c	Y45F10B.13c	178325
Y45F10C.1	WBGene00012877	Y45F10C.1	Y45F10C.1	189922
Y45F10C.2	WBGene00012878	Y45F10C.2	Y45F10C.2	178334
FBXA-215	WBGene00012879	Y45F10C.3	Y45F10C.3	178336
Y45F10C.4	WBGene00012880	Y45F10C.4	Y45F10C.4	178335
Y45F10D.2	WBGene00012883	Y45F10D.2	Y45F10D.2	189924
Y45F10D.4	WBGene00012885	Y45F10D.4	Y45F10D.4	178344
Y45F10D.6	WBGene00012886	Y45F10D.6	Y45F10D.6	189925
Y45F10D.7	WBGene00012887	Y45F10D.7	Y45F10D.7	178346
SAS-6	WBGene00012888	Y45F10D.9	Y45F10D.9	178345
Y45F10D.10	WBGene00012889	Y45F10D.10a	Y45F10D.10a	189926
Y45F10D.10	WBGene00012889	Y45F10D.10b	Y45F10D.10b	189926
LACT-9	WBGene00012890	Y45F10D.11a	Y45F10D.11a	189927
LACT-9	WBGene00012890	Y45F10D.11b	Y45F10D.11b	189927
SORB-1	WBGene00012891	Y45F10D.13a	Y45F10D.13a	3565590
SORB-1	WBGene00012891	Y45F10D.13b		3565590
SORB-1	WBGene00012891	Y45F10D.13c	Y45F10D.13c	3565590
Y45F10D.14	WBGene00012892	Y45F10D.14	Y45F10D.14	3565953
Y45F10D.15	WBGene00012893	Y45F10D.15	Y45F10D.15	3565807
TBC-17	WBGene00012894	Y46G5A.1a	Y46G5A.1a	174900
TBC-17	WBGene00012894	Y46G5A.1b	Y46G5A.1b	174900
TBC-17	WBGene00012894	Y46G5A.1c	Y46G5A.1c	174900
TBC-17	WBGene00012894	Y46G5A.1d	Y46G5A.1d	174900
COX-10	WBGene00012895	Y46G5A.2	Y46G5A.2	174899
SNRP-200	WBGene00012896	Y46G5A.4	Y46G5A.4	174901
PISY-1	WBGene00012897	Y46G5A.5	Y46G5A.5	174902
Y46G5A.7	WBGene00012899	Y46G5A.7	Y46G5A.7	174904
Y46G5A.8	WBGene00012900	Y46G5A.8	Y46G5A.8	174905
CNP-2	WBGene00012901	Y46G5A.10	Y46G5A.10	174907
VPS-2	WBGene00012903	Y46G5A.12	Y46G5A.12	174908
TIAR-2	WBGene00012904	Y46G5A.13	Y46G5A.13	174909
Y46G5A.14	WBGene00012905	Y46G5A.14	Y46G5A.14	174910
Y46G5A.15	WBGene00012906	Y46G5A.15	Y46G5A.15	174911
CPT-1	WBGene00012907	Y46G5A.17	Y46G5A.17	174912
Y46G5A.18	WBGene00012908	Y46G5A.18a	Y46G5A.18a	174913
Y46G5A.18	WBGene00012908	Y46G5A.18b	Y46G5A.18b	174913
SPDS-1	WBGene00012909	Y46G5A.19a.1	Y46G5A.19a.1	174914
SPDS-1	WBGene00012909	Y46G5A.19a.2	Y46G5A.19a.2	174914
SPDS-1	WBGene00012909	Y46G5A.19b.1	Y46G5A.19b.1	174914
SPDS-1	WBGene00012909	Y46G5A.19b.2	Y46G5A.19b.2	174914
Y46G5A.20	WBGene00012910	Y46G5A.20	Y46G5A.20	174915
ACL-7	WBGene00012911	Y46G5A.21	Y46G5A.21	174916
Y46G5A.22	WBGene00012912	Y46G5A.22a	Y46G5A.22a	174917
Y46G5A.22	WBGene00012912	Y46G5A.22b	Y46G5A.22b	174917
Y46G5A.23	WBGene00012913	Y46G5A.23	Y46G5A.23	174918
BCMO-1	WBGene00012914	Y46G5A.24	Y46G5A.24	189959
LGC-35	WBGene00012915	Y46G5A.26a	Y46G5A.26a	189960
LGC-35	WBGene00012915	Y46G5A.26b	Y46G5A.26b	189960
Y46G5A.28	WBGene00012916	Y46G5A.28	Y46G5A.28	174921
Y46G5A.29	WBGene00012917	Y46G5A.29	Y46G5A.29	174922
Y46G5A.34	WBGene00012919	Y46G5A.34	Y46G5A.34	3565689
Y46G5A.35	WBGene00012920	Y46G5A.35	Y46G5A.35	3564894
Y46G5A.36	WBGene00012921	Y46G5A.36	Y46G5A.36	13187570
Y47D3A.1	WBGene00012922	Y47D3A.1	Y47D3A.1	189974
FBXA-128	WBGene00012923	Y47D3A.2	Y47D3A.2	189975
WHT-8	WBGene00012925	Y47D3A.11	Y47D3A.11	189976
Y47D3A.13	WBGene00012926	Y47D3A.13	Y47D3A.13	176550
Y47D3A.14	WBGene00012927	Y47D3A.14	Y47D3A.14	176551
AAKB-2	WBGene00012928	Y47D3A.15	Y47D3A.15	176552
RSKS-1	WBGene00012929	Y47D3A.16	Y47D3A.16	176554
OBR-1	WBGene00012930	Y47D3A.17a	Y47D3A.17a	176555
OBR-1	WBGene00012930	Y47D3A.17b	Y47D3A.17b	176555
OBR-1	WBGene00012930	Y47D3A.17c	Y47D3A.17c	176555
OBR-1	WBGene00012930	Y47D3A.17d	Y47D3A.17d	176555
OBR-1	WBGene00012930	Y47D3A.17e	Y47D3A.17e	176555
Y47D3A.20	WBGene00012931	Y47D3A.20	Y47D3A.20	3565090
Y47D3A.21	WBGene00012932	Y47D3A.21	Y47D3A.21	176556
MIB-1	WBGene00012933	Y47D3A.22	Y47D3A.22	176558
GLY-9	WBGene00012934	Y47D3A.23a	Y47D3A.23a	176557
GLY-9	WBGene00012934	Y47D3A.23b	Y47D3A.23b	176557
MCM-10	WBGene00012935	Y47D3A.28	Y47D3A.28	176562
Y47D3A.29	WBGene00012936	Y47D3A.29a	Y47D3A.29a	176544
Y47D3A.29	WBGene00012936	Y47D3A.29b	Y47D3A.29b	176544
Y47D3A.31	WBGene00012937	Y47D3A.31	Y47D3A.31	176545
Y47D3A.32	WBGene00012938	Y47D3A.32a	Y47D3A.32a	3564848
Y47D3A.32	WBGene00012938	Y47D3A.32b	Y47D3A.32b	3564848
Y47D3A.32	WBGene00012938	Y47D3A.32c	Y47D3A.32c	3564848
Y47D3A.32	WBGene00012938	Y47D3A.32d	Y47D3A.32d	3564848
Y47D3B.1	WBGene00012939	Y47D3B.1	Y47D3B.1	189978
Y47D3B.3	WBGene00012940	Y47D3B.3	Y47D3B.3	189979
Y47D3B.4	WBGene00012941	Y47D3B.4	Y47D3B.4	3565656
Y47D3B.6	WBGene00012942	Y47D3B.6	Y47D3B.6	176573
BED-2	WBGene00012943	Y47D3B.9	Y47D3B.9	176576
Y47H9A.1	WBGene00012945	Y47H9A.1	Y47H9A.1	173046
Y47H9A.1	WBGene00012945	Y47H9A.1	Y47H9A.1	173047
Y47H9B.2	WBGene00012946	Y47H9B.2	Y47H9B.2	173057
Y47H9C.1	WBGene00012947	Y47H9C.1	Y47H9C.1	173061
DHHC-2	WBGene00012948	Y47H9C.2	Y47H9C.2	173062
Y47H9C.7	WBGene00012950	Y47H9C.7	Y47H9C.7	173067
Y47H9C.8	WBGene00012951	Y47H9C.8	Y47H9C.8	173068
Y47H9C.9	WBGene00012952	Y47H9C.9	Y47H9C.9	190000
FBXA-216	WBGene00012953	Y47H9C.10	Y47H9C.10	190001
Y47H9C.12	WBGene00012955	Y47H9C.12	Y47H9C.12	190003
Y47H9C.15	WBGene00012957	Y47H9C.15	Y47H9C.15	190006
Y47H10A.2	WBGene00012958	Y47H10A.2	Y47H10A.2	190007
Y47H10A.3	WBGene00012959	Y47H10A.3	Y47H10A.3	190008
Y47H10A.4	WBGene00012960	Y47H10A.4	Y47H10A.4	173090
Y47H10A.5	WBGene00012961	Y47H10A.5	Y47H10A.5	173091
DMSR-5	WBGene00012962	Y48A6B.1	Y48A6B.1	190009
Y48A6B.3	WBGene00012964	Y48A6B.3	Y48A6B.3	176531
FIPR-17	WBGene00012965	Y48A6B.4	Y48A6B.4	176530
EXOS-1	WBGene00012966	Y48A6B.5	Y48A6B.5	176532
KVS-4	WBGene00012967	Y48A6B.6a	Y48A6B.6a	190011
KVS-4	WBGene00012967	Y48A6B.6b	Y48A6B.6b	190011
Y48A6B.7	WBGene00012968	Y48A6B.7	Y48A6B.7	176533
Y48A6B.8	WBGene00012969	Y48A6B.8	Y48A6B.8	190012
Y48A6B.9	WBGene00012970	Y48A6B.9a	Y48A6B.9a	176534
Y48A6B.9	WBGene00012970	Y48A6B.9b	Y48A6B.9b	176534
Y48A6B.10	WBGene00012971	Y48A6B.10a	Y48A6B.10a	176535
Y48A6B.10	WBGene00012971	Y48A6B.10b	Y48A6B.10b	176535
Y48A6B.10	WBGene00012971	Y48A6B.10c	Y48A6B.10c	176535
Y48A6B.10	WBGene00012971	Y48A6B.10d	Y48A6B.10d	176535
RSA-2	WBGene00012972	Y48A6B.11a	Y48A6B.11a	176536
RSA-2	WBGene00012972	Y48A6B.11b	Y48A6B.11b	176536
SPAT-2	WBGene00012973	Y48A6B.13a	Y48A6B.13a	3564779
SPAT-2	WBGene00012973	Y48A6B.13b	Y48A6B.13b	3564779
SPAT-2	WBGene00012973	Y48A6B.13c	Y48A6B.13c	3564779
SPAT-2	WBGene00012973	Y48A6B.13d	Y48A6B.13d	3564779
SPAT-2	WBGene00012973	Y48A6B.13e	Y48A6B.13e	3564779
SUP-35	WBGene00012976	Y48A6C.3	Y48A6C.3	190015
Y48A6C.4	WBGene00012977	Y48A6C.4	Y48A6C.4	190016
Y48B6A.1	WBGene00012978	Y48B6A.1	Y48B6A.1	175069
Y48B6A.5	WBGene00012979	Y48B6A.5	Y48B6A.5	190017
EFHD-1	WBGene00012980	Y48B6A.6a.1	Y48B6A.6a.1	175073
EFHD-1	WBGene00012980	Y48B6A.6a.2	Y48B6A.6a.2	175073
EFHD-1	WBGene00012980	Y48B6A.6b	Y48B6A.6b	175073
EFHD-1	WBGene00012980	Y48B6A.6c	Y48B6A.6c	175073
Y48B6A.10	WBGene00012981	Y48B6A.10	Y48B6A.10	175077
JMJD-2	WBGene00012982	Y48B6A.11	Y48B6A.11	175080
MEN-1	WBGene00012983	Y48B6A.12.1	Y48B6A.12.1	175079
MEN-1	WBGene00012983	Y48B6A.12.2	Y48B6A.12.2	175079
Y48B6A.13	WBGene00012984	Y48B6A.13a	Y48B6A.13a	175078
Y48B6A.13	WBGene00012984	Y48B6A.13b	Y48B6A.13b	175078
Y48C3A.1	WBGene00012985	Y48C3A.1	Y48C3A.1	190018
Y48C3A.3	WBGene00012987	Y48C3A.3	Y48C3A.3	190020
ZTF-22	WBGene00012988	Y48C3A.4	Y48C3A.4	174971
Y48C3A.5	WBGene00012989	Y48C3A.5a	Y48C3A.5a	174973
Y48C3A.5	WBGene00012989	Y48C3A.5b	Y48C3A.5b	174973
Y48C3A.5	WBGene00012989	Y48C3A.5c	Y48C3A.5c	174973
SAM-10	WBGene00012990	Y48C3A.8a.1	Y48C3A.8a.1	174975
SAM-10	WBGene00012990	Y48C3A.8a.2	Y48C3A.8a.2	174975
SAM-10	WBGene00012990	Y48C3A.8b	Y48C3A.8b	174975
MRPL-20	WBGene00012992	Y48C3A.10	Y48C3A.10	174976
DMSR-3	WBGene00012993	Y48C3A.11	Y48C3A.11	190021
Y48C3A.12	WBGene00012994	Y48C3A.12	Y48C3A.12	190022
Y48C3A.14	WBGene00012995	Y48C3A.14a	Y48C3A.14a	174978
Y48C3A.14	WBGene00012995	Y48C3A.14b	Y48C3A.14b	174978
Y48C3A.14	WBGene00012995	Y48C3A.14c	Y48C3A.14c	174978
Y48C3A.14	WBGene00012995	Y48C3A.14d	Y48C3A.14d	174978
PINN-4	WBGene00012996	Y48C3A.16	Y48C3A.16	174979
Y48C3A.18	WBGene00012997	Y48C3A.18a	Y48C3A.18a	174981
Y48C3A.18	WBGene00012997	Y48C3A.18b	Y48C3A.18b	174981
Y48C3A.18	WBGene00012997	Y48C3A.18c	Y48C3A.18c	174981
Y48C3A.20	WBGene00012998	Y48C3A.20	Y48C3A.20	174977
RPOA-1	WBGene00012999	Y48E1A.1a	Y48E1A.1a	175015
RPOA-1	WBGene00012999	Y48E1A.1b	Y48E1A.1b	175015
DDL-2	WBGene00013000	Y48E1B.1	Y48E1B.1	190025
Y48E1B.2	WBGene00013001	Y48E1B.2a	Y48E1B.2a	174998
Y48E1B.2	WBGene00013001	Y48E1B.2b.1	Y48E1B.2b.1	174998
Y48E1B.2	WBGene00013001	Y48E1B.2b.2	Y48E1B.2b.2	174998
Y48E1B.2	WBGene00013001	Y48E1B.2c		174998
Y48E1B.3	WBGene00013002	Y48E1B.3a	Y48E1B.3a	174999
Y48E1B.3	WBGene00013002	Y48E1B.3b	Y48E1B.3b	174999
Y48E1B.3	WBGene00013002	Y48E1B.3c.1	Y48E1B.3c.1	174999
Y48E1B.3	WBGene00013002	Y48E1B.3c.2	Y48E1B.3c.2	174999
Y48E1B.3	WBGene00013002	Y48E1B.3d	Y48E1B.3d	174999
MRPL-37	WBGene00013004	Y48E1B.5	Y48E1B.5	175001
LIN-38	WBGene00013006	Y48E1B.7.1	Y48E1B.7.1	190028
LIN-38	WBGene00013006	Y48E1B.7.2	Y48E1B.7.2	190028
Y48E1B.8	WBGene00013007	Y48E1B.8	Y48E1B.8	175002
CLEC-146	WBGene00013008	Y48E1B.9a.1	Y48E1B.9a.1	175004
CLEC-146	WBGene00013008	Y48E1B.9a.2	Y48E1B.9a.2	175004
CLEC-146	WBGene00013008	Y48E1B.9b	Y48E1B.9b	175004
FBXC-23	WBGene00013009	Y48E1B.11	Y48E1B.11	190029
SNX-14	WBGene00013011	Y48E1B.14a	Y48E1B.14a	174997
SNX-14	WBGene00013011	Y48E1B.14b	Y48E1B.14b	174997
CLEC-145	WBGene00013013	Y48E1B.16	Y48E1B.16	175003
Y48E1C.1	WBGene00013014	Y48E1C.1a	Y48E1C.1a	174982
Y48E1C.1	WBGene00013014	Y48E1C.1b	Y48E1C.1b	174982
Y48E1C.1	WBGene00013014	Y48E1C.1c	Y48E1C.1c	174982
Y48E1C.1	WBGene00013014	Y48E1C.1d.1	Y48E1C.1d.1	174982
Y48E1C.1	WBGene00013014	Y48E1C.1d.2	Y48E1C.1d.2	174982
Y48E1C.1	WBGene00013014	Y48E1C.1d.3	Y48E1C.1d.3	174982
Y48E1C.2	WBGene00013015	Y48E1C.2	Y48E1C.2	174983
TBC-15	WBGene00013016	Y48E1C.3	Y48E1C.3	3565412
Y48E1C.4	WBGene00013017	Y48E1C.4a	Y48E1C.4a	174984
Y48E1C.4	WBGene00013017	Y48E1C.4b	Y48E1C.4b	174984
Y48G10A.1	WBGene00013018	Y48G10A.1.1	Y48G10A.1.1	173220
Y48G10A.1	WBGene00013018	Y48G10A.1.2	Y48G10A.1.2	173220
Y48G10A.1	WBGene00013018	Y48G10A.1.3	Y48G10A.1.3	173220
Y48G10A.2	WBGene00013019	Y48G10A.2a	Y48G10A.2a	173218
Y48G10A.2	WBGene00013019	Y48G10A.2b	Y48G10A.2b	173218
Y48G10A.3	WBGene00013020	Y48G10A.3	Y48G10A.3	173217
Y48G10A.4	WBGene00013021	Y48G10A.4a	Y48G10A.4a	173216
Y48G10A.4	WBGene00013021	Y48G10A.4b	Y48G10A.4b	173216
Y48G10A.6	WBGene00013023	Y48G10A.6	Y48G10A.6	3564861
CEPT-2	WBGene00013024	Y49A3A.1	Y49A3A.1	179935
VHA-13	WBGene00013025	Y49A3A.2.1	Y49A3A.2.1	3564970
VHA-13	WBGene00013025	Y49A3A.2.2	Y49A3A.2.2	3564970
VHA-13	WBGene00013025	Y49A3A.2.3	Y49A3A.2.3	3564970
VHA-13	WBGene00013025	Y49A3A.2.4	Y49A3A.2.4	3564970
Y49A3A.3	WBGene00013026	Y49A3A.3	Y49A3A.3	3565972
Y49A3A.4	WBGene00013027	Y49A3A.4	Y49A3A.4	190058
Y49A10A.1	WBGene00013028	Y49A10A.1	Y49A10A.1	190059
GLRX-5	WBGene00013029	Y49E10.2	Y49E10.2	176662
Y49E10.4	WBGene00013030	Y49E10.4	Y49E10.4	176664
Y49E10.10	WBGene00013033	Y49E10.10.1	Y49E10.10.1	176665
Y49E10.10	WBGene00013033	Y49E10.10.2	Y49E10.10.2	176665
TAT-1	WBGene00013034	Y49E10.11a.1	Y49E10.11a.1	176666
TAT-1	WBGene00013034	Y49E10.11a.2	Y49E10.11a.2	176666
TAT-1	WBGene00013034	Y49E10.11b.1	Y49E10.11b.1	176666
TAT-1	WBGene00013034	Y49E10.11b.2	Y49E10.11b.2	176666
TAT-1	WBGene00013034	Y49E10.11c.1	Y49E10.11c.1	176666
TAT-1	WBGene00013034	Y49E10.11c.2	Y49E10.11c.2	176666
Y49E10.16	WBGene00013035	Y49E10.16a	Y49E10.16a	176669
Y49E10.16	WBGene00013035	Y49E10.16b	Y49E10.16b	176669
FBXA-218	WBGene00013036	Y49E10.17a	Y49E10.17a	176670
FBXA-218	WBGene00013036	Y49E10.17b	Y49E10.17b	176670
FBXA-218	WBGene00013036	Y49E10.17c		176670
Y49E10.18	WBGene00013037	Y49E10.18	Y49E10.18	176671
ANI-1	WBGene00013038	Y49E10.19	Y49E10.19	176672
SCAV-3	WBGene00013039	Y49E10.20	Y49E10.20	176673
Y49E10.21	WBGene00013040	Y49E10.21a	Y49E10.21a	190069
Y49E10.21	WBGene00013040	Y49E10.21b	Y49E10.21b	190069
PSTK-1	WBGene00013041	Y49E10.22	Y49E10.22	190070
CCCP-1	WBGene00013042	Y49E10.23a	Y49E10.23a	176674
CCCP-1	WBGene00013042	Y49E10.23b	Y49E10.23b	176674
ARRD-16	WBGene00013043	Y49E10.24a	Y49E10.24a	190071
ARRD-16	WBGene00013043	Y49E10.24b	Y49E10.24b	190071
Y49E10.25	WBGene00013044	Y49E10.25	Y49E10.25	190072
Y49E10.27	WBGene00013045	Y49E10.27	Y49E10.27	3565317
Y50E8A.1	WBGene00013046	Y50E8A.1	Y50E8A.1	190103
Y50E8A.2	WBGene00013047	Y50E8A.2	Y50E8A.2	190104
Y50E8A.5	WBGene00013048	Y50E8A.5	Y50E8A.5	190106
Y50E8A.6	WBGene00013049	Y50E8A.6	Y50E8A.6	190107
LIPL-8	WBGene00013050	Y50E8A.7	Y50E8A.7	190108
SCRM-7	WBGene00013052	Y50E8A.9a	Y50E8A.9a	190110
SCRM-7	WBGene00013052	Y50E8A.9b	Y50E8A.9b	190110
SCRM-7	WBGene00013052	Y50E8A.9c	Y50E8A.9c	190110
Y50E8A.10	WBGene00013053	Y50E8A.10	Y50E8A.10	179977
Y50E8A.11	WBGene00013054	Y50E8A.11	Y50E8A.11	190111
Y50E8A.12	WBGene00013055	Y50E8A.12a	Y50E8A.12a	190112
Y50E8A.12	WBGene00013055	Y50E8A.12b	Y50E8A.12b	190112
Y50E8A.12	WBGene00013055	Y50E8A.12c	Y50E8A.12c	190112
