GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID
UNC-26	WBGene00006763	JC8.10a	JC8.10a
UNC-26	WBGene00006763	JC8.10b	JC8.10b
UNC-26	WBGene00006763	JC8.10c.1	JC8.10c.1
UNC-26	WBGene00006763	JC8.10c.2	JC8.10c.2
UNC-26	WBGene00006763	JC8.10d	JC8.10d
UNC-27	WBGene00006764	ZK721.2	ZK721.2
UNC-29	WBGene00006765	T08G11.5.1	T08G11.5.1
UNC-29	WBGene00006765	T08G11.5.2	T08G11.5.2
UNC-30	WBGene00006766	B0564.10a	B0564.10a
UNC-30	WBGene00006766	B0564.10b	B0564.10b
UNC-30	WBGene00006766	B0564.10c	B0564.10c
UNC-30	WBGene00006766	B0564.10d	B0564.10d
UNC-31	WBGene00006767	ZK897.1a	ZK897.1a
UNC-31	WBGene00006767	ZK897.1b	ZK897.1b
UNC-31	WBGene00006767	ZK897.1c	ZK897.1c
UNC-31	WBGene00006767	ZK897.1d	ZK897.1d
UNC-31	WBGene00006767	ZK897.1e	ZK897.1e
UNC-31	WBGene00006767	ZK897.1f	ZK897.1f
UNC-31	WBGene00006767	ZK897.1g	ZK897.1g
UNC-31	WBGene00006767	ZK897.1h	ZK897.1h
UNC-31	WBGene00006767	ZK897.1i	ZK897.1i
UNC-31	WBGene00006767	ZK897.1j	ZK897.1j
UNC-31	WBGene00006767	ZK897.1k	ZK897.1k
UNC-31	WBGene00006767	ZK897.1l	ZK897.1l
UNC-31	WBGene00006767	ZK897.1m	ZK897.1m
UNC-31	WBGene00006767	ZK897.1n	ZK897.1n
UNC-31	WBGene00006767	ZK897.1o	ZK897.1o
UNC-31	WBGene00006767	ZK897.1p	ZK897.1p
UNC-31	WBGene00006767	ZK897.1q	ZK897.1q
UNC-31	WBGene00006767	ZK897.1r	ZK897.1r
UNC-31	WBGene00006767	ZK897.1s	ZK897.1s
UNC-32	WBGene00006768	ZK637.8a	ZK637.8a
UNC-32	WBGene00006768	ZK637.8b	ZK637.8b
UNC-32	WBGene00006768	ZK637.8c	ZK637.8c
UNC-32	WBGene00006768	ZK637.8d	ZK637.8d
UNC-32	WBGene00006768	ZK637.8e	ZK637.8e
UNC-32	WBGene00006768	ZK637.8f	ZK637.8f
UNC-33	WBGene00006769	Y37E11C.1a	Y37E11C.1a
UNC-33	WBGene00006769	Y37E11C.1b	Y37E11C.1b
UNC-33	WBGene00006769	Y37E11C.1c	Y37E11C.1c
UNC-34	WBGene00006770	Y50D4C.1a	Y50D4C.1a
UNC-34	WBGene00006770	Y50D4C.1b	Y50D4C.1b
UNC-34	WBGene00006770	Y50D4C.1c	Y50D4C.1c
UNC-34	WBGene00006770	Y50D4C.1d	Y50D4C.1d
UNC-34	WBGene00006770	Y50D4C.1e	Y50D4C.1e
UNC-34	WBGene00006770	Y50D4C.1f	Y50D4C.1f
UNC-34	WBGene00006770	Y50D4C.1g	Y50D4C.1g
TLN-1	WBGene00006771	Y71G12B.11a	Y71G12B.11a
TLN-1	WBGene00006771	Y71G12B.11b	Y71G12B.11b
TLN-1	WBGene00006771	Y71G12B.11c	Y71G12B.11c
TLN-1	WBGene00006771	Y71G12B.11d	Y71G12B.11d
TLN-1	WBGene00006771	Y71G12B.11e	Y71G12B.11e
TLN-1	WBGene00006771	Y71G12B.11f	Y71G12B.11f
TLN-1	WBGene00006771	Y71G12B.11g	Y71G12B.11g
UNC-36	WBGene00006772	C50C3.9a	C50C3.9a
UNC-36	WBGene00006772	C50C3.9b	C50C3.9b
UNC-36	WBGene00006772	C50C3.9c	C50C3.9c
UNC-37	WBGene00006773	W02D3.9.1	W02D3.9.1
UNC-37	WBGene00006773	W02D3.9.2	W02D3.9.2
UNC-38	WBGene00006774	F21F3.5	F21F3.5
UNC-39	WBGene00006775	F56A12.1	F56A12.1
UNC-40	WBGene00006776	T19B4.7	T19B4.7
UNC-41	WBGene00006777	C27H6.1a	C27H6.1a
UNC-41	WBGene00006777	C27H6.1b	C27H6.1b
UNC-41	WBGene00006777	C27H6.1c	C27H6.1c
UNC-42	WBGene00006778	F58E6.10a	F58E6.10a
UNC-42	WBGene00006778	F58E6.10b	F58E6.10b
UNC-42	WBGene00006778	F58E6.10c	F58E6.10c
UNC-42	WBGene00006778	F58E6.10d	F58E6.10d
UNC-42	WBGene00006778	F58E6.10e	F58E6.10e
UNC-43	WBGene00006779	K11E8.1a	K11E8.1a
UNC-43	WBGene00006779	K11E8.1b.1	K11E8.1b.1
UNC-43	WBGene00006779	K11E8.1b.2	K11E8.1b.2
UNC-43	WBGene00006779	K11E8.1b.3	K11E8.1b.3
UNC-43	WBGene00006779	K11E8.1d.1	K11E8.1d.1
UNC-43	WBGene00006779	K11E8.1d.2	K11E8.1d.2
UNC-43	WBGene00006779	K11E8.1d.3	K11E8.1d.3
UNC-43	WBGene00006779	K11E8.1e.1	K11E8.1e.1
UNC-43	WBGene00006779	K11E8.1e.2	K11E8.1e.2
UNC-43	WBGene00006779	K11E8.1e.3	K11E8.1e.3
UNC-43	WBGene00006779	K11E8.1f.1	K11E8.1f.1
UNC-43	WBGene00006779	K11E8.1f.2	K11E8.1f.2
UNC-43	WBGene00006779	K11E8.1f.3	K11E8.1f.3
UNC-43	WBGene00006779	K11E8.1g.1	K11E8.1g.1
UNC-43	WBGene00006779	K11E8.1g.2	K11E8.1g.2
UNC-43	WBGene00006779	K11E8.1g.3	K11E8.1g.3
UNC-43	WBGene00006779	K11E8.1h.1	K11E8.1h.1
UNC-43	WBGene00006779	K11E8.1h.2	K11E8.1h.2
UNC-43	WBGene00006779	K11E8.1h.3	K11E8.1h.3
UNC-43	WBGene00006779	K11E8.1i.1	K11E8.1i.1
UNC-43	WBGene00006779	K11E8.1i.2	K11E8.1i.2
UNC-43	WBGene00006779	K11E8.1i.3	K11E8.1i.3
UNC-43	WBGene00006779	K11E8.1k.1	K11E8.1k.1
UNC-43	WBGene00006779	K11E8.1k.2	K11E8.1k.2
UNC-43	WBGene00006779	K11E8.1k.3	K11E8.1k.3
UNC-43	WBGene00006779	K11E8.1l.1	K11E8.1l.1
UNC-43	WBGene00006779	K11E8.1l.2	K11E8.1l.2
UNC-43	WBGene00006779	K11E8.1l.3	K11E8.1l.3
UNC-43	WBGene00006779	K11E8.1m	K11E8.1m
UNC-43	WBGene00006779	K11E8.1n	K11E8.1n
UNC-43	WBGene00006779	K11E8.1o	K11E8.1o
UNC-43	WBGene00006779	K11E8.1p	K11E8.1p
UNC-43	WBGene00006779	K11E8.1q	K11E8.1q
UNC-43	WBGene00006779	K11E8.1r	K11E8.1r
UNC-43	WBGene00006779	K11E8.1s	K11E8.1s
UNC-43	WBGene00006779	K11E8.1t	K11E8.1t
UNC-44	WBGene00006780	B0350.2a	B0350.2a
UNC-44	WBGene00006780	B0350.2b	B0350.2b
UNC-44	WBGene00006780	B0350.2c.1	B0350.2c.1
UNC-44	WBGene00006780	B0350.2c.2	B0350.2c.2
UNC-44	WBGene00006780	B0350.2d	B0350.2d
UNC-44	WBGene00006780	B0350.2e.1	B0350.2e.1
UNC-44	WBGene00006780	B0350.2e.2	B0350.2e.2
UNC-44	WBGene00006780	B0350.2f.1	B0350.2f.1
UNC-44	WBGene00006780	B0350.2f.2	B0350.2f.2
UNC-44	WBGene00006780	B0350.2g.1	B0350.2g.1
UNC-44	WBGene00006780	B0350.2g.2	B0350.2g.2
UNC-44	WBGene00006780	B0350.2h.1	B0350.2h.1
UNC-44	WBGene00006780	B0350.2h.2	B0350.2h.2
UNC-44	WBGene00006780	B0350.2i	B0350.2i
UNC-44	WBGene00006780	B0350.2j	B0350.2j
UNC-45	WBGene00006781	F30H5.1	F30H5.1
UNC-46	WBGene00006782	C04F5.3	C04F5.3
UNC-47	WBGene00006783	T20G5.6.1	T20G5.6.1
UNC-47	WBGene00006783	T20G5.6.2	T20G5.6.2
UNC-49	WBGene00006784	T21C12.1b	T21C12.1b
UNC-49	WBGene00006784	T21C12.1c	T21C12.1c
UNC-49	WBGene00006784	T21C12.1d	T21C12.1d
UNC-49	WBGene00006784	T21C12.1e	T21C12.1e
UNC-49	WBGene00006784	T21C12.1f	T21C12.1f
UNC-49	WBGene00006784	T21C12.1g	T21C12.1g
UNC-49	WBGene00006784	T21C12.1h	T21C12.1h
UNC-49	WBGene00006784	T21C12.1i	T21C12.1i
UNC-49	WBGene00006784	T21C12.1j	T21C12.1j
UNC-49	WBGene00006784	T21C12.1k	T21C12.1k
UNC-49	WBGene00006784	T21C12.1l	T21C12.1l
UNC-49	WBGene00006784	T21C12.1m	T21C12.1m
UNC-49	WBGene00006784	T21C12.1n	T21C12.1n
UNC-49	WBGene00006784	T21C12.1o	T21C12.1o
UNC-50	WBGene00006785	T07A5.2	T07A5.2
UNC-51	WBGene00006786	Y60A3A.1	Y60A3A.1
UNC-52	WBGene00006787	ZC101.2a	ZC101.2a
UNC-52	WBGene00006787	ZC101.2b	ZC101.2b
UNC-52	WBGene00006787	ZC101.2c	ZC101.2c
UNC-52	WBGene00006787	ZC101.2d	ZC101.2d
UNC-52	WBGene00006787	ZC101.2e	ZC101.2e
UNC-52	WBGene00006787	ZC101.2f	ZC101.2f
UNC-52	WBGene00006787	ZC101.2g	ZC101.2g
UNC-52	WBGene00006787	ZC101.2i	ZC101.2i
UNC-52	WBGene00006787	ZC101.2j	ZC101.2j
UNC-52	WBGene00006787	ZC101.2k	ZC101.2k
UNC-52	WBGene00006787	ZC101.2l	ZC101.2l
UNC-52	WBGene00006787	ZC101.2m	ZC101.2m
UNC-52	WBGene00006787	ZC101.2n	ZC101.2n
UNC-52	WBGene00006787	ZC101.2o	ZC101.2o
UNC-52	WBGene00006787	ZC101.2p	ZC101.2p
UNC-52	WBGene00006787	ZC101.2q
UNC-53	WBGene00006788	F45E10.1a	F45E10.1a
UNC-53	WBGene00006788	F45E10.1b	F45E10.1b
UNC-53	WBGene00006788	F45E10.1c	F45E10.1c
UNC-53	WBGene00006788	F45E10.1d	F45E10.1d
UNC-53	WBGene00006788	F45E10.1e	F45E10.1e
UNC-53	WBGene00006788	F45E10.1f	F45E10.1f
UNC-53	WBGene00006788	F45E10.1g	F45E10.1g
UNC-53	WBGene00006788	F45E10.1h	F45E10.1h
UNC-54	WBGene00006789	F11C3.3.1	F11C3.3.1
UNC-54	WBGene00006789	F11C3.3.2	F11C3.3.2
UNC-54	WBGene00006789	F11C3.3.3	F11C3.3.3
UNC-55	WBGene00006790	F55D12.4a	F55D12.4a
UNC-55	WBGene00006790	F55D12.4b	F55D12.4b
UNC-57	WBGene00006791	T04D1.3a	T04D1.3a
UNC-57	WBGene00006791	T04D1.3b	T04D1.3b
UNC-57	WBGene00006791	T04D1.3c	T04D1.3c
UNC-57	WBGene00006791	T04D1.3d	T04D1.3d
UNC-58	WBGene00006792	T06H11.1a	T06H11.1a
UNC-58	WBGene00006792	T06H11.1b	T06H11.1b
UNC-59	WBGene00006793	W09C5.2	W09C5.2
UNC-60	WBGene00006794	C38C3.5a.1	C38C3.5a.1
UNC-60	WBGene00006794	C38C3.5a.2	C38C3.5a.2
UNC-60	WBGene00006794	C38C3.5c	C38C3.5c
UNC-61	WBGene00006795	Y50E8A.4a	Y50E8A.4a
UNC-61	WBGene00006795	Y50E8A.4b	Y50E8A.4b
UNC-61	WBGene00006795	Y50E8A.4c	Y50E8A.4c
UNC-62	WBGene00006796	T28F12.2a	T28F12.2a
UNC-62	WBGene00006796	T28F12.2b.1	T28F12.2b.1
UNC-62	WBGene00006796	T28F12.2b.2	T28F12.2b.2
UNC-62	WBGene00006796	T28F12.2c	T28F12.2c
UNC-62	WBGene00006796	T28F12.2d.1	T28F12.2d.1
UNC-62	WBGene00006796	T28F12.2d.2	T28F12.2d.2
UNC-62	WBGene00006796	T28F12.2e	T28F12.2e
UNC-62	WBGene00006796	T28F12.2f	T28F12.2f
UNC-62	WBGene00006796	T28F12.2g.1	T28F12.2g.1
UNC-62	WBGene00006796	T28F12.2g.2	T28F12.2g.2
UNC-62	WBGene00006796	T28F12.2h	T28F12.2h
UNC-63	WBGene00006797	Y110A7A.3	Y110A7A.3
UNC-64	WBGene00006798	F56A8.7a	F56A8.7a
UNC-64	WBGene00006798	F56A8.7b	F56A8.7b
UNC-68	WBGene00006801	K11C4.5a	K11C4.5a
UNC-68	WBGene00006801	K11C4.5b	K11C4.5b
UNC-68	WBGene00006801	K11C4.5c	K11C4.5c
UNC-68	WBGene00006801	K11C4.5d	K11C4.5d
UNC-69	WBGene00006802	T07A5.6a	T07A5.6a
UNC-69	WBGene00006802	T07A5.6b	T07A5.6b
UNC-69	WBGene00006802	T07A5.6c	T07A5.6c
UNC-70	WBGene00006803	K11C4.3a	K11C4.3a
UNC-70	WBGene00006803	K11C4.3b	K11C4.3b
UNC-70	WBGene00006803	K11C4.3c	K11C4.3c
UNC-70	WBGene00006803	K11C4.3d	K11C4.3d
UNC-71	WBGene00006804	Y37D8A.13	Y37D8A.13
UNC-73	WBGene00006805	F55C7.7a	F55C7.7a
UNC-73	WBGene00006805	F55C7.7b	F55C7.7b
UNC-73	WBGene00006805	F55C7.7c	F55C7.7c
UNC-73	WBGene00006805	F55C7.7d.1	F55C7.7d.1
UNC-73	WBGene00006805	F55C7.7d.2	F55C7.7d.2
UNC-73	WBGene00006805	F55C7.7e.1	F55C7.7e.1
UNC-73	WBGene00006805	F55C7.7e.2	F55C7.7e.2
UNC-73	WBGene00006805	F55C7.7f.1	F55C7.7f.1
UNC-73	WBGene00006805	F55C7.7f.2	F55C7.7f.2
UNC-73	WBGene00006805	F55C7.7g.1	F55C7.7g.1
UNC-73	WBGene00006805	F55C7.7g.2	F55C7.7g.2
UNC-73	WBGene00006805	F55C7.7h	F55C7.7h
UNC-73	WBGene00006805	F55C7.7i	F55C7.7i
UNC-75	WBGene00006807	C17D12.2a	C17D12.2a
UNC-75	WBGene00006807	C17D12.2b	C17D12.2b
UNC-75	WBGene00006807	C17D12.2c	C17D12.2c
UNC-75	WBGene00006807	C17D12.2d	C17D12.2d
UNC-76	WBGene00006808	C01G10.11a.1	C01G10.11a.1
UNC-76	WBGene00006808	C01G10.11a.2	C01G10.11a.2
UNC-76	WBGene00006808	C01G10.11b.1	C01G10.11b.1
UNC-76	WBGene00006808	C01G10.11b.2	C01G10.11b.2
UNC-76	WBGene00006808	C01G10.11c.1	C01G10.11c.1
UNC-76	WBGene00006808	C01G10.11c.2	C01G10.11c.2
UNC-76	WBGene00006808	C01G10.11d	C01G10.11d
UNC-76	WBGene00006808	C01G10.11e	C01G10.11e
UNC-76	WBGene00006808	C01G10.11f.1	C01G10.11f.1
UNC-76	WBGene00006808	C01G10.11f.2	C01G10.11f.2
UNC-77	WBGene00006809	C11D2.6a	C11D2.6a
UNC-77	WBGene00006809	C11D2.6b.1	C11D2.6b.1
UNC-77	WBGene00006809	C11D2.6b.2	C11D2.6b.2
UNC-77	WBGene00006809	C11D2.6c	C11D2.6c
UNC-77	WBGene00006809	C11D2.6d	C11D2.6d
UNC-77	WBGene00006809	C11D2.6e	C11D2.6e
UNC-77	WBGene00006809	C11D2.6f	C11D2.6f
UNC-77	WBGene00006809	C11D2.6g	C11D2.6g
UNC-77	WBGene00006809	C11D2.6h	C11D2.6h
UNC-77	WBGene00006809	C11D2.6i	C11D2.6i
UNC-77	WBGene00006809	C11D2.6j	C11D2.6j
UNC-77	WBGene00006809	C11D2.6k	C11D2.6k
UNC-77	WBGene00006809	C11D2.6l	C11D2.6l
UNC-77	WBGene00006809	C11D2.6m	C11D2.6m
UNC-77	WBGene00006809	C11D2.6n	C11D2.6n
UNC-77	WBGene00006809	C11D2.6o	C11D2.6o
UNC-77	WBGene00006809	C11D2.6p	C11D2.6p
UNC-78	WBGene00006810	C04F6.4a.1	C04F6.4a.1
UNC-78	WBGene00006810	C04F6.4a.2	C04F6.4a.2
UNC-78	WBGene00006810	C04F6.4b.1	C04F6.4b.1
UNC-78	WBGene00006810	C04F6.4b.2	C04F6.4b.2
UNC-79	WBGene00006811	E03A3.6a	E03A3.6a
UNC-79	WBGene00006811	E03A3.6b	E03A3.6b
UNC-80	WBGene00006812	F25C8.3a	F25C8.3a
UNC-80	WBGene00006812	F25C8.3b	F25C8.3b
UNC-80	WBGene00006812	F25C8.3c	F25C8.3c
UNC-80	WBGene00006812	F25C8.3d	F25C8.3d
UNC-80	WBGene00006812	F25C8.3e	F25C8.3e
UNC-82	WBGene00006814	B0496.3a	B0496.3a
UNC-82	WBGene00006814	B0496.3b	B0496.3b
UNC-82	WBGene00006814	B0496.3c	B0496.3c
UNC-82	WBGene00006814	B0496.3d	B0496.3d
UNC-82	WBGene00006814	B0496.3e.1	B0496.3e.1
UNC-82	WBGene00006814	B0496.3e.2	B0496.3e.2
UNC-82	WBGene00006814	B0496.3f	B0496.3f
UNC-82	WBGene00006814	B0496.3g	B0496.3g
UNC-82	WBGene00006814	B0496.3h	B0496.3h
UNC-82	WBGene00006814	B0496.3i	B0496.3i
UNC-83	WBGene00006815	W01A11.3a	W01A11.3a
UNC-83	WBGene00006815	W01A11.3b	W01A11.3b
UNC-83	WBGene00006815	W01A11.3c	W01A11.3c
UNC-84	WBGene00006816	F54B11.3a	F54B11.3a
UNC-84	WBGene00006816	F54B11.3b	F54B11.3b
UNC-85	WBGene00006817	F10G7.3	F10G7.3
UNC-86	WBGene00006818	C30A5.7a	C30A5.7a
UNC-86	WBGene00006818	C30A5.7b	C30A5.7b
UNC-87	WBGene00006819	F08B6.4a.1	F08B6.4a.1
UNC-87	WBGene00006819	F08B6.4a.2	F08B6.4a.2
UNC-87	WBGene00006819	F08B6.4b	F08B6.4b
UNC-89	WBGene00006820	C09D1.1a	C09D1.1a
UNC-89	WBGene00006820	C09D1.1b	C09D1.1b
UNC-89	WBGene00006820	C09D1.1c	C09D1.1c
UNC-89	WBGene00006820	C09D1.1d	C09D1.1d
UNC-89	WBGene00006820	C09D1.1e	C09D1.1e
UNC-89	WBGene00006820	C09D1.1f	C09D1.1f
UNC-89	WBGene00006820	C09D1.1g	C09D1.1g
UNC-93	WBGene00006822	C46F11.1a	C46F11.1a
UNC-93	WBGene00006822	C46F11.1b	C46F11.1b
UNC-94	WBGene00006823	C06A5.7a	C06A5.7a
UNC-94	WBGene00006823	C06A5.7b	C06A5.7b
UNC-95	WBGene00006824	Y105E8A.6	Y105E8A.6
UNC-96	WBGene00006825	F13C5.6a	F13C5.6a
UNC-96	WBGene00006825	F13C5.6b	F13C5.6b
UNC-97	WBGene00006826	F14D12.2.1	F14D12.2.1
UNC-97	WBGene00006826	F14D12.2.2	F14D12.2.2
UNC-98	WBGene00006827	F08C6.7	F08C6.7
UNC-101	WBGene00006829	K11D2.3a.1	K11D2.3a.1
UNC-101	WBGene00006829	K11D2.3a.2	K11D2.3a.2
UNC-101	WBGene00006829	K11D2.3b	K11D2.3b
UNC-101	WBGene00006829	K11D2.3c	K11D2.3c
UNC-103	WBGene00006830	C30D11.1a	C30D11.1a
UNC-103	WBGene00006830	C30D11.1b	C30D11.1b
UNC-103	WBGene00006830	C30D11.1c	C30D11.1c
UNC-103	WBGene00006830	C30D11.1d	C30D11.1d
UNC-103	WBGene00006830	C30D11.1e	C30D11.1e
UNC-103	WBGene00006830	C30D11.1f	C30D11.1f
UNC-103	WBGene00006830	C30D11.1g	C30D11.1g
UNC-103	WBGene00006830	C30D11.1h	C30D11.1h
UNC-103	WBGene00006830	C30D11.1i	C30D11.1i
UNC-103	WBGene00006830	C30D11.1j	C30D11.1j
UNC-104	WBGene00006831	C52E12.2a	C52E12.2a
UNC-104	WBGene00006831	C52E12.2b	C52E12.2b
UNC-105	WBGene00006832	C41C4.5a.1	C41C4.5a.1
UNC-105	WBGene00006832	C41C4.5a.2	C41C4.5a.2
UNC-105	WBGene00006832	C41C4.5b.1	C41C4.5b.1
UNC-105	WBGene00006832	C41C4.5b.2	C41C4.5b.2
UNC-105	WBGene00006832	C41C4.5c.1	C41C4.5c.1
UNC-105	WBGene00006832	C41C4.5c.2	C41C4.5c.2
UNC-105	WBGene00006832	C41C4.5d.1	C41C4.5d.1
UNC-105	WBGene00006832	C41C4.5d.2	C41C4.5d.2
UNC-105	WBGene00006832	C41C4.5e.1	C41C4.5e.1
UNC-105	WBGene00006832	C41C4.5e.2	C41C4.5e.2
UNC-105	WBGene00006832	C41C4.5f	C41C4.5f
UNC-105	WBGene00006832	C41C4.5g	C41C4.5g
UNC-105	WBGene00006832	C41C4.5h	C41C4.5h
UNC-108	WBGene00006833	F53F10.4	F53F10.4
UNC-112	WBGene00006836	C47E8.7.1	C47E8.7.1
UNC-112	WBGene00006836	C47E8.7.2	C47E8.7.2
UNC-115	WBGene00006839	F09B9.2a	F09B9.2a
UNC-115	WBGene00006839	F09B9.2b	F09B9.2b
UNC-116	WBGene00006840	R05D3.7	R05D3.7
UNC-119	WBGene00006843	M142.1a	M142.1a
UNC-119	WBGene00006843	M142.1b	M142.1b
UNC-119	WBGene00006843	M142.1c	M142.1c
UNC-120	WBGene00006844	D1081.2	D1081.2
UNC-122	WBGene00006845	F11C3.2	F11C3.2
UNC-129	WBGene00006852	C53D6.2	C53D6.2
UNC-130	WBGene00006853	C47G2.2	C47G2.2
USP-14	WBGene00006856	C13B4.2	C13B4.2
CAL-5	WBGene00006861	C24H10.5	C24H10.5
PNK-4	WBGene00006862	C42D8.3	C42D8.3
GYG-1	WBGene00006863	F56B6.4a	F56B6.4a
GYG-1	WBGene00006863	F56B6.4b	F56B6.4b
GYG-1	WBGene00006863	F56B6.4c	F56B6.4c
NPR-16	WBGene00006864	F56B6.5a	F56B6.5a
NPR-16	WBGene00006864	F56B6.5b	F56B6.5b
SLCF-2	WBGene00006865	ZK563.1	ZK563.1
VAB-1	WBGene00006868	M03A1.1a	M03A1.1a
VAB-1	WBGene00006868	M03A1.1b	M03A1.1b
VAB-2	WBGene00006869	Y37E11AR.6a	Y37E11AR.6a
VAB-2	WBGene00006869	Y37E11AR.6b	Y37E11AR.6b
VAB-3	WBGene00006870	F14F3.1a	F14F3.1a
VAB-3	WBGene00006870	F14F3.1b	F14F3.1b
VAB-3	WBGene00006870	F14F3.1c	F14F3.1c
VAB-7	WBGene00006873	M142.4	M142.4
VAB-8	WBGene00006874	K12F2.2a	K12F2.2a
VAB-8	WBGene00006874	K12F2.2b	K12F2.2b
VAB-8	WBGene00006874	K12F2.2c.1	K12F2.2c.1
VAB-8	WBGene00006874	K12F2.2c.2	K12F2.2c.2
VAB-9	WBGene00006875	T22C8.8	T22C8.8
VAB-10	WBGene00006876	ZK1151.1a	ZK1151.1a
VAB-10	WBGene00006876	ZK1151.1b	ZK1151.1b
VAB-10	WBGene00006876	ZK1151.1c	ZK1151.1c
VAB-10	WBGene00006876	ZK1151.1d	ZK1151.1d
VAB-10	WBGene00006876	ZK1151.1e	ZK1151.1e
VAB-10	WBGene00006876	ZK1151.1f	ZK1151.1f
VAB-10	WBGene00006876	ZK1151.1g	ZK1151.1g
VAB-10	WBGene00006876	ZK1151.1h	ZK1151.1h
VAB-10	WBGene00006876	ZK1151.1i	ZK1151.1i
VAB-15	WBGene00006881	R07B1.1	R07B1.1
VAB-19	WBGene00006882	T22D2.1	T22D2.1
VAP-1	WBGene00006886	F11C7.3a	F11C7.3a
VAP-1	WBGene00006886	F11C7.3b	F11C7.3b
VAV-1	WBGene00006887	C35B8.2a.1	C35B8.2a.1
VAV-1	WBGene00006887	C35B8.2a.2	C35B8.2a.2
VAV-1	WBGene00006887	C35B8.2b	C35B8.2b
VBH-1	WBGene00006888	Y54E10A.9a.1	Y54E10A.9a.1
VBH-1	WBGene00006888	Y54E10A.9a.2	Y54E10A.9a.2
VBH-1	WBGene00006888	Y54E10A.9b.1	Y54E10A.9b.1
VBH-1	WBGene00006888	Y54E10A.9b.2	Y54E10A.9b.2
VBH-1	WBGene00006888	Y54E10A.9c.1	Y54E10A.9c.1
VBH-1	WBGene00006888	Y54E10A.9c.2	Y54E10A.9c.2
PFD-3	WBGene00006889	T06G6.9	T06G6.9
VEM-1	WBGene00006890	K07E3.8a	K07E3.8a
VEM-1	WBGene00006890	K07E3.8b.1	K07E3.8b.1
VEM-1	WBGene00006890	K07E3.8b.2	K07E3.8b.2
SPON-1	WBGene00006893	F10E7.4	F10E7.4
VER-1	WBGene00006894	T17A3.1	T17A3.1
VER-2	WBGene00006895	T17A3.8	T17A3.8
VER-3	WBGene00006896	F59F3.1	F59F3.1
VER-4	WBGene00006897	F59F3.5	F59F3.5
VET-6	WBGene00006902	F44F1.7	F44F1.7
VHA-1	WBGene00006910	R10E11.8.1	R10E11.8.1
VHA-1	WBGene00006910	R10E11.8.2	R10E11.8.2
VHA-2	WBGene00006911	R10E11.2	R10E11.2
VHA-3	WBGene00006912	Y38F2AL.4	Y38F2AL.4
VHA-4	WBGene00006913	T01H3.1.1	T01H3.1.1
VHA-4	WBGene00006913	T01H3.1.2	T01H3.1.2
VHA-5	WBGene00006914	F35H10.4.1	F35H10.4.1
VHA-5	WBGene00006914	F35H10.4.2	F35H10.4.2
VHA-6	WBGene00006915	VW02B12L.1.1	VW02B12L.1.1
VHA-6	WBGene00006915	VW02B12L.1.2	VW02B12L.1.2
VHA-7	WBGene00006916	C26H9A.1a	C26H9A.1a
VHA-7	WBGene00006916	C26H9A.1b	C26H9A.1b
VHA-7	WBGene00006916	C26H9A.1c	C26H9A.1c
VHA-8	WBGene00006917	C17H12.14	C17H12.14
VHA-9	WBGene00006918	ZK970.4.1	ZK970.4.1
VHA-9	WBGene00006918	ZK970.4.2	ZK970.4.2
VHA-10	WBGene00006919	F46F11.5	F46F11.5
VHA-11	WBGene00006920	Y38F2AL.3a	Y38F2AL.3a
VHA-11	WBGene00006920	Y38F2AL.3b	Y38F2AL.3b
VHA-12	WBGene00006921	F20B6.2	F20B6.2
VHL-1	WBGene00006922	F08G12.4	F08G12.4
VHP-1	WBGene00006923	F08B1.1a.1	F08B1.1a.1
VHP-1	WBGene00006923	F08B1.1a.2	F08B1.1a.2
VHP-1	WBGene00006923	F08B1.1a.3	F08B1.1a.3
VHP-1	WBGene00006923	F08B1.1b.1	F08B1.1b.1
VHP-1	WBGene00006923	F08B1.1b.2	F08B1.1b.2
VHP-1	WBGene00006923	F08B1.1c.1	F08B1.1c.1
VHP-1	WBGene00006923	F08B1.1c.2	F08B1.1c.2
VIG-1	WBGene00006924	F56D12.5a.1	F56D12.5a.1
VIG-1	WBGene00006924	F56D12.5a.2	F56D12.5a.2
VIG-1	WBGene00006924	F56D12.5a.3	F56D12.5a.3
VIG-1	WBGene00006924	F56D12.5a.4	F56D12.5a.4
VIG-1	WBGene00006924	F56D12.5b	F56D12.5b
VIT-1	WBGene00006925	K09F5.2	K09F5.2
VIT-2	WBGene00006926	C42D8.2a.1	C42D8.2a.1
VIT-2	WBGene00006926	C42D8.2a.2	C42D8.2a.2
VIT-2	WBGene00006926	C42D8.2b.1	C42D8.2b.1
VIT-2	WBGene00006926	C42D8.2b.2	C42D8.2b.2
VIT-3	WBGene00006927	F59D8.1	F59D8.1
VIT-4	WBGene00006928	F59D8.2	F59D8.2
VIT-5	WBGene00006929	C04F6.1	C04F6.1
VIT-6	WBGene00006930	K07H8.6a	K07H8.6a
VIT-6	WBGene00006930	K07H8.6b	K07H8.6b
VIT-6	WBGene00006930	K07H8.6c	K07H8.6c
VPS-26	WBGene00006931	T20D3.7a	T20D3.7a
VPS-26	WBGene00006931	T20D3.7b	T20D3.7b
VPS-26	WBGene00006931	T20D3.7c	T20D3.7c
VPS-26	WBGene00006931	T20D3.7d	T20D3.7d
VPS-34	WBGene00006932	B0025.1a	B0025.1a
VPS-34	WBGene00006932	B0025.1b	B0025.1b
VPS-34	WBGene00006932	B0025.1c.1	B0025.1c.1
