Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	Gene name
YLR354C	851068	P15019	TAL1
YJL042W	853408	P43638	MHP1
YJL169W			
YHR159W	856564	P38854	TDA11
YGR253C	853168	P32379	PUP2
YKL042W	853824	P36094	SPC42
YGL053W	852828	P53174	PRM8
YMR031W-A		Q6Q572	
YNL172W	855549	P53886	APC1
YGL101W	852777	P53144	
YOR147W	854318	Q12171	MDM32
YIR010W	854827	P40568	DSN1
YOR218C		Q12249	
YPR041W	856154	P38431	TIF5
YJL115W	853327	P32447	ASF1
YIL033C	854778	P07278	BCY1
YKR020W	853890	P36116	VPS51
YCL066W	850407	P0CY07	HMLALPHA1
YCL066W	850293	P0CY07	HMLALPHA1
YCL066W	850407	P0CY06	HMLALPHA1
YCL066W	850293	P0CY06	HMLALPHA1
YOR254C	854428	P14906	SEC63
YIR009W	854826	P40567	MSL1
YDR419W	852028	Q04049	RAD30
YGR271C-A	853188	Q3E705	EFG1
YOL080C	854075	Q08237	REX4
YPL083C	856022	Q02825	SEN54
YDR444W	852054	Q04093	
YNL132W	855591	P53914	KRE33
YPL048W	856059	P29547	CAM1
YEL030C-A		Q8TGR5	
YHR193C	856600	P38879	EGD2
YJR003C	853459	P47084	MRX12
YGR267C	853183	P51601	FOL2
YMR153W	855184	Q03790	NUP53
YPL120W	855983	Q02948	VPS30
YLR434C		O13576	
YPL117C	855986	P15496	IDI1
YPR126C		O13567	
YGR234W	853149	P39676	YHB1
YAR035C-A	1466430	Q8TGV0	
YBL078C	852200	P38182	ATG8
YKL012W	853857	P33203	PRP40
YDR341C	851942	Q05506	
YJL116C	853326	P46955	NCA3
YFL013W-A		Q03187	
YPR091C	856207	Q06833	NVJ2
YGL251C	852641	P51979	HFM1
YEL014C		P39999	
YGL141W	852736	P53119	HUL5
YFL063W		P43541	
YPR059C		P0C5E1	
YAL068C	851229	Q3E770	PAU8
YAL068C	852630	Q3E770	PAU8
YAL068C	852163	Q3E770	PAU8
YAL068C	851229	P0CE93	PAU8
YAL068C	852630	P0CE93	PAU8
YAL068C	852163	P0CE93	PAU8
YAL068C	851229	P0CE92	PAU8
YAL068C	852630	P0CE92	PAU8
YAL068C	852163	P0CE92	PAU8
YDR154C		A0A023PZA4	
YBR037C	852325	P23833	SCO1
YDR464W	852075	P38904	SPP41
YGL245W	852606	P46655	GUS1
YFR025C	850581	P38635	HIS2
YGL007W		P53194	BRP1
YPL214C	855887	P41835	THI6
YLL039C	850620	P0CG63	UBI4
YER156C	856900	P40093	
YBR015C	852303	P38069	MNN2
YOR161W-B		Q8TGL4	
YDR132C	851710	Q03900	
YGL005C	852879	P53195	COG7
YLR149C	850841	Q99296	
YDL210W	851317	P32837	UGA4
YIL041W	854770	P40531	GVP36
YPL203W	855898	P06245	TPK2
YMR056C	855078	P04710	AAC1
YMR282C	855325	P22136	AEP2
YDR395W	852004	Q04175	SXM1
YHR030C	856425	Q00772	SLT2
YLR208W	850905	Q04491	SEC13
YFL025C	850519	P43571	BST1
YAR042W	851286	P35845	SWH1
YPL273W	855855	Q08985	SAM4
YDL222C	851304	Q07651	FMP45
YIL087C	854722	P40502	AIM19
YNR027W	855761	P53727	BUD17
YCR095C	850457	P25366	OCA4
YER162C	856909	P14736	RAD4
YER090W	856824	P00899	TRP2
YGL215W	852657	P35190	CLG1
YBR016W	852304	P38216	
YGR173W	853083	P53295	RBG2
YDR372C	851978	Q06385	VPS74
YJL053W	853393	P40335	PEP8
YGL249W	852643	P53061	ZIP2
YHL050C	856335	P38721	
YDR325W	851925	Q06680	YCG1
YLR115W	850806	Q12102	CFT2
YKL106W	853755	Q01802	AAT1
YNL083W			SAL1
YGR161W-C	3077355	Q3E744	
YCR068W	850432	P25641	ATG15
YDR216W	851802	P07248	ADR1
YBL107W-A		Q6B113	
YJL124C	853318	P47017	LSM1
YDR082W	851655	P38960	STN1
YLR005W	850691	Q04673	SSL1
YGR229C	853144	P32566	SMI1
YFR054C		P43622	
YHR162W	856567	P38857	MPC2
YDL224C	851302	Q07655	WHI4
YJR104C	853568	P00445	SOD1
YLR147C	850839	P43321	SMD3
YDR498C	852109	P28791	SEC20
YPR081C	856196	Q06817	GRS2
YER074W-A	856806	Q3E834	YOS1
YOR136W	854303	P28241	IDH2
YDR010C		Q12426	
YGR070W	852961	P53046	ROM1
YLR076C		Q08018	
YCL017C	850343	P25374	NFS1
YDR006C	851569	P40317	SOK1
YER041W	856764	P40028	YEN1
YLR162W	850859	Q06235	
YGR135W	853036	P23638	PRE9
YHR089C	856489	P28007	GAR1
YBL071W-A	852207	Q3E840	KTI11
YLR451W	851172	P08638	LEU3
YBR269C	852572	P38345	SDH8
YDR182W	851763	P40986	CDC1
YJL105W	853339	P42948	SET4
YGL014C-A		P0C5N1	
YNL013C		P53979	
YPL011C	856096	Q12297	TAF3
YLR212C	850909	P53378	TUB4
YLR454W	851175	Q06179	FMP27
YMR234W	855274	Q04740	RNH1
YJL215C		P40895	
YCL058C	850299	P25585	FYV5
YDL102W	851456	P15436	POL3
YKR075C	853950	P36155	
YBR266C			SLM6
YDL179W	851375	Q12477	PCL9
YJR070C	853534	P47120	LIA1
YMR323W	855373	P42222	ERR3
YPR097W	856212	Q06839	
YOR192C-C	1466485	Q3E736	
YJR097W	853560	P47138	JJJ3
YER165C-A		A0A023PZH1	
YNL164C	855557	P53892	IBD2
YOR205C	854380	Q08622	GEP3
YJL126W	853316	P47016	NIT2
YER097W		P40062	
YNL274C	855447	P53839	GOR1
YJL214W	853216	P40886	HXT8
YJL166W	853273	P08525	QCR8
YCL014W	850345	P25558	BUD3
YJL023C	853432	P47065	PET130
YMR062C	855084	Q04728	ARG7
YMR247W-A	1466506	Q3E782	
YFR033C	850593	P00127	QCR6
YMR038C	855054	P40202	CCS1
YGR225W	853140	P50082	AMA1
YJL094C	853351	P40309	KHA1
YBR055C	852344	P19735	PRP6
YGL258W	852634	P53058	VEL1
YMR049C	855068	Q04660	ERB1
YDL067C	851492	P07255	COX9
YLR437C-A		Q8TGR0	
YPL274W	855854	Q08986	SAM3
YDR030C	851594	Q12021	RAD28
YIR036C	854854	P40580	IRC24
YMR272W-B	1466507	Q8TGS5	
YPR158W	856281	Q06469	CUR1
YHL005C		P38752	
YDR020C	851583	Q12084	DAS2
YMR147W	855178	P40218	
YML067C	854935	Q04651	ERV41
YBR088C	852385	P15873	POL30
YHR010W	856401	P0C2H6	RPL27A
YGL139W	852738	P53121	FLC3
YPL050C	856057	P39107	MNN9
YJR054W	853514	P47114	KCH1
YKR065C	853939	P36147	PAM17
YPR114W	856230	Q06107	
YHR079C-A	856479	P89114	SAE3
YHR212C		P0CX89	
YHR212C		P0CX88	
YOR200W		Q08620	
YER112W	856848	P40070	LSM4
YGL172W	852703	Q02199	NUP49
YDR527W	852139	Q04418	RBA50
YPL110C	855994	Q02979	GDE1
YKL043W	853823	P36093	PHD1
YNL176C	855545	P53882	TDA7
YBL019W	852262	P38207	APN2
YIL122W	854684	P40473	POG1
YKL045W	853821	P20457	PRI2
YDR333C	851933	Q05468	RQC1
YCL050C	850307	P16550	APA1
YHR005C	856394	P08539	GPA1
YHR187W	856594	P38874	IKI1
YCR067C	850431	P25365	SED4
YCR047C	850414	P25627	BUD23
YBR112C	852410	P14922	CYC8
YGR088W	852979	P06115	CTT1
YGL126W	852751	P53012	SCS3
YOR305W	854482	Q08774	RRG7
YGR140W	853041	P32504	CBF2
YBR164C	852462	P38116	ARL1
YBR148W	852445	P38280	YSW1
YJR141W	853606	P47172	IPA1
YNR061C	855798	P53747	
YKR060W	853934	P36144	UTP30
YGR129W	853030	P53277	SYF2
YER090C-A		P0C5M8	
YER067C-A		A0A023PYE4	
YBL020W	852261	P38206	RFT1
YBR208C	852507	P32528	DUR1,2
YNL303W		P53827	
YGL027C	852857	P53008	CWH41
YNR035C	855771	P53731	ARC35
YDL093W	851464	P52867	PMT5
YML107C	854864	Q03760	PML39
YOR195W	854370	Q08581	SLK19
YGL231C	852620	P53073	EMC4
YFR031C	850589	P38989	SMC2
YDL043C	851518	Q07350	PRP11
YER174C	856921	P32642	GRX4
YER107W-A		A0A023PXJ7	
YLR064W	850753	Q12144	PER33
YLR132C	850823	Q12208	USB1
YHR183W	856589	P38720	GND1
YGL019W	852865	P43639	CKB1
YDR139C	851717	Q03919	RUB1
YJL191W	853248	P39516	RPS14B
YLR182W	850879	P09959	SWI6
YNL160W	855562	P38616	YGP1
YCR044C	850411	P25625	PER1
YLR038C	850727	Q01519	COX12
YHR205W	856612	P11792	SCH9
YCR026C	850391	P25353	NPP1
YOL123W	853997	Q99383	HRP1
YFL021C-A		A0A023PXK7	
YDR322C-A	851922	P81449	TIM11
YGR017W	852900	P53210	
YPL161C	855942	P39011	BEM4
YLR107W	850797	Q12090	REX3
YJR135C	853599	P47167	MCM22
YLR139C	850830	P42900	SLS1
YKL085W	853777	P17505	MDH1
YPR022C	856133	Q12139	SDD4
YDL130W-A	851426	P01098	STF1
YNR024W	855758	P53725	MPP6
YLR305C	851014	P37297	STT4
YLR339C		O94085	
YNL024C	855707	P53970	EFM6
YLR062C		Q07992	BUD28
YDR210W	851790	Q03482	
YOR097C	854264	Q12274	
YPR175W	856305	P24482	DPB2
YKL165C	853690	P36051	MCD4
YDR260C	851847	Q12379	SWM1
YIL021C-A		Q8TGN4	
YMR231W	855271	P12868	PEP5
YGR107W		P53263	
YBR172C	852470	P32909	SMY2
YLR334C		Q06127	
YJL049W	853398	P47048	CHM7
YBL097W	852180	P38170	BRN1
YMR081C	855105	P32488	ISF1
YBR050C	852340	P38232	REG2
YNL018C	855713	P53976	
YIL090W	854718	P40499	ICE2
YPL068C	856037	Q02749	
YCR093W	850455	P25655	CDC39
YML051W	854954	P04387	GAL80
YLL002W	850658	Q07794	RTT109
YDL017W	851545	P06243	CDC7
YDR073W	851645	P38956	SNF11
YOL083C-A		P0C5R4	
YER026C	856748	P08456	CHO1
YBR183W	852481	P38298	YPC1
YDL069C	851491	P14066	CBS1
YLR070C	850759	Q07993	XYL2
YHR139C-A		O13536	
YMR314W	855362	P40302	PRE5
YKL003C	853867	P28778	MRP17
YKL072W	853790	P36085	STB6
YDR455C		P87271	
YNL033W	855698	P53964	
YDR461W	852072	P34165	MFA1
YHR111W	856511	P38820	UBA4
YIL012W		P40551	
YDR435C	852045	Q04081	PPM1
YKL177W		P34238	
YJR155W	853620	P47182	AAD10
YJL109C	853335	P42945	UTP10
Q0060	854595	P03877	AI3
YDL063C	851497	Q07395	SYO1
YJL013C	853439	P47074	MAD3
YDR121W	851699	Q04603	DPB4
YDR178W	851758	P37298	SDH4
YDL013W	851549	P32828	SLX5
YDR534C	852147	Q04433	FIT1
YLR157C	850857	P0CZ17	ASP3-2
YLR157C	850855	P0CZ17	ASP3-2
YLR157C	850852	P0CZ17	ASP3-2
YLR157C	850850	P0CZ17	ASP3-2
YLR157C	850857	P0CX77	ASP3-2
YLR157C	850855	P0CX77	ASP3-2
YLR157C	850852	P0CX77	ASP3-2
YLR157C	850850	P0CX77	ASP3-2
YLR157C	850857	P0CX79	ASP3-2
YLR157C	850855	P0CX79	ASP3-2
YLR157C	850852	P0CX79	ASP3-2
YLR157C	850850	P0CX79	ASP3-2
YLR157C	850857	P0CX78	ASP3-2
YLR157C	850855	P0CX78	ASP3-2
YLR157C	850852	P0CX78	ASP3-2
YLR157C	850850	P0CX78	ASP3-2
YGL039W	852844	P53183	
YCR012W	850370	P00560	PGK1
YOL086W-A	854067	Q3E835	MHF1
YHR049W	856445	P38777	FSH1
YMR113W	855140	Q12676	FOL3
YPL055C	856052	Q02796	LGE1
YBR213W	852514	P15807	MET8
YLR226W	850923	Q05949	BUR2
YCR075C	850438	P17261	ERS1
YDR392W	852001	P06844	SPT3
YAL051W	851247	P39720	OAF1
YPL079W	856026	Q12672	RPL21B
YOR337W	854515	P47988	TEA1
YDR034C-A	851602	P0C289	
YML031C-A		A0A023PXH2	
YOL100W	854053	Q12236	PKH2
YCL043C	850314	P17967	PDI1
YKL186C	853649	P34232	MTR2
YDL132W	851424	Q12018	CDC53
YCL025C	850333	P25376	AGP1
YOR289W	854463	Q12012	
YMR263W	855305	P38429	SAP30
YCL067C	850406	P0CY08	HMLALPHA2
YCL067C	850292	P0CY08	HMLALPHA2
YCL067C	850406	P0CY09	HMLALPHA2
YCL067C	850292	P0CY09	HMLALPHA2
YBR113W		P38267	
YPL150W	855953	Q12152	
YLL048C	850678	P32386	YBT1
YGL123C-A		Q8TGP1	
YDR535C		Q04434	
YML034W	854974	Q03707	SRC1
YDR202C	851784	Q03956	RAV2
YBL091C-A	852186	Q6Q595	SCS22
YER099C	856836	P38620	PRS2
YGL002W	852882	P53198	ERP6
YMR131C	855161	Q04225	RRB1
YNL141W	855581	P53909	AAH1
YOR255W	854429	Q08692	OSW1
YLL024C	850636	P10592	SSA2
YBR196C-A	1466447	Q3E820	
YEL048C	856663	P32613	TCA17
YDL050C		Q07355	
YLR009W	850695	Q07915	RLP24
YOR304W	854480	Q08773	ISW2
YPR192W	856322	P0CD91	AQY1
YJL141C	853300	P14680	YAK1
YHR131W-A		A0A023PXM2	
YIL024C	854788	P40543	
YLR057W	850746	Q12205	MNL2
YCR023C	850387	P25351	
YJL133C-A	1466465	Q3E7A3	
YGR044C	852935	P32338	RME1
YDR524C-A		Q8TGR6	
YOL163W	854001	P0CF20	
YKR032W		P36127	
YBR286W	852589	P37302	APE3
YMR310C	855358	Q04867	
YKL132C	853727	P36001	RMA1
YJL178C	853261	P46989	ATG27
YMR034C	855050	Q05131	RCH1
YEL070W	855810	P0CX09	DSF1
YEL070W	856639	P0CX09	DSF1
YEL070W	855810	P0CX08	DSF1
YEL070W	856639	P0CX08	DSF1
YNL320W	855396	P42840	
YLR348C	851063	Q06143	DIC1
YPL226W	855875	Q08972	NEW1
YER025W	856746	P32481	GCD11
YJR022W	853479	P47093	LSM8
YBR268W	852571	P36532	MRPL37
YPL115C	855988	P32873	BEM3
YEL075W-A		P89888	
YPL283W-A		P0CL30	
YPL283W-A		P0CL31	
YPL283W-A		P0CL27	
YPL283W-A		P0CL29	
YPL283W-A		P0CL28	
YAL043C	851255	Q01329	PTA1
YOR077W	854244	P40962	RTS2
YHR072W	856470	P38604	ERG7
YPL170W	855933	Q12091	DAP1
YKL223W		P36031	
YOR074C	854241	P06785	CDC21
YOR117W	854284	P33297	RPT5
YIL111W			COX5B
YDL109C	851449	Q12103	
YDR211W	851797	P32501	GCD6
YNL204C	855517	P32572	SPS18
YNL106C	855618	P50942	INP52
YBR058C-A	852350	Q3E790	TSC3
YPL245W	855831	Q12179	
YJL062W	853384	P40367	LAS21
YKL078W	853784	P36009	DHR2
YKL001C	853869	Q02196	MET14
YLR439W	851160	P36517	MRPL4
YJL197C-A		P0C5P0	
YGR193C	853107	P16451	PDX1
YNL338W		P53820	
YFL010W-A	850537	P32450	AUA1
YER126C	856863	P40078	NSA2
YDR110W	851688	O13329	FOB1
YKR040C		P36133	
YGL033W	852850	P53187	HOP2
YKL046C	853820	P36091	DCW1
YLR236C		A0A023PZG4	
YGR165W	853075	P53292	MRPS35
YML103C	854868	P52593	NUP188
YKR017C	853887	P36113	HEL1
YJL082W	853363	P47031	IML2
YHR209W	856616	P38892	CRG1
YGL030W	852853	P14120	RPL30
YKL058W	853807	P32774	TOA2
Q0045	854598	P00401	COX1
YKL208W	853673	P36038	CBT1
YPR140W	856262	Q06510	TAZ1
YLR345W	851059	Q06137	
YPR048W	856161	Q12181	TAH18
YGL128C	852749	P52868	CWC23
YAR066W	856621	P0CX18	
YAR066W	851295	P0CX18	
YAR066W	856621	P0CX19	
YAR066W	851295	P0CX19	
YMR306W	855353	Q04952	FKS3
YGL063C-A		Q8TGP0	
YOR055W		Q08439	
YNL161W	855561	P53894	CBK1
YCR010C	850368	P25613	ADY2
YLR050C	850739	Q12155	
YOL166W-A	1466472	Q8TGJ1	
YHR107C	856507	P32468	CDC12
YIL095W	854713	P40494	PRK1
YGL007C-A	1466455	Q8TGU0	
YHR071W	856468	P38794	PCL5
YGL175C	852700	P46946	SAE2
YBR287W	852590	P38355	
YPR102C	856217	P0C0W9	RPL11A
YNL247W	855474	P53852	
YOL066C	854088	Q12362	RIB2
YIL029W-A		A0A023PZE9	
YNL285W		P53831	
YLR332W	851042	P36027	MID2
YJL120W		P47020	
YOR396W	854577	P0CX22	YRF1-8
YOR396W	852158	P0CX22	YRF1-8
YOR396W	851189	P0CX22	YRF1-8
YOR396W	854577	P0CX21	YRF1-8
YOR396W	852158	P0CX21	YRF1-8
YOR396W	851189	P0CX21	YRF1-8
YOR396W	854577	P0CX20	YRF1-8
YOR396W	852158	P0CX20	YRF1-8
YOR396W	851189	P0CX20	YRF1-8
YJL098W	853347	P40856	SAP185
YGL223C	852649	P53079	COG1
YCL056C	850302	P25584	PEX34
YBL083C		P38178	
YDR274C		P87283	
YMR169C	855205	P54114	ALD3
YJL152W		P47003	
YMR186W	855224	P15108	HSC82
YJR162C		P47188	
YKR005C	853874	Q02203	
YGR190C		P53302	
YER182W	856931	P40098	FMP10
YHR216W	856626	P38697	IMD2
YHL013C	856373	P38747	OTU2
YER165W	856912	P04147	PAB1
YIL089W	854719	P40500	
YNL062C	855663	P41814	GCD10
YML059C	854943	Q04958	NTE1
YML086C	854888	P54783	ALO1
YPL036W	856071	P19657	PMA2
YOR161C-C	1466484	Q8TGS0	
YBL061C	852218	P34226	SKT5
YIL166C	854640	P40445	
YMR013C	855026	P20048	SEC59
YPR015C	856125	Q12531	
YJL196C	853243	P39540	ELO1
YGL004C	852880	P53196	RPN14
YLR369W	851084	Q05931	SSQ1
YNL325C	855392	P42837	FIG4
YEL058W	856652	P38628	PCM1
YJL003W	853454	P47081	COX16
YNL046W	855681	P53956	
YOR151C	854322	P08518	RPB2
YAL044C	851254	P39726	GCV3
YPR133W-A	856252	P80967	TOM5
YGL148W	852729	P28777	ARO2
YPL146C	855957	Q12080	NOP53
YIL060W	854750	P40519	
YJL015C		P47073	
YGR281W	853198	P53049	YOR1
YLL065W		Q99339	
YDR167W	851745	Q12030	TAF10
YDR156W	851734	P50106	RPA14
YDL223C	851303	Q07653	HBT1
YMR127C	855157	P40963	SAS2
YOR187W	854359	P02992	TUF1
YHR060W	856457	P38784	VMA22
YNL032W	855699	P53965	SIW14
YOL001W	854161	P20052	PHO80
YPR107C	856222	Q06102	YTH1
YNL135C	855587	P20081	FPR1
YDR075W	851647	P32345	PPH3
YER060W-A	856789	Q12119	FCY22
YPL035C		O13521	
YMR153C-A		A0A023PYJ4	
YIL009C-A	854806	Q03096	EST3
YBR267W	852569	P38344	REI1
YBR114W	852411	P31244	RAD16
YER184C	856933	P39961	TOG1
YFR039C	850600	P43611	OSW7
YBL032W	852248	P38199	HEK2
YBR219C	852520	P38317	
YJL075C		P47036	APQ13
YFL027C	850517	P43570	GYP8
YDR039C	851609	Q01896	ENA2
YMR212C	855252	Q03653	EFR3
YMR296C	855342	P25045	LCB1
YHR143W-A	856547	P40422	RPC10
YCR081W	850442	P25648	SRB8
YOR005C	854166	Q08387	DNL4
YOR199W		Q08604	
YKR034W	853904	P26343	DAL80
YDL088C	851470	Q05166	ASM4
YBR299W	852602	P38158	MAL32
YMR101C	855127	Q03175	SRT1
YPL082C	856023	P32333	MOT1
YPR064W		Q12492	
YDL129W	851428	Q07555	
YLR417W	851135	Q06696	VPS36
YAR068W	851296	P39564	
YJR020W		P47092	
YGR078C	852969	P48363	PAC10
YIL061C	854749	Q00916	SNP1
YOR355W	854537	P41913	GDS1
YGL133W	852744	P53125	ITC1
YJL205C	853225	Q02820	NCE101
YDL215C	851311	P33327	GDH2
YKL060C	853805	P14540	FBA1
YBR191W	852489	Q02753	RPL21A
YDR297W	851891	P38992	SUR2
YLR179C	850876	Q06252	
YEL012W	856704	P28263	UBC8
YOR290C	854465	P22082	SNF2
YPL216W	855885	Q08964	
YBR125C	852422	P38089	PTC4
YLR013W	850700	Q07928	GAT3
YIR040C		P40584	
YLR116W	850807	Q12186	MSL5
YEL020W-A	856693	O74700	TIM9
YDR131C	851709	Q03899	
YDR230W		A0A023PZA9	
YJR113C	853578	P47150	RSM7
YPL152W	855951	Q12461	RRD2
YJR111C	853575	P47148	PXP2
YHR142W	856545	P38843	CHS7
YMR166C	855202	Q03829	MME1
YER077C	856810	P40050	MRX1
YDR348C	851949	Q05518	PAL1
YKL030W		P36099	
YGR295C	853212	P53344	COS6
YER039C	856761	P0CE11	HVG1
YPL230W	855871	Q12132	USV1
YFL007W	850541	P43583	BLM10
YLR371W	851086	P51862	ROM2
YMR061W	855083	P25298	RNA14
YPL159C	855944	Q99373	PET20
YMR288W	855332	P49955	HSH155
YOR396C-A		P0CL39	
YOR396C-A		P0CL40	
YOR396C-A		P0CL38	
YPR183W	856313	P14020	DPM1
YLR222C	850919	Q05946	UTP13
YOR047C	854212	Q02794	STD1
YLR365W		Q7LIF2	
YPL204W	855897	P29295	HRR25
YPL109C	855995	Q02981	
YHR058C	856455	P38782	MED6
YDL169C	851385	P32772	UGX2
YMR265C	855307	Q03508	
YML116W	854924	P13090	ATR1
YBL069W	852209	P35183	AST1
YER042W	856765	P40029	MXR1
YIL102C	854704	P40488	
YLR440C	851161	Q12745	SEC39
YIL069C	856805	P0CX32	RPS24B
YIL069C	854741	P0CX32	RPS24B
YIL069C	856805	P0CX31	RPS24B
YIL069C	854741	P0CX31	RPS24B
YIR016W	854833	P40572	
YER019W	856739	P40015	ISC1
YCR018C-A		Q96VH1	
YBR223C	852525	P38319	TDP1
YML130C	854909	Q03103	ERO1
YLR059C	850748	P54964	REX2
YOL014W	854146	Q08110	
YDR007W	851570	P00912	TRP1
YDL195W	851332	P38968	SEC31
YBR074W	852366	P38244	
YBR201C-A	3799967	Q2V2Q3	
YOR244W	854418	Q08649	ESA1
YBR187W	852485	P38301	GDT1
YDR263C	851856	Q12086	DIN7
YDR220C		Q04923	
YLR165C	850862	Q06244	PUS5
YPL249C	855827	Q12344	GYP5
YGR048W	852939	P53044	UFD1
YCR030C	850396	P25623	SYP1
YCL027W	850330	P11710	FUS1
YDR429C	852039	Q04067	TIF35
YNL212W	855509	P40157	VID27
YHL008C	856381	P38750	
YMR273C	855316	P50111	ZDS1
YJR055W	853516	P46973	HIT1
YDR119W-A	3799970	Q2V2P9	COX26
YAL058W	851241	P27825	CNE1
YPR154W	856277	Q06449	PIN3
YHR054W-A		P0CL32	
YHR054W-A		P0CL33	
YLR421C	851140	O13563	RPN13
YMR292W	855337	Q03554	GOT1
YPR026W	856137	P48016	ATH1
YBL021C	852260	P13434	HAP3
YGR065C	852956	P53241	VHT1
YOL102C	854051	Q12272	TPT1
YBL049W	852231	P38191	MOH1
YCL051W	850306	P25579	LRE1
YJL148W	853293	P47006	RPA34
YER039C-A	856762	P0CD97	
YKL162C-A		P0C5P4	
YDR421W	852031	Q04052	ARO80
YGL051W	852830	P53176	MST27
YER058W	856786	Q02771	PET117
YNL243W	855478	P33338	SLA2
YGL220W	852652	P53082	
YDL186W	851340	P48568	
YER110C	856846	P40069	KAP123
YLL027W	850632	Q07821	ISA1
YER135C		P40082	
YOL060C	854094	Q12296	MAM3
YAL012W	851221	P31373	CYS3
YOL041C	854116	Q08208	NOP12
YDL198C	851329	P38988	GGC1
YPR076W		O13582	
YHR118C	856518	P38826	ORC6
YJL097W	853348	P40857	PHS1
YDL120W	851437	Q07540	YFH1
YLR292C	850999	P39742	SEC72
YPR170W-B	5848745	P0C5R9	
YKR091W	853966	P36167	SRL3
YNL103W			MET4
YPR016C	856126	Q12522	TIF6
YGR019W	852902	P17649	UGA1
YKL096C-B	1500486	Q8TGT2	
YMR137C	855168	P30620	PSO2
YLR034C	850721	Q12078	SMF3
YOL116W	854033	P22148	MSN1
YLR016C	850703	Q07930	PML1
YJL031C	853421	Q00618	BET4
YOR353C	854535	Q08817	SOG2
YJR132W	853596	P46970	NMD5
YLR255C		O13574	
YMR013W-A		P0C5Q2	
YNL144W-A		Q8TGL9	
YPL060W	856045	Q02783	MFM1
YNL333W	855383	P53824	SNZ2
YCL038C	850319	P25568	ATG22
YBL035C	852245	P38121	POL12
YJL092W	853353	P12954	SRS2
YGL010W	852874	P25338	MPO1
YML076C	854899	Q03631	WAR1
YDR379W	851985	Q06407	RGA2
YDL029W	851532	P32381	ARP2
YDR205W	851786	Q03455	MSC2
YGL090W	852790	P53150	LIF1
YLR297W	851004	Q05899	
YDR094W		A0A023PYD3	
YNL027W	855704	P53968	CRZ1
YAL064C-A	851234	Q6B2U8	TDA8
YJL083W	853362	P47030	TAX4
YKL171W	853683	P36003	NNK1
YDR369C	851975	P33301	XRS2
YFL004W	850544	P43585	VTC2
YDR088C	851661	Q02775	SLU7
YPR029C	856141	Q12028	APL4
YLR225C	850922	Q05948	
YKL025C	853843	P36102	PAN3
YDR411C	852020	Q12743	DFM1
YEL023C	856690	P39992	
YMR082C		Q04276	
YLR047C	850736	Q12209	FRE8
YOR299W	854475	Q08754	BUD7
YPR002C-A		Q6B0V7	
YDR441C	852051	P36973	APT2
YLL022C	850638	Q12373	HIF1
YJL175W		P46991	
YIR021W	854839	P07266	MRS1
YOR366W		Q08872	
YPL106C	855998	P32589	SSE1
YKL023W	853845	P36103	
YDR446W	852057	Q04110	ECM11
YLR395C	851111	P04039	COX8
YNL278W	855443	P53836	CAF120
YJL225W-A		P0CL41	
YJL225W-A		P0CL42	
YDL183C	851345	P48569	
YCR027C	850392	P25378	RHB1
YMR022W	855036	Q02159	UBC7
YOR096W	854263	P26786	RPS7A
YGR054W	852945	P53235	
YAR028W	851280	P39548	
YBL095W	852181	P38172	MRX3
YPR085C	856200	Q06822	ASA1
YDR194W-A	1466435	Q3E818	
YML062C	854940	P33441	MFT1
YDR114C	851693	Q04597	
YHL048W	856337	P38723	COS8
YOR148C	854319	Q02521	SPP2
YGR174W-A	1466461	Q8TGT8	
YEL077C	856630	Q3E7X8	
YGL032C	852851	P32781	AGA2
YMR086C-A		Q6Q571	
YPL008W	856099	P22516	CHL1
YDR442W		P87270	
YPR152C	856275	Q06525	URN1
YOR301W	854477	Q08760	RAX1
YHR157W	856562	P33323	REC104
YIL172C	853235	P0CW40	IMA3
YIL172C	854635	P0CW40	IMA3
YIL172C	853235	P0CW41	IMA3
YIL172C	854635	P0CW41	IMA3
YNL144C	855578	P53907	
YOR257W	854431	P06704	CDC31
YDL059C	851500	Q12223	RAD59
YML035C	854973	P15274	AMD1
YKL215C	853665	P28273	OXP1
YDR016C	851579	Q12248	DAD1
YFR048W	850609	P43620	RMD8
YNL159C	855563	P53895	ASI2
YGL179C	852696	P43637	TOS3
YPL212C	855889	Q12211	PUS1
YOR135C		Q08522	IRC14
YPL119C	855984	P24784	DBP1
YBR073W	852365	P38086	RDH54
YPL078C	856027	P05626	ATP4
YLL067C			
YKL136W		P36065	
YHR110W	856510	P38819	ERP5
YBR109W-A		P90471	
YNL220W	855501	P80210	ADE12
YGR002C	852885	P53201	SWC4
YDR430C	852041	P32898	CYM1
YHR023W	856418	P08964	MYO1
YDR366C	851972	P87287	
YER001W	856718	P39106	MNN1
YGL134W	852743	P53124	PCL10
YGL235W	852615	P53071	
YAL007C	851226	P39704	ERP2
YDR374W-A	3799971	Q2V2P8	WIP1
YMR173W	855210	P18899	DDR48
YNL184C	855537	P53876	
YPL195W	855906	Q08951	APL5
YDR293C	851887	P24276	SSD1
YDR459C	852070	Q03289	PFA5
YDR022C	851585	Q12421	
YHR062C	856459	P38786	RPP1
YLR359W	851073	Q05911	ADE13
YBR260C	852563	P38339	RGD1
YOR032W-A	1466481	Q8TGS1	
YOR223W	854398	Q12015	DSC3
YKL033W	853834	P36097	TTI1
